match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,captain,stat_totalContest,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_penaltyWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_sofascoreId,stat_wonContest,stat_totalOffside,stat_totalCross,stat_blockedScoringAttempt,stat_goals,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross,stat_errorLeadToAShot,stat_penaltyConceded
14572862,home,Ludogorets,Hendrik Bonmann,hendrik-bonmann,H. Bonmann,G,39,192.0,101,M,254461,EUR,759196800,G,39,39,False,52.0,33.0,24.0,5.0,0.0,28.0,32.0,5.0,20.0,12.0,1.0,3.0,5.0,90.0,65.0,6.5,20.0,0.00071494,95.853772773463,15.0,49.35,7.77,0.3557,0,0.0866,0.11,0.04,-0.02,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572862,home,Ludogorets,Son,son,Son,D,17,179.0,216,M,597716,EUR,764985600,D,17,17,False,28.0,24.0,1.0,,0.0,20.0,22.0,4.0,6.0,2.0,,,,90.0,46.0,6.5,5.0,0.00162674,30.354180810717,7.0,11.55,6.405,,0,,-0.01,0.04,-0.26,,2.0,6.0,1.0,1.0,3.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572862,home,Ludogorets,Olivier Verdon,olivier-verdon,O. Verdon,D,24,190.0,1170,M,889680,EUR,812851200,D,24,24,False,61.0,57.0,4.0,3.0,1.0,54.0,56.0,3.0,5.0,2.0,,,,90.0,70.0,6.2,4.0,0.0435075,77.652283771025,15.0,1.785,7.98,,0,,0.01,0.02,-0.38,,3.0,,1.0,,6.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572862,home,Ludogorets,Dinis Almeida,dinis-almeida,D. Almeida,D,4,190.0,98,M,811562,EUR,804297600,D,4,4,False,44.0,41.0,2.0,1.0,0.0,40.0,41.0,1.0,3.0,1.0,,,,90.0,60.0,7.1,4.0,0.00036875,90.010262660432,14.0,-12.915,7.14,,0,,-0.04,0.02,0.44,,1.0,4.0,,,7.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14572862,home,Ludogorets,Anton Nedyalkov,anton-nedyalkov,A. Nedyalkov,D,3,182.0,138,M,173521,EUR,736128000,D,3,3,False,46.0,38.0,4.0,1.0,0.0,31.0,36.0,7.0,10.0,4.0,,,,76.0,55.0,6.3,11.0,0.00347724,76.780161015227,11.0,4.2,18.27,,0,,-0.02,0.01,-0.21,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
14572862,home,Ludogorets,Pedro Naressi,pedro-naressi,Pedro Naressi,M,30,178.0,218,M,872390,EUR,884390400,M,30,30,False,45.0,38.0,4.0,1.0,0.0,30.0,35.0,8.0,10.0,5.0,,,,76.0,61.0,7.0,9.0,0.2066,114.93987154284,12.0,64.365,27.195,,0,,0.24,0.1,0.25,,5.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,,,,1.0,,1.0,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14572862,home,Ludogorets,Deroy Duarte,deroy-duarte,D. Duarte,M,23,177.0,216,M,921089,EUR,931046400,M,23,23,False,48.0,43.0,1.0,,0.0,28.0,30.0,15.0,18.0,5.0,,,,90.0,61.0,7.1,7.0,0.00525117,149.78840539702,16.0,50.19,30.45,,0,,-0.04,0.09,0.21,,1.0,5.0,1.0,,1.0,4.0,4.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
14572862,home,Ludogorets,Caio Vidal,caio-vidal,Caio Vidal,M,11,174.0,463,M,1067629,EUR,973296000,M,11,11,False,15.0,13.0,1.0,,0.0,6.0,6.0,7.0,9.0,4.0,,,,84.0,29.0,8.2,6.0,0.668859,184.13936957103,14.0,122.22,32.13,,3,,0.56,0.4,-0.03,,5.0,4.0,1.0,2.0,1.0,,,4.0,,1.0,Caio Vidal,,1.0,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.6389,0.1513,-0.06,,,,,,,,,,,,,
14572862,home,Ludogorets,Aguibou Camara,aguibou-camara,A. Camara,M,20,167.0,5998,M,906062,EUR,990316800,M,20,20,False,27.0,26.0,,,0.0,16.0,17.0,10.0,10.0,3.0,,,,59.0,45.0,7.0,5.0,0.00638188,105.81796180429,11.0,35.7,30.555,,0,,0.0,0.18,-0.08,,5.0,9.0,1.0,,,6.0,2.0,2.0,2.0,1.0,,,1.0,,,1.0,,,2.0,3.0,,,,,,,,,aguibou_camara2,1.0,,,,,,,,,,,
14572862,home,Ludogorets,Ivan Yordanov,ivan-yordanov,I. Yordanov,M,82,170.0,82,M,987212,EUR,973555200,M,82,82,False,28.0,22.0,1.0,,0.0,8.0,11.0,14.0,17.0,1.0,,,,90.0,39.0,6.3,9.0,0.0140811,90.710919063021,10.0,-18.48,9.135,,0,,-0.21,-0.41,-0.11,,2.0,4.0,,,3.0,1.0,,2.0,,,,,1.0,,,,,,2.0,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,
