match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_wonContest,stat_wasFouled,stat_totalCross,stat_aerialWon,stat_fouls,stat_accurateCross,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_keyPass,player_height,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalOffside,captain,player_gender,stat_savedShotsFromInsideTheBox,stat_punches,player_lastName,stat_goals,stat_goalAssist
12134232,home,Steel City FC,Garrett Watson,Garrett Watson,garrett-watson,G. Watson,G,1,1,1825538,EUR,848966400,G,1,1,False,22.0,12.0,15.0,5.0,9.0,16.0,3.0,6.0,1.0,6.0,3.0,1.0,90.0,28.0,6.5,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134232,home,Steel City FC,Nolan Hutter,Nolan Hutter,nolan-hutter,N. Hutter,M,17,1,1825550,EUR,954979200,D,17,17,False,27.0,19.0,4.0,,8.0,11.0,11.0,16.0,5.0,7.0,,,89.0,47.0,6.6,12.0,0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12134232,home,Steel City FC,Josh DiMatteo,Josh DiMatteo,josh-dimatteo,J. DiMatteo,F,40,1,1825539,EUR,945648000,D,40,40,False,38.0,27.0,15.0,7.0,15.0,18.0,12.0,20.0,4.0,4.0,,,89.0,47.0,6.8,11.0,0,,,5.0,,,,,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12134232,home,Steel City FC,Luke Fiscus,Luke Fiscus,luke-fiscus,L. Fiscus,D,48,1,1825541,EUR,1141603200,D,48,48,False,28.0,18.0,8.0,3.0,12.0,17.0,6.0,12.0,5.0,4.0,,,90.0,42.0,7.0,12.0,0,2.0,4.0,5.0,,1.0,1.0,3.0,2.0,1.0,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
12134232,home,Steel City FC,Zander Plizga,Zander Plizga,zander-plizga,Z. Plizga,M,28,1,1825555,EUR,1073520000,D,28,28,False,38.0,27.0,6.0,3.0,15.0,21.0,12.0,18.0,4.0,8.0,,,90.0,58.0,6.7,15.0,0,1.0,8.0,6.0,3.0,1.0,,3.0,5.0,2.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12134232,home,Steel City FC,Nicholas Graeca,Nicholas Graeca,nicholas-graeca,N. Graeca,M,7,1,1825547,EUR,1012953600,M,7,7,False,36.0,28.0,3.0,1.0,9.0,11.0,20.0,28.0,2.0,6.0,,,90.0,57.0,6.6,17.0,1,,12.0,4.0,6.0,3.0,1.0,1.0,1.0,,2.0,,3.0,3.0,,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,
12134232,home,Steel City FC,Marcello Borges,,marcello-borges,M. Borges,D,,1,973512,EUR,874108800,M,53,53,False,21.0,18.0,3.0,2.0,7.0,7.0,12.0,20.0,,6.0,,,67.0,37.0,7.2,9.0,0,,2.0,7.0,,1.0,,1.0,3.0,2.0,,,3.0,6.0,1.0,1.0,1.0,,,,175.0,,,,,,,,,,,,,
12134232,home,Steel City FC,Benjamin Conti,Benjamin Conti,benjamin-conti,B. Conti,F,27,1,1825532,EUR,1155859200,M,27,27,False,17.0,14.0,2.0,2.0,3.0,5.0,11.0,14.0,1.0,4.0,,,61.0,33.0,6.6,14.0,0,,6.0,3.0,1.0,2.0,,,2.0,2.0,3.0,1.0,,2.0,,1.0,,,5.0,1.0,,,,,,,,,,,,,,
12134232,home,Steel City FC,Ryan Mertz,Ryan Mertz,ryan-mertz,R. Mertz,M,20,1,1825553,EUR,903052800,M,20,20,False,28.0,20.0,5.0,1.0,9.0,10.0,12.0,23.0,1.0,4.0,,,90.0,49.0,7.2,15.0,3,3.0,4.0,6.0,,1.0,,,5.0,2.0,,,1.0,5.0,,2.0,1.0,,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,
12134232,home,Steel City FC,Nick Kolarac,Nick Kolarac,nick-kolarac,N. Kolarac,M,10,1,1825523,EUR,705456000,M,10,10,False,25.0,23.0,,,10.0,10.0,14.0,17.0,,3.0,,,61.0,38.0,7.4,6.0,4,1.0,3.0,3.0,,2.0,,1.0,1.0,1.0,,,2.0,2.0,,1.0,1.0,,,2.0,175.0,,,2.0,2.0,,,True,,,,,,
12134232,home,Steel City FC,Nathan Prex,Nathan Prex,nathan-prex,N. Prex,F,9,1,1825546,EUR,1082937600,F,9,9,False,23.0,15.0,3.0,1.0,1.0,4.0,14.0,21.0,,7.0,,,90.0,46.0,7.3,16.0,5,4.0,9.0,8.0,,3.0,,1.0,2.0,,2.0,2.0,1.0,2.0,3.0,2.0,,1.0,3.0,2.0,,,1.0,1.0,3.0,,,,,,,,,
12134232,home,Steel City FC,Patrick Koenig,Patrick Koenig,patrick-koenig,P. Koenig,F,39,1,1825551,EUR,1001721600,M,39,39,True,6.0,4.0,1.0,,3.0,3.0,1.0,3.0,,1.0,,,29.0,11.0,6.6,3.0,3,,1.0,1.0,,,,,,,2.0,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,
12134232,home,Steel City FC,Ethan Bowser,Ethan Bowser,ethan-bowser,E. Bowser,F,56,1,1825536,EUR,1082937600,F,56,56,True,9.0,5.0,,,4.0,4.0,1.0,5.0,,,,,29.0,12.0,6.4,6.0,0,,2.0,2.0,,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
12134232,home,Steel City FC,Amir Awais,Amir Awais,amir-awais,A. Awais,F,22,1,1825527,EUR,1148601600,F,22,22,True,4.0,1.0,,,,,1.0,4.0,,1.0,,,23.0,9.0,6.5,5.0,0,1.0,4.0,2.0,1.0,1.0,,1.0,,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,
12134232,home,Steel City FC,Mikel Ubeda,Mikel Ubeda,mikel-ubeda,M. Ubeda,D,44,1,1825545,EUR,904953600,D,44,44,True,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,,1.0,,,9.0,12.0,7.1,2.0,0,,,6.0,,,,,5.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
12134232,home,Steel City FC,Rami Bensasi,Rami Bensasi,rami-bensasi,R. Bensasi,M,88,1,1825552,EUR,595036800,M,88,88,True,2.0,1.0,1.0,,1.0,2.0,,,,1.0,,,9.0,2.0,6.4,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134232,home,Steel City FC,Sean Regan,Sean Regan,sean-regan,S. Regan,M,36,1,1825554,EUR,1212105600,M,36,36,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134232,home,Steel City FC,Evan Thomas,Evan Thomas,evan-thomas,E. Thomas,M,41,1,1825537,EUR,1158105600,M,41,41,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134232,away,Michigan Stars,Tatenda Mkuruva,,tatenda-mkuruva,T. Mkuruva,G,,11,862729,EUR,820713600,G,16,16,False,37.0,29.0,9.0,5.0,28.0,31.0,1.0,6.0,1.0,10.0,1.0,6.0,90.0,52.0,8.3,10.0,0,1.0,1.0,,,,,,,,,,,,,,,,,,183.0,,,,,,,True,M,5.0,1.0,,,
12134232,away,Michigan Stars,Hunter Olson,Hunter Olson,hunter-olson,H. Olson,M,,1,1485400,EUR,892684800,D,20,20,False,38.0,26.0,3.0,1.0,14.0,20.0,12.0,21.0,1.0,5.0,,,90.0,61.0,6.6,24.0,1,1.0,6.0,2.0,,2.0,,1.0,,,3.0,1.0,,3.0,1.0,1.0,,,3.0,,177.0,,,1.0,,,,,M,,,,,
12134232,away,Michigan Stars,Sebastian Capozucchi,Sebastian Capozucchi,sebastian-capozucchi,S. Capozucchi,D,,2,1113521,EUR,819676800,D,2,2,False,40.0,30.0,7.0,4.0,24.0,27.0,6.0,13.0,1.0,4.0,,,90.0,53.0,7.5,11.0,2,1.0,2.0,2.0,,,2.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,183.0,,,1.0,,,,,M,,,,,
12134232,away,Michigan Stars,Sacko Konate,Sacko Konate,sacko-konate,S. Konate,D,,42,1825604,EUR,908236800,D,3,3,False,43.0,35.0,3.0,2.0,25.0,30.0,10.0,13.0,1.0,6.0,,,90.0,56.0,7.4,9.0,1,,2.0,12.0,1.0,,,,3.0,2.0,3.0,2.0,3.0,,4.0,,,1.0,,,198.0,,,,,,,,M,,,,,
12134232,away,Michigan Stars,Brady Walker,Brady Walker,brady-walker,B. Walker,D,8,0,1825602,EUR,954374400,D,8,8,False,47.0,29.0,8.0,1.0,13.0,17.0,17.0,36.0,1.0,6.0,,,90.0,92.0,7.7,30.0,1,,4.0,9.0,1.0,2.0,,1.0,6.0,4.0,2.0,2.0,1.0,6.0,,1.0,1.0,1.0,3.0,3.0,180.0,,,,,,,,M,,,,,
12134232,away,Michigan Stars,Niels Lellouch,Niels Lellouch,niels-lellouch,N. Lellouch,D,,0,1485406,EUR,1054425600,M,13,13,False,52.0,44.0,1.0,,26.0,29.0,18.0,23.0,,4.0,,,90.0,65.0,7.4,11.0,3,2.0,6.0,5.0,,2.0,,1.0,3.0,,,,1.0,,1.0,2.0,,,1.0,1.0,194.0,,,2.0,1.0,,,,M,,,,1.0,
12134232,away,Michigan Stars,Kyle Healy,Kyle Healy,kyle-healy,K. Healy,M,12,0,1825597,EUR,991958400,M,12,12,False,15.0,10.0,1.0,,5.0,5.0,5.0,10.0,1.0,1.0,,,45.0,19.0,6.6,5.0,0,,,,,,,,,,,,,,,,,,,,178.0,,,,,,,,M,,,,,
12134232,away,Michigan Stars,Andrés Chalbaud,Andrés Chalbaud,andres-chalbaud,A. Chalbaud,D,,2,1199397,EUR,788400000,M,15,15,False,42.0,32.0,4.0,1.0,19.0,24.0,13.0,21.0,1.0,8.0,,,90.0,67.0,7.2,17.0,0,,1.0,9.0,,1.0,1.0,,4.0,2.0,1.0,1.0,2.0,3.0,3.0,,,,1.0,,180.0,,,,,,1.0,,M,,,,,
12134232,away,Michigan Stars,Elias McCloud,Elias McCloud,elias-mccloud,E. McCloud,M,22,0,1199409,EUR,910742400,M,22,22,False,24.0,22.0,2.0,,10.0,10.0,12.0,14.0,1.0,3.0,,,78.0,45.0,6.6,11.0,1,3.0,12.0,6.0,,6.0,,,4.0,3.0,1.0,1.0,1.0,,,3.0,,1.0,2.0,,182.0,,,,,,,,M,,,,,
12134232,away,Michigan Stars,Steven Juncaj,Steven Juncaj,juncaj-steven,S. Juncaj,M,,50,1199415,EUR,889315200,M,7,7,False,32.0,21.0,1.0,1.0,12.0,15.0,12.0,22.0,,5.0,,,90.0,53.0,7.1,21.0,1,,7.0,6.0,,4.0,,,1.0,,5.0,4.0,,5.0,1.0,2.0,3.0,,2.0,2.0,188.0,,,,1.0,,1.0,,M,,,,,
12134232,away,Michigan Stars,Praise Maduekwe,Praise Maduekwe,praise-maduekwe,P. Maduekwe,F,9,1,1825628,EUR,965001600,F,9,9,False,13.0,7.0,,,4.0,6.0,3.0,7.0,,1.0,,,65.0,28.0,6.3,16.0,0,,6.0,3.0,1.0,4.0,,,1.0,,1.0,1.0,,,1.0,1.0,,,5.0,,178.0,,,,,,,,M,,,,,
12134232,away,Michigan Stars,Colin Stripling,,colin-stripling,C. Stripling,M,,2,1019796,EUR,783216000,M,14,14,True,23.0,19.0,,,9.0,9.0,10.0,14.0,1.0,2.0,,,45.0,28.0,6.3,6.0,1,3.0,6.0,1.0,2.0,,,,,,,,,,1.0,1.0,,1.0,2.0,,188.0,,,,,,,,M,,,,,
12134232,away,Michigan Stars,Daniel Wright,Daniel Wright,daniel-wright,D. Wright,F,10,1,1484728,EUR,911260800,M,10,10,True,15.0,12.0,1.0,,2.0,3.0,12.0,16.0,,1.0,,,25.0,31.0,6.9,11.0,0,,5.0,4.0,,5.0,,1.0,1.0,,1.0,1.0,2.0,4.0,,,2.0,,,1.0,178.0,,,,,,,,M,,,,,1.0
12134232,away,Michigan Stars,Nicolas Nikolla,Nicolas Nikolla,nicolas-nikolla,N. Nikolla,M,17,0,1485405,EUR,1133827200,F,17,17,True,3.0,2.0,,,,,2.0,3.0,,1.0,,,11.0,4.0,6.5,1.0,0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,M,,,,,
12134232,away,Michigan Stars,Pierre San Rabens,Pierre San Rabens,pierre-san-rabens,P. S. Rabens,D,,1,1831337,EUR,823478400,D,26,26,True,,,,,,,,,,,,,1.0,,,,0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,M,,,,,
