match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_aerialWon,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_bigChanceCreated,stat_keyPass,stat_totalCross,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalOffside,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceMissed,player_sofascoreId
12765053,home,Mladá Boleslav,Vasil Kušej,vasil-kusej,V. Kušej,F,9,168.0,276,M,876947,EUR,959126400,F,23,23,False,18.0,12.0,1.0,,0.0,1.0,1.0,12.0,22.0,,5.0,,,89.0,49.0,6.9,22.0,0.225668,1,,,,9.0,3.0,1.0,,,,,,,,7.0,1.0,1.0,0.0131,1.0,2.0,5.0,2.0,2.0,5.0,2.0,1.0,,1.0,,,1.0,,
12765053,home,Mladá Boleslav,Jakub Fulnek,jakub-fulnek,J. Fulnek,M,22,172.0,2,M,564088,EUR,767318400,M,11,11,True,7.0,5.0,1.0,,0.0,2.0,2.0,3.0,5.0,1.0,,,,21.0,14.0,6.6,2.0,0.0014038,0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12765053,home,Mladá Boleslav,Daniel Langhamer,daniel-langhamer,D. Langhamer,M,28,173.0,15,M,1001933,EUR,1048118400,M,6,6,True,5.0,5.0,,,0.0,2.0,2.0,3.0,3.0,,,,,9.0,6.0,6.4,1.0,0.00197313,0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
12765053,home,Mladá Boleslav,Benson Sakala,benson-sakala,B. Sakala,M,6,185.0,325,M,875106,EUR,842486400,M,5,5,True,6.0,4.0,,,0.0,2.0,4.0,2.0,2.0,,2.0,,,9.0,6.0,6.5,2.0,0.00105103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765053,home,Mladá Boleslav,Matej Pulkrab,matej-pulkrab,M. Pulkrab,F,10,182.0,28,M,827562,EUR,864345600,F,18,18,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,1.0,8.0,,4.0,0.00084864,0,,,,3.0,1.0,,,,,,,,,1.0,1.0,,,,,,,3.0,,,,,,,,,,
12765053,home,Mladá Boleslav,Jiří Floder,jiri-floder,J. Floder,G,59,190.0,1,M,834987,EUR,852249600,G,59,59,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765053,home,Mladá Boleslav,Petr Mikulec,petr-mikulec,P. Mikulec,G,27,196.0,2,M,877743,EUR,923270400,G,99,99,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765053,home,Mladá Boleslav,Andrej Kadlec,andrej-kadlec,A. Kadlec,D,6,177.0,14,M,293125,EUR,823219200,D,26,26,True,,,,,,,,,,,,,,,,,,,0,,Andrej,Kadlec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765053,home,Mladá Boleslav,Denis Donát,denis-donat,D. Donát,D,13,189.0,4,M,1030196,EUR,1000425600,D,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765053,home,Mladá Boleslav,Marek Matějovský,marek-matejovsky,M. Matějovský,M,,180.0,16,M,11936,EUR,377654400,M,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765053,home,Mladá Boleslav,Nicolas Penner,nicolas-penner,N. Penner,M,15,177.0,14,M,907166,EUR,992908800,M,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765053,home,Mladá Boleslav,Solomon John,solomon-john,S. John,M,20,175.0,69,M,1186240,EUR,997228800,M,20,20,True,,,,,,,,,,,,,,,,,,,0,,Solomon John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765053,home,Mladá Boleslav,Jan Buryan,buryan-jan,J. Buryán,F,70,175.0,18,M,1149252,EUR,1128988800,F,70,70,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765053,away,Real Betis,Adrián,adrian,Adrián,G,13,190.0,2122,M,50539,EUR,536630400,G,13,13,False,33.0,21.0,16.0,4.0,0.0,18.0,24.0,3.0,9.0,,6.0,6.0,7.0,90.0,44.0,7.5,13.0,0.00048727,0,2.9814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765053,away,Real Betis,Aitor Ruibal,aitor-ruibal,A. Ruibal,D,24,176.0,889,M,893062,EUR,827452800,D,24,24,False,56.0,45.0,6.0,3.0,0.0,20.0,25.0,25.0,33.0,1.0,4.0,,,90.0,80.0,6.7,15.0,0.0705336,1,,,,4.0,5.0,1.0,,,3.0,1.0,True,2.0,1.0,1.0,,2.0,0.0213,,,2.0,1.0,,,,,,,,,,,
12765053,away,Real Betis,Diego Llorente,diego-llorente,D. Llorente,D,3,185.0,1163,M,305278,EUR,745459200,D,3,3,False,35.0,32.0,2.0,1.0,0.0,21.0,22.0,11.0,13.0,4.0,2.0,,,90.0,49.0,6.6,4.0,0.00530414,0,,,,3.0,5.0,,1.0,2.0,2.0,1.0,,2.0,,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,
12765053,away,Real Betis,Natan,natan,Natan,D,4,188.0,3280,M,1015287,EUR,981417600,D,6,6,False,44.0,38.0,4.0,1.0,0.0,27.0,30.0,11.0,14.0,15.0,3.0,,,90.0,62.0,6.4,7.0,0.00253171,0,,,,1.0,3.0,,1.0,1.0,,,,3.0,,1.0,,1.0,,,,,,,,,,,,,,,,
12765053,away,Real Betis,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182.0,1733,M,67769,EUR,714700800,D,12,12,False,36.0,27.0,5.0,2.0,0.0,11.0,16.0,16.0,21.0,1.0,2.0,,,72.0,47.0,6.5,11.0,0.0152452,0,,,,2.0,4.0,,,,2.0,2.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,
12765053,away,Real Betis,Assane Diao,assane-diao,A. Diao,F,38,185.0,18661,M,1493689,EUR,1126051200,M,38,38,False,22.0,17.0,,,0.0,7.0,8.0,10.0,14.0,1.0,1.0,,,72.0,40.0,6.5,12.0,0.00661825,1,,,,6.0,7.0,,,1.0,,,,3.0,,4.0,3.0,2.0,0.0164,,,,1.0,,4.0,1.0,,,1.0,,,,,
12765053,away,Real Betis,Giovani Lo Celso,lo-celso-giovani,G. Lo Celso,M,20,177.0,15655,M,798835,EUR,829008000,M,20,20,False,68.0,59.0,1.0,,0.0,17.0,20.0,45.0,52.0,1.0,6.0,,,89.0,88.0,7.9,13.0,0.316772,6,,,,5.0,6.0,1.0,,,1.0,1.0,,,2.0,1.0,3.0,2.0,0.8907,,3.0,4.0,1.0,,3.0,2.0,,2.0,2.0,1.0,0.6474,3.0,1.0,locelso_giovani
12765053,away,Real Betis,Sergi Altimira,sergi-altimira,S. Altimira,M,6,188.0,1047,M,1137814,EUR,998697600,M,16,16,False,72.0,66.0,9.0,8.0,0.0,36.0,37.0,30.0,35.0,3.0,10.0,,,90.0,88.0,7.5,8.0,0.0459042,1,,,,4.0,5.0,2.0,,2.0,4.0,4.0,,1.0,,2.0,,2.0,0.068,,,,,,,,,1.0,,,0.054,,,
12765053,away,Real Betis,Juanmi,juanmi,Juanmi,F,7,169.0,641,M,96369,EUR,737856000,M,7,7,False,15.0,15.0,,,0.0,4.0,4.0,11.0,11.0,1.0,,,,56.0,23.0,6.4,1.0,0.0114009,0,,,,3.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,
12765053,away,Real Betis,Vitor Roque,vitor-roque,V. Roque,F,9,174.0,72751,M,1150391,EUR,1109548800,F,8,8,False,8.0,6.0,,,0.0,1.0,1.0,5.0,8.0,,,,,45.0,13.0,6.3,7.0,0.00425227,0,,Vitor Roque,,4.0,,,,,,,,,,1.0,,,,,,1.0,1.0,2.0,1.0,,1.0,,,,,,,VRoque
12765053,away,Real Betis,Chimy Ávila,chimy-avila,C. Ávila,F,9,171.0,2152,M,789381,EUR,760492800,F,9,9,False,24.0,22.0,3.0,3.0,0.0,11.0,11.0,11.0,13.0,,1.0,,,56.0,31.0,7.0,2.0,0.0100377,1,,,,4.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,0.062,,1.0,,3.0,,,,,1.0,,,0.1077,,,
12765053,away,Real Betis,Mateo Flores,mateo-flores,M. Flores,M,46,178.0,184,M,1893864,EUR,1081296000,M,46,46,True,29.0,26.0,1.0,,0.0,9.0,11.0,17.0,18.0,,7.0,,,45.0,36.0,6.6,5.0,0.0205493,0,,,,2.0,2.0,,,2.0,,,,,,1.0,2.0,1.0,,,,,,,1.0,,,,,,,,,
12765053,away,Real Betis,Jesús Rodriguez,jesus-rodriguez,J. Rodriguez,M,17,185.0,4183,M,1800245,EUR,1132531200,F,36,36,True,14.0,12.0,,,0.0,2.0,4.0,10.0,11.0,,5.0,,,34.0,30.0,6.7,7.0,0.0338291,2,,,,6.0,5.0,2.0,,,1.0,,,,1.0,1.0,1.0,1.0,0.0882,,,1.0,,2.0,4.0,3.0,,,1.0,,,,,
12765053,away,Real Betis,Cédric Bakambu,cedric-bakambu,C. Bakambu,F,11,182.0,45633,M,115665,EUR,671328000,F,11,11,True,11.0,10.0,,,0.0,2.0,2.0,8.0,9.0,,1.0,,,34.0,19.0,7.4,4.0,0.130961,2,,,,3.0,3.0,,,,1.0,,,1.0,2.0,1.0,,,0.1839,1.0,4.0,,1.0,1.0,2.0,1.0,,,,,,,,bakambu17
12765053,away,Real Betis,Youssouf Sabaly,youssouf-sabaly,Y. Sabaly,D,17,174.0,5614,M,111803,EUR,731289600,D,23,23,True,18.0,18.0,1.0,1.0,0.0,8.0,8.0,10.0,11.0,1.0,3.0,,,18.0,28.0,7.3,1.0,0.0109054,0,,,,,7.0,,,,6.0,4.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,youssouf_sabaly23
12765053,away,Real Betis,Romain Perraud,romain-perraud,R. Perraud,D,15,173.0,600,M,827519,EUR,874886400,D,15,15,True,15.0,10.0,1.0,,0.0,5.0,8.0,6.0,9.0,,2.0,,,18.0,27.0,6.7,8.0,0.076033,0,,,,2.0,1.0,1.0,,1.0,,,,,,1.0,,,,,2.0,2.0,,,2.0,1.0,,,,,,1.0,,
12765053,away,Real Betis,Manu González,manu-gonzalez,M. González,G,41,,203,M,1823954,EUR,1176854400,G,41,41,True,,,,,,,,,,,,,,,,,,,0,,Manu González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765053,away,Real Betis,Rui Silva,rui-silva,R. Silva,G,1,191.0,3285,M,253809,EUR,760579200,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,Rui,Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765053,away,Real Betis,Pablo Busto,pablo-busto,P. Busto,D,2,180.0,31,M,1464647,EUR,1126742400,D,42,42,True,,,,,,,,,,,,,,,,,,,0,,Pablo Busto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765053,away,Real Betis,Marc Bartra,marc-bartra,M. Bartra,D,5,183.0,1897,M,99519,EUR,663897600,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
