match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,captain,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_firstName,stat_dispossessed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_lastName,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_errorLeadToAGoal
14083524,home,Espanyol,Marko Dmitrović,marko-dmitrovic,M. Dmitrović,G,13,194,1180,M,94527,EUR,696211200,G,13,13,False,31.0,17.0,18.0,4.0,0.0,13.0,13.0,4.0,18.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,90.0,40.0,6.5,14.0,0.00139891,23.71841441486,5.0,13.027503593603,0.0,0.2325,0,0.0573,0.0,0.0,-0.18,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083524,home,Espanyol,Omar El Hilali,omar-el-hilali,O. E. Hilali,D,23,183,6677,M,1064026,EUR,1063324800,D,23,23,False,51.0,44.0,4.0,,0.0,31.0,34.0,13.0,17.0,,2.0,,,,,,90.0,71.0,7.3,10.0,0.0877328,24.098271864943,4.0,12.981631870601,0.0,,0,,0.31,0.01,-0.04,,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
14083524,home,Espanyol,Clemens Riedel,clemens-riedel,C. Riedel,D,38,186,359,M,1129360,EUR,1058572800,D,38,38,False,61.0,57.0,3.0,1.0,0.0,43.0,45.0,14.0,16.0,7.0,5.0,,,,,,90.0,81.0,7.0,6.0,0.0109954,79.58779510863,10.0,54.647439517977,1.0,,0,,0.08,0.11,-0.05,,1.0,,1.0,5.0,,,,1.0,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,28.377835944643,28.561295208726,,,,,,,,,,,,,,,,,
14083524,home,Espanyol,Leandro Cabrera,leandro-cabrera,L. Cabrera,D,6,190,831,M,81992,EUR,677116800,D,6,6,False,49.0,38.0,10.0,2.0,0.0,28.0,28.0,10.0,21.0,3.0,2.0,,,,,,90.0,58.0,6.1,11.0,0.0136105,37.161031751372,5.0,24.129757529549,0.0,,1,,0.11,0.05,-0.28,,,,4.0,4.0,,1.0,1.0,,1.0,2.0,2.0,,,,3.0,1.0,,,True,1.0,1.0,0.0188,-0.17,,,,,,,,,,,,
14083524,home,Espanyol,Carlos Romero,carlos-romero,C. Romero,D,22,174,1098,M,1396048,EUR,1004313600,D,22,22,False,25.0,21.0,2.0,1.0,0.0,8.0,10.0,13.0,15.0,4.0,8.0,,,,,,90.0,48.0,6.5,9.0,0.0221787,162.65003077894,15.0,16.599710769202,1.0,,1,,0.06,0.34,-0.26,,3.0,,4.0,2.0,2.0,1.0,,,1.0,2.0,1.0,,,,,,8.1165633708703,9.6638286408649,,,,0.0878,-0.17,Carlos Romero,1.0,1.0,,,,,,,,,
14083524,home,Espanyol,Pol Lozano,pol-lozano,P. Lozano,M,10,176,521,M,826010,EUR,939168000,M,10,10,False,53.0,47.0,4.0,3.0,0.0,18.0,19.0,29.0,34.0,,5.0,,,,,,90.0,69.0,7.2,12.0,0.225518,103.51722009768,17.0,42.759062758549,0.0,,0,,0.49,0.1,-0.08,,6.0,2.0,3.0,3.0,1.0,,,1.0,1.0,1.0,1.0,,2.0,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,
14083524,home,Espanyol,Edu Expósito,edu-exposito,E. Expósito,M,8,175,994,M,877262,EUR,838857600,M,8,8,False,30.0,23.0,5.0,1.0,0.0,11.0,11.0,12.0,19.0,,3.0,,,,,,56.0,36.0,6.6,9.0,0.0140239,46.469207862972,5.0,20.704764316704,0.0,,1,,-0.02,0.16,0.16,,2.0,,2.0,3.0,1.0,,,,,2.0,,,1.0,,,,,,,,1.0,0.0156,-0.05,,,,1.0,0.1108,,,,,,,
14083524,home,Espanyol,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179,1938,M,877037,EUR,959299200,M,16,16,False,17.0,17.0,,,0.0,8.0,8.0,9.0,9.0,,4.0,,,,,,56.0,29.0,6.6,7.0,0.11164,109.16527989176,13.0,26.475627524261,1.0,,0,,0.11,0.07,-0.05,,4.0,1.0,2.0,3.0,,4.0,2.0,,1.0,,,1.0,1.0,1.0,,,8.9542509132805,19.047301226158,,,,,,,,,,,,1.0,,,,,
14083524,home,Espanyol,Charles Pickel,charles-pickel,C. Pickel,M,18,184,11714,M,758664,EUR,863654400,M,18,18,False,16.0,12.0,,,0.0,6.0,7.0,6.0,9.0,,1.0,,,,,,56.0,19.0,6.3,5.0,0.00590534,8.4937061404313,1.0,-2.0620807584297,0.0,,0,,-0.33,-0.1,-0.07,,1.0,,2.0,3.0,,,,,,,,,,1.0,,3.0,,,,,2.0,,,,,,,,,,charlespickel,,,,
14083524,home,Espanyol,Pere Milla,pere-milla,P. Milla,M,11,179,862,M,175185,EUR,717206400,M,11,11,False,19.0,15.0,2.0,1.0,0.0,6.0,7.0,9.0,12.0,1.0,1.0,,,,,,72.0,31.0,6.6,8.0,0.0680234,45.026812786532,7.0,21.182811129211,1.0,,0,,-0.09,0.06,0.16,,1.0,,1.0,3.0,,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,12.965565482815,12.96559636114,,,,,,,,,,,,,,,,,
14083524,home,Espanyol,Roberto Fernández,roberto-fernandez,R. Fernández,F,9,186,2056,M,1392592,EUR,1025654400,F,9,9,False,7.0,4.0,,,0.0,3.0,3.0,1.0,4.0,,,,,,,,83.0,11.0,5.9,5.0,0.00045974,6.1676271774484,1.0,-3.5022297838056,0.0,,1,,-0.19,0.01,-0.05,,,,7.0,,1.0,,,,,,,,,,2.0,,,,,1.0,2.0,0.1635,-0.25,,2.0,,,,,,,1.0,,,
14083524,home,Espanyol,Tyrhys Dolan,tyrhys-dolan,T. Dolan,M,24,170,698,M,1063015,EUR,1009497600,F,24,24,True,6.0,4.0,,,0.0,1.0,2.0,3.0,4.0,,1.0,,,,,,34.0,20.0,7.4,8.0,0.00334338,64.531580631828,6.0,30.903241499781,1.0,,2,,-0.17,0.1,-0.05,,3.0,,1.0,1.0,1.0,,,,3.0,1.0,,3.0,,,,,18.689002541568,24.699311731301,,,,0.2167,0.5,Tyrhys Dolan,,1.0,1.0,0.3497,,,,,1.0,,
14083524,home,Espanyol,Urko González,urko-gonzalez,U. González,M,4,189,459,M,1064009,EUR,985046400,M,4,4,True,11.0,10.0,,,0.0,1.0,1.0,9.0,10.0,,2.0,,,,,,34.0,19.0,7.2,2.0,0.101873,42.112065003728,6.0,8.2706801674714,0.0,,1,,0.17,0.01,0.25,,1.0,,1.0,4.0,1.0,,,,,3.0,3.0,,1.0,1.0,,,,,,,,0.1504,0.01,,,1.0,,,,,,,,,
