match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_blockedScoringAttempt,stat_expectedGoals,captain,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_punches,stat_hitWoodwork
12448356,home,NEC Nijmegen,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,False,26.0,23.0,6.0,3.0,0.0,22.0,22.0,1.0,4.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,90.0,39.0,6.2,3.0,0.00151929,0,-0.4221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448356,home,NEC Nijmegen,Brayann Pereira,,,brayann-pereira,B. Pereira,D,2,172,178,M,1012639,EUR,1053475200,D,2,2,False,39.0,36.0,2.0,2.0,0.0,15.0,16.0,23.0,31.0,9.0,2.0,1.0,,3.0,,,90.0,76.0,7.0,14.0,0.131275,0,,8.0,2.0,1.0,8.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,
12448356,home,NEC Nijmegen,Iván Márquez,,,ivan-marquez,I. Márquez,D,44,191,78,M,862479,EUR,771120000,D,4,4,False,72.0,69.0,4.0,3.0,0.0,49.0,49.0,20.0,23.0,4.0,1.0,5.0,,,,,90.0,78.0,6.4,4.0,0.0175759,1,,,,4.0,6.0,,,,,1.0,1.0,1.0,1.0,3.0,,3.0,1.0,0.0174,,,,,,,,,,,,,
12448356,home,NEC Nijmegen,Bram Nuytinck,,,bram-nuytinck,B. Nuytinck,D,17,190,135,M,70930,EUR,641779200,D,17,17,False,59.0,53.0,7.0,4.0,0.0,35.0,38.0,18.0,21.0,4.0,1.0,2.0,,,,,45.0,65.0,6.4,6.0,0.00950551,0,,,,,3.0,,,,,,2.0,1.0,,3.0,,2.0,,,True,,,,,,,,,,,,
12448356,home,NEC Nijmegen,Calvin Verdonk,,,calvin-verdonk,C. Verdonk,D,24,174,14345,M,361780,EUR,862012800,D,24,24,False,93.0,71.0,21.0,11.0,0.0,33.0,44.0,38.0,51.0,10.0,6.0,7.0,,1.0,,,90.0,126.0,7.6,27.0,0.0486071,3,,2.0,,3.0,8.0,1.0,,2.0,1.0,2.0,5.0,4.0,1.0,3.0,2.0,3.0,1.0,0.1561,,c.verdonk,2.0,0.4678,,,,,,,,,
12448356,home,NEC Nijmegen,Mees Hoedemakers,,,mees-hoedemakers,M. Hoedemakers,M,4,181,102,M,893748,EUR,887760000,M,6,6,False,58.0,53.0,6.0,4.0,0.0,26.0,27.0,27.0,32.0,3.0,,4.0,,1.0,,,78.0,67.0,7.1,7.0,0.0561873,1,,1.0,,2.0,3.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0183,,,1.0,0.0322,,,,,,,,,
12448356,home,NEC Nijmegen,Dirk Proper,,,dirk-proper,D. Proper,M,71,167,193,M,961685,EUR,1014508800,M,71,71,False,56.0,44.0,4.0,3.0,0.0,20.0,21.0,24.0,35.0,6.0,,3.0,,2.0,,,90.0,69.0,7.2,14.0,0.0417715,1,,,,2.0,4.0,,1.0,,,1.0,2.0,2.0,1.0,1.0,2.0,3.0,,0.3197,,,,,1.0,1.0,1.0,2.0,,,,,
12448356,home,NEC Nijmegen,Sontje Hansen,,,sontje-hansen,S. Hansen,M,27,172,611,M,1199057,EUR,1021680000,M,10,10,False,21.0,17.0,,,0.0,3.0,3.0,16.0,22.0,5.0,,1.0,,1.0,,,68.0,39.0,7.2,12.0,0.0448146,3,,4.0,2.0,1.0,3.0,,1.0,4.0,3.0,,1.0,,3.0,,2.0,,,0.2482,,,2.0,0.4961,,1.0,,,1.0,,,,
12448356,home,NEC Nijmegen,Rober González,,,rober-gonzalez,R. González,M,11,169,147,M,910022,EUR,978739200,M,7,7,False,23.0,16.0,3.0,1.0,1.0,7.0,8.0,10.0,17.0,2.0,,3.0,,1.0,,,45.0,31.0,6.7,10.0,0.0557126,2,,2.0,1.0,,2.0,1.0,1.0,,,,1.0,,,,1.0,,2.0,0.2241,,,,,,,,,,,,,
12448356,home,NEC Nijmegen,Başar Önal,Basar Onal,,basar-onal,B. Önal,F,11,173,621,M,1193676,EUR,1089072000,M,11,11,False,31.0,23.0,2.0,,0.0,6.0,9.0,18.0,30.0,7.0,,5.0,,1.0,,,90.0,66.0,6.4,28.0,0.0817425,2,,8.0,1.0,2.0,12.0,1.0,2.0,8.0,3.0,,3.0,1.0,5.0,2.0,2.0,,1.0,0.2283,,,1.0,0.0882,,,,,,1.0,,,
