match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_shotOffTarget,player_firstName,player_lastName,stat_interceptionWon,stat_challengeLost,stat_totalOffside,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_clearanceOffLine,stat_outfielderBlock,stat_goals,stat_goalAssist
10408484,home,Mallorca,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192,2732,M,188107,EUR,815097600,G,1,1,False,34.0,24.0,15.0,5.0,23.0,25.0,1.0,9.0,2.0,2.0,2.0,2.0,4.0,1.0,90.0,41.0,6.4,11.0,0.0,0.0,0.00022955,0,-0.5386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408484,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,D,15,15,False,32.0,22.0,3.0,1.0,14.0,16.0,9.0,23.0,4.0,1.0,,1.0,2.0,,90.0,66.0,6.4,23.0,0.0,0.0,0.0306202,0,,7.0,1.0,4.0,1.0,8.0,1.0,1.0,6.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
10408484,home,Mallorca,Martin Valjent,martin-valjent,M. Valjent,D,24,187,757,M,300522,EUR,818640000,D,24,24,False,56.0,47.0,7.0,4.0,38.0,39.0,9.0,17.0,3.0,,,6.0,1.0,,90.0,65.0,6.8,9.0,0.0,0.0,0.0028731,0,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10408484,home,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,40.0,35.0,3.0,3.0,30.0,32.0,5.0,8.0,4.0,1.0,1.0,7.0,5.0,,90.0,53.0,6.9,5.0,0.0243,0.0,0.00514386,1,,,,,2.0,1.0,,,,1.0,1.0,True,1.0,,,,,,,,,,,,,,,,,,,
10408484,home,Mallorca,José Copete,jose-copete,J. Copete,D,3,190,437,M,913695,EUR,939513600,D,6,6,False,30.0,23.0,2.0,,16.0,21.0,7.0,9.0,3.0,,,3.0,5.0,,79.0,40.0,6.9,8.0,0.0,0.0,0.00226281,0,,,,,1.0,,1.0,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
10408484,home,Mallorca,Braian Cufré,braian-cufre,B. Cufré,D,24,179,169,M,818441,EUR,850608000,D,3,3,False,21.0,17.0,3.0,1.0,9.0,11.0,8.0,11.0,4.0,,,,6.0,,90.0,41.0,6.5,8.0,0.0,0.0,0.00643651,0,,1.0,,,,3.0,3.0,,1.0,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
10408484,home,Mallorca,Antonio Sánchez,antonio-sanchez,A. Sánchez,M,6,179,256,M,949722,EUR,861667200,M,10,10,False,22.0,17.0,1.0,,6.0,7.0,12.0,17.0,2.0,2.0,1.0,,5.0,,67.0,38.0,6.5,13.0,0.0,0.0,0.106708,0,,2.0,1.0,,,5.0,1.0,1.0,4.0,,1.0,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,
10408484,home,Mallorca,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,96365,EUR,744595200,M,4,4,False,38.0,34.0,2.0,2.0,16.0,16.0,18.0,24.0,5.0,,,1.0,3.0,,90.0,48.0,7.0,8.0,0.0,0.0,0.0385735,0,,2.0,,,,4.0,3.0,1.0,2.0,2.0,4.0,,,,,,,,,,2.0,,,,,,,,,,,
10408484,home,Mallorca,Iddrisu Baba,iddrisu-baba,I. Baba,M,14,182,943,M,914014,EUR,822268800,M,12,12,False,24.0,20.0,3.0,2.0,8.0,10.0,12.0,14.0,2.0,,,,2.0,,57.0,28.0,6.6,6.0,0.0,0.0,0.00560483,0,,,,1.0,1.0,3.0,,,2.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,
10408484,home,Mallorca,Kang-in Lee,kang-in-lee,K. Lee,M,19,173,19307,M,917087,EUR,982540800,M,19,19,False,14.0,14.0,,,4.0,4.0,10.0,11.0,4.0,,,,1.0,,67.0,21.0,6.7,2.0,0.0,0.0,0.0169747,0,,1.0,,1.0,,1.0,1.0,,1.0,3.0,,,,,,,,,,,,kanginlee,,,,,,,,,,
