match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_bigChanceCreated,stat_interceptionWon,stat_fouls,stat_keyPass,stat_goalAssist,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_challengeLost,stat_wonContest,stat_unsuccessfulTouch,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,captain,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
10665982,home,Al-Ettifaq,Paulo Victor,,,paulo-victor,P. Victor,G,48,187.0,212,M,34142,EUR,537408000,G,48,48,False,32.0,22.0,15.0,6.0,19.0,22.0,3.0,10.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,3.0,1.0,90.0,40.0,7.5,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665982,home,Al-Ettifaq,Saeed Almuwallad,,,saeed-al-muwallad,S. Almuwallad,D,2,184.0,20,M,872205,EUR,668476800,D,2,2,False,33.0,27.0,5.0,2.0,12.0,14.0,17.0,24.0,,4.0,2.0,,,,,,,90.0,57.0,7.7,15.0,0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,
10665982,home,Al-Ettifaq,Marcel Tisserand,,,marcel-tisserand,M. Tisserand,D,32,190.0,461,M,338651,EUR,726624000,D,32,32,False,63.0,58.0,7.0,4.0,39.0,41.0,19.0,22.0,1.0,6.0,4.0,,,,,,,90.0,73.0,7.6,6.0,1,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10665982,home,Al-Ettifaq,Saad Al-Mousa,Saad Al-Mousa,,saad-al-mousa,S. Al-Mousa,D,6,182.0,373,M,1134250,EUR,1039478400,D,5,5,False,48.0,44.0,4.0,2.0,35.0,37.0,9.0,11.0,7.0,8.0,5.0,4.0,3.0,,,,,90.0,64.0,7.5,5.0,0,,,2.0,,1.0,,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,
10665982,home,Al-Ettifaq,Abdullah Al Khateeb,,,abdullah-al-khateeb,A. A. Khateeb,D,70,173.0,38,M,920498,EUR,794966400,D,70,70,False,21.0,15.0,1.0,,10.0,12.0,5.0,10.0,6.0,6.0,2.0,2.0,2.0,,,,,90.0,49.0,7.0,17.0,0,1.0,,4.0,,,,,,2.0,4.0,1.0,,,,,,1.0,1.0,,,,,,,,,
10665982,home,Al-Ettifaq,Ali Hazazi,,,ali-hazazi,A. Hazazi,M,11,185.0,62,M,818699,EUR,761529600,M,11,11,False,21.0,15.0,,,4.0,5.0,11.0,16.0,9.0,2.0,6.0,5.0,4.0,,,,,68.0,47.0,7.8,14.0,3,,,7.0,1.0,1.0,2.0,1.0,,,1.0,3.0,,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,,,,,
10665982,home,Al-Ettifaq,Ibrahim Mahnashi,,,ibrahim-mahnashi,I. Mahnashi,M,40,,10,M,917267,EUR,942883200,M,6,6,False,59.0,53.0,4.0,2.0,28.0,32.0,25.0,27.0,4.0,4.0,7.0,3.0,,,,,,90.0,73.0,7.3,7.0,1,,,3.0,,2.0,,,,2.0,,,,,,,,,1.0,1.0,,,1.0,,,,,
10665982,home,Al-Ettifaq,Berat Ayberk Özdemir,,,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187.0,216,M,876857,EUR,895881600,M,98,98,False,44.0,37.0,4.0,1.0,17.0,19.0,21.0,26.0,5.0,,4.0,4.0,3.0,,,,,79.0,58.0,6.7,12.0,1,1.0,1.0,5.0,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,
10665982,home,Al-Ettifaq,Mohammed Al-Kuwaykibi,,,mohammed-al-kuwaykibi,M. Al-Kuwaykibi,F,7,168.0,101,M,847233,EUR,786326400,F,7,7,False,25.0,17.0,2.0,2.0,4.0,5.0,13.0,21.0,6.0,,4.0,3.0,1.0,,,,,89.0,43.0,7.1,17.0,3,1.0,,3.0,,1.0,1.0,1.0,,,1.0,3.0,,,,,2.0,5.0,1.0,2.0,1.0,,,True,,,,
10665982,home,Al-Ettifaq,Robin Quaison,,,robin-quaison,R. Quaison,F,,184.0,385,M,163565,EUR,750124800,F,99,99,False,14.0,12.0,1.0,1.0,3.0,3.0,9.0,11.0,2.0,3.0,2.0,1.0,1.0,,,,,90.0,22.0,6.6,2.0,2,,,4.0,,,2.0,,,2.0,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,1.0,,,
