match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,captain,stat_bigChanceCreated,player_sofascoreId,stat_totalOffside,stat_goals,stat_bigChanceMissed,stat_outfielderBlock
11391421,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,32.0,26.0,16.0,11.0,24.0,26.0,2.0,6.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,90.0,38.0,7.2,6.0,0.00046237,0,0.0562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391421,home,Stade de Reims,Thomas Foket,,,thomas-foket,T. Foket,D,25,177,267,M,245615,EUR,780451200,D,32,32,False,71.0,66.0,2.0,2.0,40.0,40.0,27.0,34.0,2.0,,,5.0,,,,89.0,83.0,7.5,8.0,0.093856,0,,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11391421,home,Stade de Reims,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193,662,M,985933,EUR,864604800,D,2,2,False,100.0,92.0,23.0,17.0,51.0,54.0,41.0,46.0,8.0,1.0,1.0,8.0,,,,90.0,118.0,8.1,9.0,0.0173647,1,,,,,2.0,1.0,2.0,5.0,2.0,6.0,3.0,,,,1.0,1.0,0.0112,,,,,,,,,,,,
11391421,home,Stade de Reims,Emmanuel Agbadou,,,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,24,24,False,96.0,92.0,11.0,10.0,39.0,40.0,53.0,56.0,6.0,,,11.0,,,,90.0,109.0,8.2,4.0,0.0565941,4,,,,,1.0,2.0,5.0,1.0,2.0,4.0,2.0,,3.0,1.0,1.0,,0.1492,1.0,1.0,2.0,0.2771,,,,,,,,
11391421,home,Stade de Reims,Thibault De Smet,,,thibault-de-smet,T. D. Smet,D,28,182,215,M,844744,EUR,897004800,D,25,25,False,74.0,67.0,5.0,5.0,19.0,21.0,48.0,56.0,2.0,,,5.0,,,,90.0,91.0,7.8,10.0,0.10168,0,,,3.0,,2.0,1.0,3.0,2.0,2.0,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,
11391421,home,Stade de Reims,Reda Khadra,,,reda-khadra,R. Khadra,M,30,175,253,M,995671,EUR,994204800,M,14,14,False,34.0,30.0,1.0,1.0,5.0,6.0,26.0,30.0,2.0,2.0,2.0,4.0,,,,81.0,48.0,7.0,9.0,0.034575,1,,,2.0,1.0,,,4.0,1.0,,,,2.0,1.0,,,,0.0652,1.0,1.0,,0.1547,2.0,,,,,,,
11391421,home,Stade de Reims,Azor Matusiwa,,,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,21,21,False,77.0,73.0,9.0,8.0,21.0,22.0,52.0,55.0,9.0,1.0,1.0,6.0,,,,90.0,92.0,8.3,5.0,0.0648339,2,,,,,2.0,3.0,4.0,3.0,1.0,3.0,3.0,,1.0,3.0,,2.0,0.1391,,1.0,1.0,0.1403,1.0,,,,,,,
11391421,home,Stade de Reims,Teddy Teuma,,,teddy-teuma,T. Teuma,M,80,176,885,M,829643,EUR,749347200,M,10,10,False,96.0,83.0,6.0,3.0,21.0,21.0,64.0,80.0,1.0,2.0,,8.0,,,,89.0,113.0,7.7,20.0,0.22738,3,,,5.0,2.0,2.0,,5.0,,,,,1.0,,3.0,,1.0,0.1364,1.0,1.0,2.0,0.1168,,True,1.0,,,,,
11391421,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176,4867,M,783278,EUR,731635200,F,7,7,False,43.0,33.0,2.0,1.0,5.0,5.0,29.0,45.0,1.0,4.0,1.0,3.0,,,,90.0,61.0,7.2,21.0,0.109915,5,,,7.0,1.0,3.0,,8.0,,,,,2.0,,3.0,2.0,,0.2485,2.0,1.0,2.0,0.1713,,,,ItouJky,2.0,,,
11391421,home,Stade de Reims,Mohamed Daramy,,,mohamed-daramy,M. Daramy,F,9,180,1589,M,957279,EUR,1010361600,F,9,9,False,13.0,12.0,,,4.0,4.0,8.0,9.0,2.0,2.0,2.0,1.0,,,,65.0,22.0,7.1,6.0,0.168778,1,,,,,,,1.0,,,,,3.0,,,,,0.0627,,1.0,,0.0422,1.0,,,,1.0,,,
11391421,home,Stade de Reims,Keito Nakamura,,,keito-nakamura,K. Nakamura,M,17,180,3846,M,905352,EUR,964742400,F,17,17,False,43.0,33.0,4.0,1.0,5.0,7.0,28.0,37.0,4.0,4.0,1.0,6.0,,,,90.0,59.0,8.0,18.0,0.348802,4,,,1.0,,,,4.0,,,2.0,1.0,2.0,,4.0,3.0,1.0,0.2605,,1.0,,0.4223,1.0,,,,,1.0,,
11391421,home,Stade de Reims,Oumar Diakité,,,oumar-diakite,O. Diakité,F,10,181,8439,M,1188191,EUR,1071878400,M,22,22,True,6.0,5.0,,,,,5.0,6.0,,2.0,,2.0,,,,25.0,12.0,6.2,6.0,0.0107124,0,,,,,4.0,,8.0,,,,,3.0,1.0,1.0,,,,1.0,,,,,,,cheick_diakite,1.0,,,
11391421,home,Stade de Reims,Amir Richardson,Amir Richardson,,amir-richardson,A. Richardson,M,25,195,11630,M,1121333,EUR,1011830400,M,8,8,True,6.0,4.0,,,1.0,1.0,3.0,6.0,1.0,,,,,,,9.0,9.0,6.3,3.0,0.00216746,1,,,1.0,,,1.0,,,,,,,,,1.0,,0.1261,,,,,,,,ami2r,,,1.0,
11391421,home,Stade de Reims,Ibrahim Diakité,Ibrahim Diakité,,ibrahim-diakite,I. Diakité,D,2,178,2213,M,1168646,EUR,1067558400,D,41,41,True,,,,,,,,,1.0,,,,,,,1.0,3.0,,2.0,,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11391421,home,Stade de Reims,Amadou Koné,,,kone-amadou,A. Kone,M,72,178,751,M,1586875,EUR,1116028800,M,72,72,True,,,,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391421,home,Stade de Reims,Alexandre Olliero,,,olliero-alexandre,A. Olliero,G,20,193,64,M,814358,EUR,824342400,G,96,96,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391421,home,Stade de Reims,Killian Prouchet,Killian,Prouchet,killian-prouchet,K. Prouchet,D,36,185,48,M,1537182,EUR,1106438400,D,56,56,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391421,home,Stade de Reims,Mamadou Diakhon,,,diakhon-mamadou,M. Diakhon,F,67,180,1701,M,1495876,EUR,1127347200,F,67,67,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391421,home,Stade de Reims,Amine Salama,Salama,,amine-salama,A. Salama,F,19,192,769,M,1175856,EUR,963878400,F,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
