match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_goalAssist,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_bigChanceCreated,stat_interceptionWon,stat_keyPass,stat_fouls,stat_dispossessed,stat_wasFouled,player_firstName,player_lastName,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals
11689332,home,SC Heerenveen,Mickey van der Hart,mickey-van-der-hart,M. v. d. Hart,G,188.0,97,M,242313,EUR,771465600,G,13,13,False,23.0,20.0,5.0,2.0,19.0,20.0,1.0,3.0,5.0,1.0,2.0,3.0,90.0,27.0,6.9,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11689332,home,SC Heerenveen,Hussein Ali,hussein-ali,H. Ali,D,180.0,1943,M,962056,EUR,1014940800,D,15,15,False,25.0,22.0,3.0,2.0,15.0,16.0,7.0,12.0,3.0,,,,90.0,53.0,6.6,11.0,0,15,3.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11689332,home,SC Heerenveen,Sven van Beek,sven-van-beek,S. v. Beek,D,188.0,74,M,309302,EUR,775353600,D,4,4,False,81.0,75.0,6.0,3.0,57.0,58.0,19.0,24.0,2.0,,,,70.0,87.0,7.3,7.0,0,22,1.0,2.0,1.0,1.0,,2.0,,,True,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11689332,home,SC Heerenveen,Paweł Bochniewicz,pawel-bochniewicz,P. Bochniewicz,D,194.0,796,M,286097,EUR,822960000,D,5,5,False,63.0,58.0,5.0,3.0,33.0,34.0,25.0,29.0,2.0,,,,45.0,66.0,6.6,6.0,0,4,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
11689332,home,SC Heerenveen,Mats Köhlert,mats-kohlert,M. Köhlert,D,168.0,173,M,794998,EUR,894067200,D,7,7,False,45.0,43.0,,,19.0,20.0,24.0,30.0,2.0,,,,90.0,61.0,6.6,10.0,0,27,5.0,3.0,1.0,,,2.0,,2.0,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,
11689332,home,SC Heerenveen,Anas Tahiri,anas-tahiri,A. Tahiri,M,179.0,259,M,544156,EUR,800496000,M,26,26,False,63.0,60.0,6.0,5.0,31.0,31.0,29.0,32.0,1.0,,,,60.0,68.0,6.9,6.0,2,19,,2.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,
11689332,home,SC Heerenveen,Thom Haye,thom-haye,T. Haye,M,187.0,10974,M,149666,EUR,792288000,M,33,33,False,112.0,104.0,12.0,11.0,53.0,55.0,54.0,67.0,9.0,,,,90.0,128.0,8.0,15.0,0,33,10.0,2.0,4.0,,,,,,,1.0,3.0,,1.0,,,4.0,2.0,,2.0,,,,,thomhaye,1.0,1.0,,,,
11689332,home,SC Heerenveen,Ché Nunnely,che-nunnely,C. Nunnely,M,170.0,190,M,825841,EUR,918086400,M,17,17,False,18.0,16.0,,,7.0,7.0,9.0,12.0,5.0,,,,60.0,27.0,7.0,4.0,1,11,1.0,4.0,5.0,4.0,3.0,,,,,,,1.0,,,,,1.0,,2.0,Ché,Nunnely,,,,,,1.0,1.0,1.0,
11689332,home,SC Heerenveen,Luuk Brouwers,luuk-brouwers,L. Brouwers,M,180.0,141,M,794014,EUR,894153600,M,28,28,False,36.0,28.0,1.0,,14.0,16.0,14.0,22.0,3.0,,,,90.0,45.0,6.6,12.0,0,8,2.0,3.0,2.0,2.0,1.0,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,
11689332,home,SC Heerenveen,Simon Olsson,simon-olsson,S. Olsson,M,185.0,160,M,850851,EUR,874195200,M,19,19,False,50.0,43.0,3.0,3.0,20.0,22.0,23.0,28.0,3.0,,,,90.0,61.0,7.3,11.0,1,10,,3.0,3.0,2.0,1.0,,,1.0,,1.0,,,1.0,,,2.0,,2.0,,,,,1.0,,1.0,1.0,,,,
