match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,playerName,reason,rescinded,player_id,player_name,confirmed
10985792,FT,2.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
10985792,,,,,90,7.0,,1,,,substitution,121542946.0,False,True,regular,,,,,,,
10985792,,,,,90,5.0,,1,,,substitution,121542945.0,True,True,injury,,,,,,,
10985792,,,,,90,0.0,,1,,,injuryTime,,,,,7.0,,,,,,
10985792,,,,,88,,,3,,,substitution,121542942.0,False,False,regular,,,,,,,
10985792,,,,,82,,,9,,,card,120609320.0,,True,red,,Bruno Guimarães,Foul,False,866469.0,Bruno Guimarães,
10985792,,,,,81,,,10,,,varDecision,15193.0,,True,cardUpgrade,,,,,866469.0,Bruno Guimarães,False
10985792,,,,,77,,,14,,,substitution,121542910.0,False,False,regular,,,,,,,
10985792,,,,,62,,,29,,,substitution,121542809.0,False,True,regular,,,,,,,
10985792,,,,,61,,,30,,,substitution,121542808.0,False,True,regular,,,,,,,
10985792,,,,,61,,,30,,,substitution,121542807.0,False,True,regular,,,,,,,
10985792,,,,,46,,,45,,,substitution,121542721.0,False,False,regular,,,,,,,
10985792,,,,,46,,,45,,,substitution,121542718.0,False,False,regular,,,,,,,
10985792,HT,2.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
10985792,,,,,45,0.0,,1,,,injuryTime,,,,,3.0,,,,,,
10985792,,,,,36,,,10,,,substitution,121542676.0,True,False,injury,,,,,,,
10985792,,2.0,1.0,,29,,,17,,,goal,167929297.0,,False,regular,,,,,773409.0,Che Adams,
10985792,,2.0,0.0,,21,,,25,,,goal,167929225.0,,True,regular,,,,,866191.0,Sean Longstaff,
10985792,,1.0,0.0,,5,,,41,,,goal,167929037.0,,True,regular,,,,,866191.0,Sean Longstaff,
