match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_errorLeadToAShot,stat_keyPass,stat_totalOffside,stat_wonContest,captain,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_penaltyConceded,player_sofascoreId,stat_penaltyMiss,stat_clearanceOffLine
12499283,home,Udinese,Maduka Okoye,,,maduka-okoye,M. Okoye,G,40,197,2162,M,891656,EUR,935798400,G,40,40,False,35.0,26.0,15.0,6.0,0.0,22.0,23.0,4.0,12.0,1.0,1.0,1.0,7.0,3.0,1.0,4.0,90.0,42.0,7.6,9.0,0.00054909,0,0.3066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499283,home,Udinese,Christian Kabasele,,,christian-kabasele,C. Kabasele,D,27,186,477,M,58351,EUR,667353600,D,27,27,False,50.0,47.0,5.0,4.0,0.0,40.0,40.0,7.0,10.0,5.0,6.0,4.0,2.0,,,,83.0,61.0,7.1,4.0,0.00365413,0,,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12499283,home,Udinese,Jaka Bijol,,,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,41.0,31.0,5.0,,0.0,28.0,32.0,3.0,9.0,6.0,11.0,8.0,2.0,,,,90.0,61.0,7.8,10.0,0.00063095,2,,1.0,3.0,2.0,,,1.0,1.0,1.0,1.0,1.0,5.0,2.0,0.0715,0.1377,,,,,,,,,,,,,,,,,
12499283,home,Udinese,Lautaro Giannetti,,,lautaro-giannetti,L. Giannetti,D,30,184,387,M,233856,EUR,753148800,D,30,30,False,51.0,46.0,4.0,3.0,0.0,39.0,43.0,7.0,8.0,2.0,3.0,1.0,2.0,,,,90.0,59.0,7.1,5.0,0.180845,0,,2.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12499283,home,Udinese,Kingsley Ehizibue,,,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,M,19,19,False,27.0,17.0,,,1.0,7.0,11.0,12.0,19.0,,7.0,3.0,3.0,,,,90.0,61.0,7.3,18.0,0.435844,1,,,11.0,2.0,,2.0,3.0,2.0,1.0,,2.0,5.0,3.0,0.0188,,3.0,2.0,5.0,2.0,1.0,1.0,2.0,,,,,,,,,,
12499283,home,Udinese,Jesper Karlström,,,jesper-karlstrom,J. Karlström,M,8,179,729,M,227894,EUR,803692800,M,25,25,False,40.0,37.0,2.0,1.0,0.0,20.0,21.0,17.0,19.0,,4.0,1.0,2.0,,,,90.0,50.0,6.9,5.0,0.214838,0,,3.0,6.0,1.0,,,,1.0,,,1.0,4.0,2.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,
12499283,home,Udinese,Sandi Lovrić,,,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,8,8,False,34.0,30.0,5.0,4.0,0.0,16.0,17.0,14.0,17.0,,4.0,,5.0,,,,79.0,47.0,7.0,9.0,0.0150416,0,,,4.0,1.0,3.0,1.0,1.0,1.0,,,,2.0,2.0,,,,,,3.0,,,1.0,,1.0,,,,,,,,
12499283,home,Udinese,Jordan Zemura,,,jordan-zemura,J. Zemura,D,33,173,795,M,964119,EUR,942537600,M,33,33,False,33.0,27.0,2.0,1.0,0.0,12.0,15.0,16.0,20.0,,6.0,,6.0,,,,90.0,65.0,7.0,10.0,0.0516872,0,,1.0,9.0,2.0,,1.0,5.0,1.0,,,1.0,2.0,,,,2.0,1.0,1.0,5.0,,,,1.0,3.0,,,,,,,,
12499283,home,Udinese,Florian Thauvin,,,florian-thauvin,F. Thauvin,F,24,179,8040,M,148824,EUR,728006400,F,10,10,False,24.0,20.0,5.0,2.0,0.0,11.0,11.0,10.0,17.0,,7.0,,1.0,,,,70.0,47.0,7.0,15.0,0.0746558,1,,,6.0,1.0,1.0,1.0,,2.0,,,,,,0.0124,,4.0,1.0,3.0,7.0,,,1.0,,6.0,True,1.0,,,,,,
12499283,home,Udinese,Brenner,,,brenner,Brenner,F,20,176,2858,M,884980,EUR,947980800,F,22,22,False,21.0,16.0,3.0,1.0,0.0,5.0,8.0,11.0,14.0,,2.0,,2.0,,,,70.0,36.0,6.9,13.0,0.0077727,2,,,5.0,,2.0,,,1.0,,1.0,,1.0,,0.181,0.48,1.0,,3.0,2.0,,,,,1.0,,1.0,1.0,,,,,
12499283,home,Udinese,Lorenzo Lucca,,,lorenzo-lucca,L. Lucca,F,20,201,5063,M,962364,EUR,968544000,F,17,17,False,15.0,10.0,,,0.0,5.0,6.0,5.0,9.0,1.0,5.0,,1.0,,,,69.0,26.0,7.0,9.0,0.00630101,1,,3.0,4.0,,3.0,1.0,1.0,,1.0,,,1.0,1.0,0.0801,,,,,3.0,,,1.0,,2.0,,,,,,,,
12499283,home,Udinese,Keinan Davis,,,keinan-davis,K. Davis,F,9,189,1417,M,830858,EUR,887328000,F,9,9,True,6.0,5.0,,,0.0,4.0,4.0,1.0,2.0,1.0,1.0,,4.0,,,,21.0,11.0,6.8,3.0,0.00372987,2,,2.0,4.0,1.0,1.0,,1.0,,2.0,,,,,0.1996,,,,1.0,,,,,,,,,,,,,,
12499283,home,Udinese,Jürgen Ekkelenkamp,,,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188,1146,M,904887,EUR,954892800,M,32,32,True,7.0,4.0,1.0,,0.0,,,5.0,8.0,,,,,,,,20.0,9.0,6.3,4.0,0.0293416,0,,,2.0,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
12499283,home,Udinese,Iker Bravo,,,iker-bravo,I. Bravo,F,49,184,2552,M,1155571,EUR,1105574400,F,21,21,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,20.0,8.0,6.3,2.0,0.0989486,1,,2.0,5.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,0.4127,,,,,1.0,,,1.0,,,,,,1.0,,,,
12499283,home,Udinese,Martín Payero,,,martin-payero,M. Payero,M,32,182,791,M,895592,EUR,905472000,M,5,5,True,1.0,1.0,1.0,1.0,0.0,,,2.0,2.0,,1.0,1.0,,,,,11.0,6.0,6.4,1.0,0.271101,0,,1.0,1.0,,1.0,,2.0,,,,1.0,,,,,1.0,1.0,,1.0,,,1.0,,1.0,,,,,1.0,,,
12499283,home,Udinese,Thomas Kristensen,Thomas Kristensen,,thomas-kristensen,T. Kristensen,D,31,197,904,M,1063373,EUR,1011225600,D,31,31,True,2.0,1.0,1.0,,0.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,,,18.0,3.0,6.5,1.0,1.364e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499283,home,Udinese,Răzvan Sava,,,razvan-sava,R. Sava,G,90,195,1061,M,1001997,EUR,1024617600,G,90,90,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499283,home,Udinese,Daniele Padelli,,,daniele-padelli,D. Padelli,G,93,191,196,M,2899,EUR,499046400,G,93,93,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499283,home,Udinese,Matteo Palma,Matteo,Palma,matteo-palma,M. Palma,D,13,194,608,M,1495719,EUR,1205366400,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499283,home,Udinese,Enzo Ebosse,,,enzo-ebosse,E. Ebosse,D,77,185,507,M,848279,EUR,921110400,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499283,home,Udinese,James Abankwah,,,james-abankwah,J. Abankwah,D,25,188,423,M,1127232,EUR,1074211200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499283,home,Udinese,Oier Zarraga,,,oier-zarraga,O. Zarraga,M,6,175,217,M,1009661,EUR,915408000,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499283,home,Udinese,Damián Pizarro,,,damian-pizarro,D. Pizarro,F,99,188,3296,M,1177565,EUR,1111968000,F,99,99,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
