match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_aerialWon,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_totalOffside,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_keyPass,stat_outfielderBlock,stat_blockedScoringAttempt,stat_punches,stat_goals,stat_hitWoodwork
12437616,home,Real Madrid,Vinícius Júnior,vinicius-junior,Vinícius Jr.,F,7,176,1170289,M,ViniJr,868812,EUR,963360000,F,7,7,False,12.0,8.0,1.0,1.0,0.0,3.0,4.0,5.0,10.0,,1.0,,,,,90.0,39.0,6.6,15.0,0.192695,2,,,,,2.0,,,9.0,8.0,2.0,,,,3.0,1.0,7.0,0.3218,,2.0,1.0,3.0,,5.0,1.0,,,1.0,1.0,,1.0,,,
12437616,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,LModric10,15466,EUR,495072000,M,10,10,True,17.0,13.0,4.0,1.0,0.0,8.0,8.0,6.0,11.0,,1.0,,,,,27.0,23.0,7.1,6.0,0.197364,1,,,,,2.0,1.0,,,,,1.0,,,,1.0,,0.0118,,1.0,,,,,,,,2.0,2.0,,,,,
12437616,home,Real Madrid,Brahim Díaz,brahim-diaz,B. Díaz,M,21,170,258553,M,Brahim,835485,EUR,933638400,M,21,21,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,13.0,6.0,6.2,2.0,0.00017654,0,,,,,,,,1.0,2.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,
12437616,home,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170,66463,M,frangarci11,851271,EUR,934588800,D,20,20,True,1.0,1.0,,,0.0,1.0,1.0,,,1.0,,,,,,4.0,4.0,,,3.15e-06,0,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12437616,home,Real Madrid,Fran González,gonzalez-fran,F. González,G,26,199,17417,M,_franglez1,1493226,EUR,1119571200,G,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437616,home,Real Madrid,Sergio Mestre,sergio-mestre,S. Mestre,G,43,193,11703,M,,1403015,EUR,1108252800,G,34,34,True,,,,,,,,,,,,,,,,,,,,,0,,Sergio Mestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437616,home,Real Madrid,Jesús Vallejo,jesus-vallejo,J. Vallejo,D,24,184,19861,M,jesusvallejo1997,355048,EUR,852422400,D,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437616,home,Real Madrid,Arda Güler,arda-guler,A. Güler,M,15,176,399381,M,AGüler,1091116,EUR,1109289600,M,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,Arda Guler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437616,home,Real Madrid,Dani Ceballos,dani-ceballos,D. Ceballos,M,19,179,67396,M,Danifuli10,547838,EUR,839376000,M,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437616,home,Real Madrid,Endrick,endrick,Endrick,F,9,173,411797,M,Endrick,1174937,EUR,1153440000,F,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437616,away,Barcelona,Iñaki Peña,inaki-pena,I. Peña,G,13,185,45964,M,inakipenya,794949,EUR,920332800,G,13,13,False,29.0,22.0,11.0,5.0,0.0,21.0,23.0,1.0,6.0,2.0,8.0,2.0,4.0,2.0,2.0,90.0,41.0,7.8,7.0,0.00029108,0,0.4947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
12437616,away,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,JKoundé,827212,EUR,910828800,D,23,23,False,48.0,41.0,4.0,1.0,0.0,23.0,25.0,18.0,25.0,4.0,4.0,,,,,90.0,75.0,7.0,12.0,0.0200276,0,,,,,2.0,,,4.0,5.0,,,3.0,3.0,2.0,,1.0,,,,,,,3.0,1.0,,,,,,,,,
12437616,away,Barcelona,Pau Cubarsí,pau-cubarsi,P. Cubarsí,D,5,184,156448,M,PauCubarsí,1402913,EUR,1169424000,D,2,2,False,47.0,43.0,7.0,6.0,0.0,29.0,30.0,14.0,17.0,,2.0,,,,,90.0,55.0,7.3,6.0,0.0059499,0,,Pau Cubarsí,,,,,,2.0,3.0,,2.0,3.0,1.0,1.0,,,,,2.0,,,1.0,,,,,,,1.0,,,,
12437616,away,Barcelona,Iñigo Martínez,inigo-martinez,I. Martínez,D,26,181,62317,M,IñigoMartínez,173883,EUR,674438400,D,5,5,False,41.0,34.0,6.0,3.0,1.0,29.0,32.0,5.0,9.0,4.0,5.0,,,,,90.0,51.0,7.8,7.0,0.148024,1,,,,,,,1.0,2.0,6.0,,,1.0,1.0,1.0,1.0,2.0,0.0309,3.0,,,,,,,,,1.0,1.0,,,,,
12437616,away,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,3,175,128076,M,AlejandroBalde,997035,EUR,1066435200,D,3,3,False,39.0,35.0,3.0,2.0,1.0,18.0,20.0,18.0,22.0,,4.0,,,,,90.0,54.0,7.5,12.0,0.0966574,0,,,,,3.0,1.0,,1.0,3.0,1.0,2.0,,,,,1.0,,2.0,3.0,,,,,,,,1.0,2.0,,,,,
12437616,away,Barcelona,Marc Casadó,marc-casado,M. Casadó,M,17,172,64339,M,marccasado,1000483,EUR,1063497600,M,17,17,False,57.0,47.0,7.0,1.0,1.0,14.0,16.0,33.0,41.0,2.0,4.0,,,,,65.0,70.0,7.4,11.0,0.179657,0,,,,,,,,6.0,5.0,1.0,2.0,2.0,1.0,4.0,,3.0,,,,,,1.0,,,,,1.0,1.0,,,,,
12437616,away,Barcelona,Pedri,pedri,Pedri,M,8,174,636700,M,Pedri,992587,EUR,1038182400,M,8,8,False,59.0,54.0,6.0,3.0,0.0,28.0,30.0,27.0,31.0,,8.0,,,,,87.0,73.0,7.1,8.0,0.0740698,1,,,,,2.0,1.0,1.0,4.0,3.0,,,2.0,1.0,2.0,,1.0,0.0252,,,,,,1.0,,1.0,0.0633,,1.0,,,,,
12437616,away,Barcelona,Lamine Yamal,lamine-yamal,L. Yamal,M,10,180,1693852,M,Lamiyamal,1402912,EUR,1184284800,M,19,19,False,33.0,26.0,,,0.0,8.0,10.0,18.0,25.0,1.0,5.0,,,,,90.0,50.0,7.6,15.0,0.154781,4,,,,,2.0,,,5.0,3.0,2.0,1.0,2.0,,1.0,1.0,,0.4259,,2.0,1.0,,,3.0,1.0,3.0,1.0801,1.0,3.0,,,,1.0,
12437616,away,Barcelona,Fermín López,fermin-lopez,F. López,M,16,176,179218,M,FermínLópez,1153270,EUR,1052611200,M,16,16,False,10.0,7.0,,,0.0,3.0,3.0,4.0,7.0,1.0,2.0,,,,,45.0,19.0,6.4,7.0,0.00299186,1,,Fermín López,,,,,2.0,5.0,3.0,1.0,,2.0,1.0,2.0,,,0.0187,,3.0,,,,1.0,1.0,,,,,,1.0,,,
12437616,away,Barcelona,Raphinha,raphinha,Raphinha,M,11,176,878494,M,Raphinha,831005,EUR,850521600,M,11,11,False,28.0,20.0,,,1.0,3.0,4.0,18.0,26.0,2.0,2.0,,,,,90.0,45.0,8.4,13.0,0.319972,3,,,,True,2.0,1.0,,4.0,3.0,3.0,,,,,2.0,3.0,0.6691,,1.0,,,1.0,,,1.0,0.3666,1.0,3.0,,,,1.0,
12437616,away,Barcelona,Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,9,186,575097,M,Lewa,41789,EUR,588124800,F,9,9,False,13.0,8.0,,,0.0,4.0,5.0,4.0,8.0,5.0,,,,,,90.0,34.0,8.4,7.0,0.00554159,4,,,,,,,1.0,4.0,6.0,1.0,,1.0,1.0,1.0,2.0,4.0,1.3915,1.0,1.0,2.0,1.0,1.0,,,2.0,1.2453,1.0,1.0,,,,2.0,1.0
12437616,away,Barcelona,Frenkie de Jong,frenkie-de-jong,F. de Jong,M,21,180,192664,M,Frenkie,795222,EUR,863395200,M,21,21,True,37.0,36.0,2.0,2.0,0.0,15.0,15.0,21.0,23.0,,,,,,,45.0,39.0,6.7,2.0,0.0162922,0,,,,,1.0,,,2.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12437616,away,Barcelona,Dani Olmo,dani-olmo,D. Olmo,M,20,179,191682,M,DaniOlmo,789071,EUR,894499200,M,20,20,True,12.0,11.0,1.0,1.0,0.0,2.0,2.0,9.0,10.0,,2.0,,,,,25.0,19.0,6.3,6.0,0.12646,1,,,,,,,,4.0,,2.0,,,,,1.0,,0.0236,,1.0,,,,2.0,,,,,,,,,,
12437616,away,Barcelona,Pablo Gavi,gavi,Gavi,M,6,173,250088,M,Gavi,1103693,EUR,1091664000,M,6,6,True,2.0,1.0,,,0.0,1.0,2.0,,,1.0,,,,,,3.0,4.0,,1.0,3.8e-06,0,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12437616,away,Barcelona,Diego Kochen,kochen-diego,D. Kochen,G,31,188,12521,M,,1402907,EUR,1142726400,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,Diego Kochen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437616,away,Barcelona,Wojciech Szczęsny,wojciech-szczesny,W. Szczęsny,G,25,196,95111,M,wojciech.szczesny1,50490,EUR,640396800,G,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437616,away,Barcelona,Hector Fort,fort-hector,H. Fort,D,39,185,45892,M,hctorfort,1402908,EUR,1154476800,D,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437616,away,Barcelona,Gerard Martín,gerard-martin,G. Martín,D,18,186,43738,M,gerardmaartin,1094827,EUR,1014681600,D,35,35,True,,,,,,,,,,,,,,,,,,,,,0,,Gerard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437616,away,Barcelona,Sergi Domínguez,sergi-dominguez,S. Domínguez,D,36,191,6186,M,sergidominguez_,1153335,EUR,1112313600,D,36,36,True,,,,,,,,,,,,,,,,,,,,,0,,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437616,away,Barcelona,Pablo Torre,pablo-torre,P. Torre,M,20,173,37883,M,PabloTorre,1082981,EUR,1049328000,M,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437616,away,Barcelona,Ansu Fati,ansu-fati,A. Fati,F,31,178,169176,M,AnsuFati,962883,EUR,1036022400,F,10,10,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437616,away,Barcelona,Pau Víctor,pau-victor,P. Víctor,F,18,182,39072,M,PauVíctor,1031567,EUR,1006819200,F,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
