match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_hitWoodwork,stat_expectedGoals,stat_accurateCross,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goals,stat_ownGoals,stat_blockedScoringAttempt
11388479,home,Vitesse,Mathijs Tielemans,mathijs-tielemans,M. Tielemans,M,181,116,M,966542,EUR,1019779200,M,21,21,True,,14.0,12.0,1.0,1.0,4.0,4.0,8.0,10.0,1.0,,,,11.0,17.0,7.0,2.0,0.0234219,0,,8,,1.0,1.0,1.0,3.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11388479,home,Vitesse,Thomas Buitink,thomas-buitink,T. Buitink,F,174,85,M,856736,EUR,960940800,F,19,19,True,,,,,,,,,1.0,,,,,11.0,2.0,6.5,1.0,,0,,29,1.0,,,,,,,,,,,,,,,,Thomas,Buitink,,,,,,,,,,,,,,,,
11388479,home,Vitesse,Marco van Ginkel,marco-van-ginkel,M. van Ginkel,F,186,361,M,112794,EUR,723168000,M,8,8,True,,1.0,,,,,,,1.0,,,,,11.0,1.0,6.5,1.0,,0,,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388479,home,Vitesse,Markus Schubert,schubert-markus,M. Schubert,G,186,110,M,795006,EUR,897609600,G,31,31,True,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388479,home,Vitesse,Tom Bramel,bramel-tom,T. Bramel,G,196,72,M,1533788,EUR,1122163200,G,55,55,True,,,,,,,,,,,,,,,,,,,0,,26,,,,,,,,,,,,,,,,,Tom Bramel,,,,,,,,,,,,,,,,,
11388479,home,Vitesse,Giovanni van Zwam,giovanni-van-zwam,G. v. Zwam,D,185,62,M,1119473,EUR,1073001600,D,43,43,True,,,,,,,,,,,,,,,,,,,0,,25,,,,,,,,,,,,,,,,,Giovanni van Zwam,,,,,,,,,,,,,,,,,
11388479,home,Vitesse,Gyan de Regt,gyan-de-regt,G. d. Regt,M,176,358,M,1126966,EUR,1061164800,F,25,25,True,,,,,,,,,,,,,,,,,,,0,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388479,home,Vitesse,Toni Domgjoni,toni-domgjoni,T. Domgjoni,M,177,104,M,858226,EUR,904867200,M,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388479,home,Vitesse,Adrian Mazilu,adrian-mazilu,A. Mazilu,F,186,591,M,1152449,EUR,1126569600,F,30,30,True,,,,,,,,,,,,,,,,,,,0,,19,,,,,,,,,,,,,,,,,Adrian Mazilu,,,,,,,,,,,,,,,,,
11388479,home,Vitesse,Joel Voelkerling Persson,joel-voelkerling-persson,J. V. Persson,F,194,90,M,1087744,EUR,1042588800,F,9,9,True,,,,,,,,,,,,,,,,,,,0,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388479,away,FC Twente,Przemysław Tytoń,przemyslaw-tyton,P. Tytoń,G,195,453,M,27691,EUR,536716800,G,22,22,False,,21.0,11.0,12.0,2.0,10.0,10.0,1.0,11.0,5.0,,3.0,3.0,90.0,27.0,6.8,11.0,0.00072384,0,-0.6496,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388479,away,FC Twente,Joshua Brenet,joshua-brenet,J. Brenet,D,181,142,M,296438,EUR,764121600,D,20,20,False,,48.0,34.0,6.0,2.0,20.0,23.0,14.0,25.0,8.0,,,,90.0,65.0,7.5,15.0,0.0266731,1,,30,,,2.0,3.0,4.0,1.0,,,,1.0,,2.0,2.0,1.0,,2.0,,,,,1.0,1.0,,,0.3144,,,,1.0,,0.2784,1.0,,
11388479,away,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,185,8875,M,1014288,EUR,989712000,D,2,2,False,,28.0,23.0,6.0,4.0,16.0,19.0,7.0,9.0,6.0,,,,45.0,33.0,6.9,5.0,0.00909291,1,,2,,,1.0,1.0,5.0,1.0,,,,,,,3.0,3.0,1.0,,,,,,,,1.0,,0.039,,meeshilgerss,,,,,,,
11388479,away,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,190,269,M,196082,EUR,748742400,D,3,3,False,True,58.0,48.0,14.0,9.0,32.0,38.0,16.0,20.0,3.0,,,,90.0,66.0,6.6,10.0,0.0107456,0,,3,,1.0,2.0,1.0,4.0,,,,,3.0,,1.0,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,
11388479,away,FC Twente,Gijs Smal,gijs-smal,G. Smal,D,183,339,M,860160,EUR,872985600,D,5,5,False,,32.0,21.0,4.0,1.0,12.0,16.0,11.0,21.0,8.0,,,,90.0,71.0,7.1,25.0,0.415282,0,,5,5.0,2.0,1.0,6.0,7.0,,2.0,5.0,4.0,2.0,,1.0,2.0,2.0,,1.0,,,,,2.0,2.0,,,,2.0,,,,,,,,
11388479,away,FC Twente,Mathias Kjølø,mathias-kjolo,M. Kjølø,M,174,167,M,966546,EUR,993600000,M,4,4,False,,36.0,29.0,4.0,1.0,14.0,14.0,15.0,22.0,7.0,,,,63.0,45.0,6.8,8.0,0.0171806,0,,4,,1.0,,3.0,4.0,,1.0,,,2.0,,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
11388479,away,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,173,3417,M,944467,EUR,1005523200,M,14,14,False,,18.0,16.0,3.0,3.0,5.0,6.0,11.0,12.0,2.0,,,,63.0,25.0,7.0,5.0,0.0208399,0,,14,,,,1.0,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,
11388479,away,FC Twente,Michal Sadílek,michal-sadilek,M. Sadílek,M,168,329,M,825731,EUR,928108800,M,23,23,False,,44.0,33.0,4.0,1.0,20.0,26.0,13.0,18.0,5.0,,,,90.0,52.0,6.6,11.0,0.0102668,1,,23,,3.0,1.0,5.0,3.0,2.0,,,,1.0,,1.0,2.0,1.0,,,,,,,,,1.0,,0.0322,,,,,1.0,,,,
11388479,away,FC Twente,Daan Rots,daan-rots,D. Rots,M,179,509,M,1048430,EUR,996019200,F,11,11,False,,16.0,10.0,1.0,,3.0,5.0,7.0,13.0,3.0,,,,63.0,34.0,6.2,17.0,0.00844042,1,,11,2.0,1.0,,9.0,2.0,3.0,3.0,2.0,1.0,,,1.0,,,1.0,1.0,,,,,4.0,,,,0.084,,,,,,,,,1.0
11388479,away,FC Twente,Ricky van Wolfswinkel,ricky-van-wolfswinkel,R. van Wolfswinkel,F,186,794,M,35193,EUR,601862400,F,9,9,False,,19.0,12.0,1.0,,3.0,3.0,9.0,16.0,1.0,,,,90.0,36.0,7.4,12.0,0.10855,2,,9,,5.0,2.0,9.0,6.0,,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,3.0,,,,,3.0,2.0,,,0.6665,,,1.0,2.0,,1.1716,1.0,,
11388479,away,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,189,423,M,798181,EUR,865209600,F,18,18,False,,31.0,22.0,5.0,5.0,12.0,13.0,15.0,26.0,4.0,,,,88.0,58.0,7.8,18.0,0.596157,4,,14,8.0,,,5.0,4.0,,1.0,3.0,2.0,,,1.0,1.0,1.0,1.0,3.0,,,,1.0,3.0,2.0,,,0.1254,5.0,,,1.0,1.0,0.1297,,,3.0
11388479,away,FC Twente,Max Bruns,max-bruns,M. Bruns,D,186,104,M,1091627,EUR,1036540800,M,38,38,True,,18.0,18.0,6.0,6.0,9.0,9.0,9.0,9.0,1.0,,,,45.0,21.0,6.9,,0.00923551,2,,38,,2.0,2.0,3.0,2.0,,,,,1.0,,,,,,1.0,Max Bruns,,,,,,1.0,,0.1504,,,,,,,,,1.0
11388479,away,FC Twente,Youri Regeer,youri-regeer,Y. Regeer,M,177,742,M,996940,EUR,1061164800,M,8,8,True,,14.0,11.0,1.0,1.0,4.0,7.0,7.0,8.0,1.0,,,,27.0,25.0,6.9,5.0,0.00832567,1,,6,1.0,1.0,,2.0,2.0,1.0,,,,3.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,0.1,,,,,,,,,1.0
11388479,away,FC Twente,Myron Boadu,myron-boadu,M. Boadu,F,183,1727,M,856744,EUR,979430400,F,21,21,True,,7.0,6.0,,,1.0,2.0,5.0,5.0,3.0,,,,27.0,11.0,6.5,2.0,0.0254406,2,,21,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,0.3725,,,1.0,1.0,1.0,0.4363,,,1.0
11388479,away,FC Twente,Mitchell van Bergen,mitchell-van-bergen,M. v. Bergen,F,170,248,M,827662,EUR,935712000,F,7,7,True,,6.0,5.0,,,1.0,1.0,4.0,7.0,,,,,27.0,10.0,6.6,4.0,0.128582,0,,7,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,
11388479,away,FC Twente,Alec Van Hoorenbeeck,alec-van-hoorenbeeck,A. V. Hoorenbeeck,D,187,120,M,974203,EUR,914976000,D,17,17,True,,,,,,,,,,,,,,2.0,1.0,,,,0,,18,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11388479,away,FC Twente,Issam El Maach,issam-el-maach,I. E. Maach,G,187,445,M,904775,EUR,949363200,G,16,16,True,,,,,,,,,,,,,,,,,,,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388479,away,FC Twente,Sam Karssies,sam-karssies,S. Karssies,G,186,89,M,1201942,EUR,1046217600,G,30,30,True,,,,,,,,,,,,,,,,,,,0,,21,,,,,,,,,,,,,,,,,Sam Karssies,,,,,,,,,,,,,,,,,
11388479,away,FC Twente,Anass Salah-Eddine,anass-salah-eddine,A. Salah-Eddine,D,179,6705,M,961684,EUR,1011312000,D,34,34,True,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388479,away,FC Twente,Alfons Sampsted,alfons-sampsted,A. Sampsted,D,180,197,M,842536,EUR,891820800,D,12,12,True,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388479,away,FC Twente,Naci Ünüvar,naci-unuvar,N. Ünüvar,M,168,1162,M,954317,EUR,1055462400,F,10,10,True,,,,,,,,,,,,,,,,,,,0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388479,away,FC Twente,Younes Taha,younes-taha,Y. Taha,M,176,1453,M,1146623,EUR,1038355200,F,19,19,True,,,,,,,,,,,,,,,,,,,0,,10,,,,,,,,,,,,,,,,,Younes Taha,,,,,,,,,,,,,,,,,
11388479,away,FC Twente,Gijs Besselink,besselink-gijs,G. Besselink,M,180,105,M,1440801,EUR,1087344000,M,41,41,True,,,,,,,,,,,,,,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
