match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_outfielderBlock,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,captain,stat_goals,stat_shotOffTarget,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_errorLeadToAGoal
11369350,home,Mallorca,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192,2732,M,188107,EUR,815097600,G,1,1,False,37.0,25.0,23.0,11.0,20.0,23.0,5.0,14.0,1.0,7.0,1.0,2.0,1.0,1.0,90.0,43.0,6.8,12.0,0.0,0.0,0.00184937,0,-0.2869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369350,home,Mallorca,Giovanni González,giovanni-gonzalez,G. González,D,20,175,319,M,590404,EUR,780019200,D,20,20,False,46.0,39.0,4.0,2.0,25.0,29.0,15.0,18.0,,9.0,,,,,90.0,75.0,7.1,9.0,0.028,0.2311,0.0967458,1,,1.0,1.0,1.0,1.0,9.0,7.0,5.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
11369350,home,Mallorca,Martin Valjent,martin-valjent,M. Valjent,D,24,187,757,M,300522,EUR,818640000,D,24,24,False,63.0,55.0,12.0,8.0,47.0,48.0,8.0,16.0,1.0,11.0,,,,,90.0,77.0,7.1,11.0,0.0,0.0,0.00718306,0,,1.0,,,1.0,2.0,4.0,1.0,,,,3.0,1.0,2.0,,1.0,,,2.0,,,,,,,,,,,,,,
11369350,home,Mallorca,Matija Nastasić,matija-nastasic,M. Nastasić,D,15,188,481,M,98440,EUR,733276800,D,2,2,False,55.0,43.0,15.0,6.0,33.0,38.0,10.0,17.0,1.0,8.0,,,,,90.0,64.0,6.9,13.0,0.0,0.0,0.00561186,0,,,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,
11369350,home,Mallorca,Toni Lato,toni-lato,T. Lato,D,3,173,265,M,828239,EUR,880070400,D,3,3,False,25.0,21.0,5.0,4.0,11.0,14.0,10.0,12.0,3.0,3.0,,,,,70.0,51.0,7.1,11.0,0.0,0.0,0.00868957,0,,1.0,,,,3.0,4.0,1.0,,,2.0,2.0,2.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,
11369350,home,Mallorca,Antonio Sánchez,antonio-sanchez,A. Sánchez,M,6,179,256,M,949722,EUR,861667200,M,18,18,False,28.0,24.0,3.0,2.0,12.0,15.0,14.0,16.0,1.0,9.0,,,,,70.0,45.0,6.9,9.0,0.0,0.0,0.120358,0,,3.0,2.0,2.0,,5.0,5.0,,,,,4.0,1.0,2.0,,1.0,,1.0,,1.0,2.0,1.0,,,,,,,,,,,
11369350,home,Mallorca,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,988351,EUR,975283200,M,12,12,False,43.0,39.0,4.0,2.0,25.0,27.0,14.0,16.0,1.0,6.0,,,,,74.0,56.0,6.4,8.0,0.0,0.0,0.024156,0,,,,2.0,,7.0,2.0,4.0,,,2.0,2.0,1.0,4.0,,2.0,,1.0,,,,,,,,,,,,,,,
11369350,home,Mallorca,Sergi Darder,sergi-darder,S. Darder,M,10,180,979,M,110783,EUR,756518400,M,10,10,False,31.0,26.0,6.0,6.0,17.0,19.0,10.0,15.0,,5.0,,,,,74.0,44.0,7.1,10.0,0.0189,0.0,0.310076,1,,3.0,1.0,2.0,,5.0,4.0,2.0,,,,4.0,3.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,
11369350,home,Mallorca,Dani Rodríguez,dani-rodriguez,D. Rodríguez,M,9,177,524,M,349526,EUR,581558400,M,14,14,False,32.0,24.0,1.0,1.0,11.0,14.0,13.0,22.0,2.0,3.0,,,,,90.0,67.0,7.4,23.0,0.1748,1.4613,0.0188933,2,,4.0,,1.0,1.0,10.0,7.0,,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,,,,3.0,7.0,3.0,,True,1.0,,,,,,,,
11369350,home,Mallorca,Abdón Prats,abdon-prats,A. Prats,F,9,181,325,M,146852,EUR,724550400,F,9,9,False,11.0,8.0,,,3.0,4.0,5.0,7.0,,1.0,,,,,61.0,18.0,6.7,6.0,0.0567,0.0,0.00373025,1,,,,3.0,3.0,4.0,5.0,1.0,,,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,
