match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_fouls,player_sofascoreId,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_keyPass,captain,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_goodHighClaim,stat_bigChanceMissed
10385737,home,Southampton,Gavin Bazunu,Gavin,Bazunu,bazunu-gavin,G. Bazunu,G,31,189,914,M,936719,EUR,1014163200,G,31,31,False,26.0,13.0,17.0,4.0,10.0,10.0,3.0,16.0,1.0,9.0,3.0,3.0,1.0,1.0,90.0,34.0,6.8,13.0,0.0,0.0,0.00462894,0,-0.1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385737,home,Southampton,Armel Bella-Kotchap,,,armel-bella-kotchap,A. Bella-Kotchap,D,37,190,1085,M,976025,EUR,1008028800,D,37,37,False,30.0,19.0,3.0,1.0,14.0,19.0,5.0,12.0,4.0,4.0,,,,,90.0,47.0,6.7,13.0,0.045,0.0,0.00109601,1,,1.0,1.0,3.0,3.0,6.0,1.0,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
10385737,home,Southampton,Jan Bednarek,,,jan-bednarek,J. Bednarek,D,5,189,6978,M,286085,EUR,829267200,D,35,35,False,32.0,25.0,8.0,3.0,22.0,24.0,3.0,8.0,3.0,5.0,,,,,70.0,44.0,7.0,7.0,0.0574,0.0,0.00223291,1,,,1.0,,1.0,2.0,,1.0,1.0,,,janbednarek_,3.0,2.0,1.0,,,,,,,,,,,,,,,
10385737,home,Southampton,Mohammed Salisu,,,mohammed-salisu,M. Salisu,D,22,188,5721,M,946158,EUR,924307200,D,22,22,False,60.0,42.0,11.0,4.0,29.0,34.0,13.0,26.0,4.0,8.0,,,,,90.0,84.0,6.7,24.0,0.0,0.0,0.00911772,0,,,,2.0,7.0,9.0,2.0,,1.0,,4.0,salisu_sarki,,4.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,
10385737,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,823085,EUR,860889600,M,2,2,False,19.0,15.0,2.0,2.0,3.0,4.0,13.0,20.0,3.0,5.0,,,,,90.0,59.0,6.6,24.0,0.4085,0.9565,0.0555315,2,,5.0,3.0,1.0,12.0,5.0,5.0,,,,,,,1.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,
10385737,home,Southampton,James Ward-Prowse,,,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,161717,EUR,783648000,M,8,8,False,40.0,31.0,3.0,2.0,16.0,18.0,15.0,26.0,,7.0,,,,,90.0,58.0,7.1,15.0,0.0257,0.0,0.0175688,1,,4.0,1.0,4.0,3.0,10.0,2.0,1.0,,1.0,,prowsey16,,4.0,2.0,,1.0,1.0,,,,,,,True,,,,,
10385737,home,Southampton,Roméo Lavia,Romeo Lavia,,romeo-lavia,R. Lavia,M,45,181,16643,M,1069488,EUR,1073347200,M,45,45,False,27.0,22.0,5.0,4.0,10.0,11.0,12.0,16.0,,9.0,,,,,90.0,41.0,6.6,9.0,0.0,0.0,0.00719764,0,,,,1.0,4.0,3.0,2.0,,4.0,1.0,,romeolavia,,,,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,
10385737,home,Southampton,Moussa Djenepo,,,moussa-djenepo,M. Djenepo,F,12,177,2136,M,869910,EUR,897868800,M,19,19,False,33.0,23.0,2.0,,13.0,17.0,12.0,19.0,,7.0,,,,,89.0,62.0,7.1,18.0,0.0,0.0,0.0666606,0,,3.0,,1.0,3.0,10.0,1.0,,3.0,3.0,,,,1.0,,1.0,6.0,5.0,2.0,2.0,,,,2.0,,,,,,
10385737,home,Southampton,Stuart Armstrong,,,stuart-armstrong,S. Armstrong,M,16,183,281,M,117083,EUR,701913600,F,17,17,False,12.0,10.0,,,4.0,4.0,7.0,9.0,,2.0,,,,,62.0,24.0,6.4,6.0,0.1957,0.0,0.111273,2,,1.0,1.0,,3.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,
10385737,home,Southampton,Mohamed Elyounoussi,,,mohamed-elyounoussi,M. Elyounoussi,M,10,176,2069,M,119151,EUR,775958400,F,24,24,False,15.0,8.0,3.0,2.0,4.0,6.0,4.0,9.0,1.0,5.0,,,,,61.0,23.0,6.8,10.0,0.0394,0.0,0.00554411,2,,,2.0,2.0,6.0,3.0,1.0,2.0,1.0,,2.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,
10385737,home,Southampton,Che Adams,,,che-adams,C. Adams,F,19,175,2940,M,773409,EUR,837216000,F,10,10,False,13.0,7.0,1.0,,1.0,2.0,6.0,12.0,1.0,2.0,,,,,90.0,27.0,6.7,12.0,0.1198,0.0,0.0118344,1,,1.0,10.0,3.0,12.0,7.0,2.0,1.0,,2.0,1.0,,,2.0,2.0,,,,3.0,,,,,1.0,,1.0,,,,
10385737,home,Southampton,Adam Armstrong,Adam,Armstrong,adam-armstrong,A. Armstrong,F,9,172,1450,M,361352,EUR,855532800,F,9,9,True,12.0,8.0,1.0,,3.0,4.0,5.0,8.0,,2.0,,,,,29.0,15.0,6.9,6.0,0.0,0.0,0.133356,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,
10385737,home,Southampton,Joe Aribo,,,joe-aribo,J. Aribo,M,18,183,1387,M,818073,EUR,837907200,M,7,7,True,10.0,7.0,,,2.0,2.0,5.0,8.0,,4.0,,,,,28.0,19.0,7.2,5.0,0.2982,0.9165,0.00691336,3,,,2.0,,5.0,2.0,1.0,,,,,,,1.0,1.0,1.0,2.0,1.0,,,2.0,1.0,1.0,,,,,,,
10385737,home,Southampton,Sékou Mara,,,sekou-mara,S. Mara,F,9,184,963,M,1047484,EUR,1027987200,F,18,18,True,2.0,2.0,,,,,2.0,2.0,,,,,,,20.0,10.0,7.5,2.0,0.0307,0.281,0.158094,1,,,2.0,,5.0,3.0,,,,,2.0,,,1.0,,,3.0,2.0,1.0,,1.0,,,1.0,,,1.0,1.0,,
10385737,home,Southampton,Jack Stephens,Jack,Stephens,jack-stephens,J. Stephens,D,5,185,213,M,134361,EUR,759628800,D,5,5,True,1.0,,,,,,,1.0,,,,,,,1.0,2.0,,1.0,0.0,0.0,0.0,0,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
10385737,home,Southampton,Alex McCarthy,,,alex-mccarthy,A. McCarthy,G,1,193,297,M,45502,EUR,628646400,G,1,1,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385737,home,Southampton,Yan Valery,,,yan-valery,Y. Valery,D,22,186,2305,M,826202,EUR,919641600,D,43,43,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385737,home,Southampton,Lyanco,,,lyanco,Lyanco,D,4,187,2875,M,797893,EUR,854755200,D,4,4,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385737,home,Southampton,Oriol Romeu,,,oriol-romeu,O. Romeu,M,28,182,14412,M,69416,EUR,685670400,M,6,6,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,oriolromeu,,,,,,,,,,,,,,,,,,
10385737,home,Southampton,Ibrahima Diallo,,,diallo-ibrahima,I. Diallo,M,6,180,255,M,873050,EUR,920851200,M,27,27,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
