match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_bigChanceCreated
14109654,away,Eyüpspor,Calegari,calegari,Calegari,D,2,171,473,M,988906,EUR,1014768000,D,2,2,False,39.0,35.0,1.0,1.0,0.0,12.0,14.0,23.0,25.0,5.0,5.0,,,,,90.0,70.0,6.5,8.0,0.0527118,,2,,0.09,0.19,-0.26,,,,,5.0,5.0,2.0,3.0,,2.0,1.0,1.0,1.0,2.0,,,0.0878,-0.18,2.0,1.0,,2.0,,,2.0,2.0,,,,,,
14109654,away,Eyüpspor,Robin Yalçın,robin-yalcin,R. Yalçın,D,2,183,91,M,138154,EUR,759456000,D,6,6,False,63.0,55.0,3.0,2.0,0.0,28.0,28.0,27.0,35.0,5.0,3.0,,,,,90.0,74.0,7.2,8.0,0.0736582,,0,,0.26,0.29,0.34,,,,1.0,4.0,2.0,,,2.0,2.0,,,,1.0,True,,,,,,3.0,1.0,2.0,,,,,,,,,
14109654,away,Eyüpspor,Luccas Claro,luccas-claro,L. Claro,D,4,182,171,M,998209,EUR,687916800,D,4,4,False,40.0,31.0,5.0,1.0,0.0,17.0,18.0,14.0,22.0,4.0,4.0,,,,,90.0,53.0,7.1,10.0,0.0177687,,0,,0.08,0.08,-0.1,,,,7.0,3.0,12.0,,,,,1.0,,1.0,2.0,,,,,,,1.0,5.0,,,,,,,,,,
14109654,away,Eyüpspor,Umut Meraş,umut-meras,U. Meraş,D,77,178,154,M,609746,EUR,819417600,D,77,77,False,38.0,35.0,1.0,,0.0,13.0,14.0,22.0,24.0,,5.0,,,,,89.0,61.0,6.0,10.0,0.036391,,1,,-0.09,-0.12,-0.14,,,,1.0,5.0,2.0,,1.0,,2.0,1.0,1.0,2.0,1.0,,1.0,0.0195,-0.07,2.0,,3.0,,2.0,,,,,,2.0,,,
14109654,away,Eyüpspor,Halil Akbunar,halil-akbunar,H. Akbunar,M,77,170,140,M,217782,EUR,752803200,M,7,7,False,10.0,9.0,1.0,1.0,0.0,3.0,3.0,6.0,7.0,,3.0,,,,,45.0,16.0,6.9,3.0,0.0116861,,0,,0.13,0.07,0.27,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
14109654,away,Eyüpspor,Yalçın Kayan,yalcin-kayan,Y. Kayan,M,20,182,80,M,945548,EUR,917654400,M,30,30,False,17.0,15.0,2.0,1.0,0.0,7.0,8.0,8.0,9.0,,5.0,,,,,73.0,46.0,6.8,16.0,0.0164295,,1,,-0.02,0.26,-0.03,,,,1.0,6.0,12.0,,3.0,,,6.0,3.0,5.0,2.0,,1.0,0.1553,-0.48,4.0,,,3.0,1.0,3.0,2.0,,,,,,,
14109654,away,Eyüpspor,Kerem Demirbay,kerem-demirbay,K. Demirbay,M,26,185,2104,M,142619,EUR,741657600,M,10,10,False,69.0,61.0,4.0,2.0,0.0,20.0,21.0,41.0,48.0,,4.0,,,,,90.0,88.0,7.1,16.0,0.307407,,5,,0.47,0.5,-0.26,,,,,7.0,3.0,5.0,,,,3.0,2.0,1.0,2.0,,3.0,0.3447,-0.53,8.0,2.0,,,5.0,,,1.0,1.0,,,0.5002,1.0,
14109654,away,Eyüpspor,Serdar Gürler,serdar-gurler,S. Gürler,M,7,176,112,M,96520,EUR,684806400,M,11,11,False,24.0,19.0,1.0,1.0,0.0,3.0,3.0,16.0,21.0,,3.0,,,,,72.0,37.0,6.5,11.0,0.0427086,,2,,-0.09,0.33,-0.06,,,,,6.0,3.0,1.0,5.0,,,,,1.0,,,1.0,0.0909,-0.09,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,,,,,,
14109654,away,Eyüpspor,Svit Sešlar,svit-seslar,S. Sešlar,M,10,185,669,M,946291,EUR,1010534400,F,99,99,False,22.0,20.0,1.0,1.0,0.0,3.0,3.0,17.0,19.0,,4.0,,,,,90.0,29.0,6.6,7.0,0.0997327,,1,,0.2,0.33,0.0,,,,,5.0,,,,,,,,2.0,1.0,,,0.0586,-0.36,1.0,,2.0,,3.0,2.0,,1.0,,,,,,
14109654,away,Eyüpspor,Umut Bozok,umut-bozok,U. Bozok,F,19,178,386,M,869839,EUR,843091200,F,19,19,False,7.0,6.0,1.0,1.0,0.0,3.0,4.0,3.0,3.0,,,,,,,45.0,17.0,6.4,5.0,0.00974556,,1,,0.01,0.01,-0.01,,,,,4.0,2.0,,,,,,,2.0,1.0,,,0.0431,-0.17,,,1.0,2.0,,2.0,,1.0,,,,,,
14109654,away,Eyüpspor,Mame Thiam,mame-thiam,M. Thiam,F,17,185,1076,M,180981,EUR,718588800,F,9,9,True,8.0,8.0,,,0.0,,,8.0,8.0,1.0,,,,,,45.0,17.0,6.3,4.0,0.0736041,,2,,-0.09,0.05,0.14,,,,1.0,2.0,2.0,,,,,1.0,1.0,2.0,,,1.0,0.3393,-0.57,1.0,,1.0,,,1.0,,,1.0,,1.0,0.0489,1.0,
14109654,away,Eyüpspor,Denis Drăguş,denis-dragus,D. Drăguş,F,70,184,2440,M,841199,EUR,931219200,F,70,70,True,21.0,15.0,1.0,,0.0,6.0,9.0,9.0,12.0,,2.0,,,,,45.0,42.0,6.7,16.0,0.0903153,,3,,0.07,0.36,-0.01,,,,,7.0,5.0,,4.0,,,1.0,1.0,3.0,2.0,,,0.0655,-0.51,3.0,1.0,,3.0,1.0,2.0,1.0,3.0,,,,,,
14109654,away,Eyüpspor,Prince Ampem,prince-ampem,P. Ampem,M,40,171,278,M,923888,EUR,892425600,F,40,40,True,7.0,5.0,,,0.0,1.0,2.0,4.0,5.0,,,,,,,18.0,13.0,6.4,4.0,0.00287745,,1,,-0.16,0.07,-0.01,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,0.0391,-0.19,1.0,,,,,,,,,,,,,
14109654,away,Eyüpspor,Emre Akbaba,emre-akbaba,E. Akbaba,M,8,180,414,M,343527,EUR,718156800,M,8,8,True,14.0,12.0,1.0,,0.0,4.0,4.0,8.0,10.0,,1.0,,,,,17.0,18.0,6.8,3.0,0.38065,,1,,0.22,0.03,0.14,,,,,1.0,2.0,,2.0,,,1.0,1.0,,,,1.0,0.0151,-0.09,,,,,1.0,,1.0,,,,,,,1.0
14109654,away,Eyüpspor,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189,775,M,858004,EUR,892598400,D,18,18,True,7.0,5.0,,,0.0,3.0,3.0,2.0,4.0,,1.0,,,,,8.0,14.0,6.7,3.0,0.0138078,,0,,0.03,-0.25,0.15,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
14109654,away,Eyüpspor,Jankat Yılmaz,jankat-yilmaz,J. Yılmaz,G,24,193,1049,M,1210422,EUR,1092614400,G,24,24,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109654,away,Eyüpspor,Emir Ortakaya,emir-ortakaya,E. Ortakaya,D,65,185,408,M,1091815,EUR,1087862400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Emir,Ortakaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109654,away,Eyüpspor,Talha Ülvan,talha-ulvan,T. Ülvan,D,17,179,42,M,1084164,EUR,987724800,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Talha Gür,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109654,away,Eyüpspor,Taşkın Ilter,taskin-ilter,T. Ilter,M,28,185,82,M,171911,EUR,773366400,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109654,away,Eyüpspor,Mateusz Łęgowski,mateusz-legowski,M. Łęgowski,M,20,181,793,M,1064080,EUR,1043798400,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
