match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialWon,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,player_firstName,stat_outfielderBlock,stat_lastManTackle,captain,stat_totalCross,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_lastName,stat_goodHighClaim,stat_punches,stat_clearanceOffLine,stat_totalOffside,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_hitWoodwork
14566650,home,Barcelona,Wojciech Szczęsny,wojciech-szczesny,W. Szczęsny,G,25,196.0,94925,M,wojciech.szczesny1,50490,EUR,640396800,G,25,25,False,32.0,24.0,8.0,1.0,0.0,23.0,28.0,1.0,4.0,1.0,9.0,3.0,5.0,1.0,1.0,90.0,46.0,6.1,8.0,0.00097147,20.88,5.67209,0.0,0.2334,0,-0.5094,-0.03,0.0,-0.14,-0.54,3.64,1.81,0.19,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566650,home,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180.0,146374,M,JKoundé,827212,EUR,910828800,D,23,23,False,40.0,36.0,2.0,1.0,0.0,24.0,27.0,12.0,13.0,1.0,2.0,,,,,90.0,61.0,6.1,9.0,0.010285,30.42,11.15888,17.0,,0,,0.04,-0.13,-0.42,,2.89,5.31,1.71,0.9,0.35,1.0,7.0,5.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566650,home,Barcelona,Eric García,eric-garcia,E. García,D,24,182.0,56781,M,ericgm3,876214,EUR,978998400,D,24,24,False,60.0,56.0,10.0,6.0,0.0,36.0,38.0,20.0,22.0,4.0,5.0,,,,,86.0,76.0,7.1,5.0,0.0078737,30.348,10.33999,12.0,,0,,0.24,0.08,-0.06,,2.39,5.22,1.81,0.67,0.25,,3.0,6.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14566650,home,Barcelona,Pau Cubarsí,pau-cubarsi,P. Cubarsí,D,5,184.0,156066,M,PauCubarsí,1402913,EUR,1169424000,D,5,5,False,46.0,43.0,1.0,,0.0,38.0,40.0,5.0,6.0,1.0,4.0,,,,,90.0,54.0,7.0,3.0,0.0010994,29.808,11.18899,14.0,,0,,0.01,0.02,0.72,,2.73,5.51,1.89,0.76,0.3,1.0,3.0,5.0,1.0,,,1.0,2.0,1.0,,3.0,,,1.0,Pau Cubarsí,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
14566650,home,Barcelona,Gerard Martín,gerard-martin,G. Martín,D,18,186.0,43965,M,gerardmaartin,1094827,EUR,1014681600,D,18,18,False,27.0,27.0,1.0,1.0,0.0,14.0,14.0,13.0,13.0,5.0,3.0,,,,,72.0,53.0,6.9,4.0,0.0054816,29.952,8.24284,10.0,,0,,0.05,0.0,0.13,,2.21,3.83,1.29,0.7,0.21,,4.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,Gerard,1.0,,,,,,,,,,,,,,,,,,,,,,
14566650,home,Barcelona,Frenkie de Jong,frenkie-de-jong,F. de Jong,M,21,180.0,191831,M,Frenkie,795222,EUR,863395200,M,21,21,False,40.0,37.0,1.0,1.0,0.0,26.0,26.0,11.0,14.0,1.0,3.0,,,,,90.0,45.0,6.4,3.0,0.0911289,30.276,11.84804,9.0,,0,,0.19,0.09,-0.17,,2.61,6.28,2.09,0.63,0.23,,3.0,1.0,1.0,,,3.0,,,1.0,,,,2.0,,,,True,,,,,,,,,,,,,,,,,,,,
14566650,home,Barcelona,Pedri,pedri,Pedri,M,8,174.0,648138,M,Pedri,992587,EUR,1038182400,M,8,8,False,44.0,42.0,3.0,2.0,0.0,22.0,24.0,20.0,20.0,,3.0,,,,,79.0,60.0,7.2,7.0,0.0264012,27.72,11.21464,7.0,,0,,0.2,0.0,-0.09,,1.87,5.74,2.79,0.68,0.14,,3.0,9.0,1.0,,4.0,,3.0,1.0,4.0,,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
14566650,home,Barcelona,Lamine Yamal,lamine-yamal,L. Yamal,M,10,180.0,1710018,M,Lamiyamal,1402912,EUR,1184284800,M,10,10,False,42.0,30.0,7.0,3.0,0.0,12.0,17.0,18.0,25.0,1.0,5.0,,,,,90.0,69.0,7.6,20.0,0.275584,28.584,9.76402,6.0,,4,,0.62,0.23,-0.12,,3.33,4.4,1.39,0.5,0.14,,4.0,8.0,,2.0,5.0,1.0,1.0,1.0,3.0,,4.0,3.0,1.0,,,,,2.0,2.0,1.0,1.0,3.0,1.0,0.1388,-0.51,,,,,,,,,,,,
14566650,home,Barcelona,Dani Olmo,dani-olmo,D. Olmo,M,20,179.0,190588,M,DaniOlmo,789071,EUR,894499200,M,20,20,False,24.0,18.0,2.0,1.0,0.0,12.0,14.0,6.0,10.0,,2.0,,,,,72.0,35.0,6.4,9.0,0.0151794,28.872,9.25484,10.0,,3,,-0.06,0.08,0.13,,2.06,4.62,1.63,0.73,0.21,1.0,5.0,4.0,,1.0,3.0,,2.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,0.2305,0.0,1.0,1.0,,,,,,,,,,
14566650,home,Barcelona,Marcus Rashford,marcus-rashford,M. Rashford,M,14,185.0,363363,M,Rashford,814590,EUR,878256000,M,14,14,False,24.0,18.0,3.0,1.0,1.0,5.0,7.0,13.0,17.0,1.0,4.0,,,,,72.0,38.0,6.9,12.0,0.219593,31.32,8.69747,9.0,,2,,0.2,0.37,-0.12,,2.33,4.21,1.37,0.55,0.24,,4.0,4.0,,,6.0,,,,1.0,,3.0,,1.0,,,,,2.0,1.0,,1.0,1.0,1.0,0.1381,-0.23,,,,,,,,,,,,
