match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_aerialWon,stat_interceptionWon,stat_keyPass,stat_errorLeadToAShot,stat_wasFouled,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_errorLeadToAGoal,stat_bigChanceCreated
14025274,home,Bournemouth,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194,8562,M,dj.petrovic12,882604,EUR,939340800,G,1,1,False,21.0,14.0,13.0,6.0,0.0,9.0,10.0,5.0,11.0,4.0,9.0,1.0,2.0,3.0,1.0,1.0,90.0,32.0,6.0,7.0,0.00095495,7.7468362415138,2.0,3.885,4.095,0.1645,0,-1.2735,0.01,0.03,-0.24,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025274,home,Bournemouth,Álex Jiménez,alex-jimenez,A. Jiménez,D,20,177,3553,M,,1184308,EUR,1115510400,D,20,20,False,22.0,17.0,4.0,3.0,0.0,10.0,12.0,7.0,10.0,1.0,3.0,,,,,,90.0,45.0,6.6,12.0,0.0104654,81.393414540786,11.0,31.08,7.56,,1,,0.12,0.07,-0.06,,Alejandro Jiménez,,2.0,1.0,6.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,0.0237,0.01,,,,,,,,,,,,,,,,,,
14025274,home,Bournemouth,James Hill,james-hill,J. Hill,D,23,184,554,M,,1156586,EUR,1010620800,D,23,23,False,28.0,25.0,1.0,1.0,0.0,18.0,18.0,7.0,10.0,13.0,2.0,,,,,,90.0,48.0,7.0,3.0,0.0723516,58.555011451514,11.0,31.92,7.245,,0,,0.21,0.05,-0.01,,,,1.0,1.0,2.0,8.0,1.0,,,,1.0,1.0,2.0,1.0,,,,,1.0,6.0,2.0,1.0,,,,,,,,,,,,,,
14025274,home,Bournemouth,Marcos Senesi,marcos-senesi,M. Senesi,D,5,184,5596,M,,830659,EUR,863222400,D,5,5,False,67.0,45.0,22.0,8.0,0.0,27.0,31.0,18.0,36.0,5.0,4.0,,,,,,90.0,81.0,6.9,25.0,0.0837585,166.50678046022,20.0,119.385,17.85,,0,,0.55,0.06,0.15,,,,1.0,2.0,5.0,3.0,1.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
14025274,home,Bournemouth,Adrien Truffert,truffert-adrien,A. Truffert,M,3,176,1506,M,,999028,EUR,1006214400,D,3,3,False,27.0,20.0,3.0,,0.0,11.0,13.0,9.0,14.0,2.0,2.0,,,,,,90.0,50.0,5.8,13.0,0.019226,77.69368379164,10.0,31.5,17.955,,0,,-0.02,0.08,-0.65,,,,4.0,2.0,7.0,6.0,2.0,5.0,2.0,,,,3.0,2.0,,,,,1.0,,,,1.0,1.0,30.574002044563,2.0,,,,,,,,,,
14025274,home,Bournemouth,Alex Scott,alex-scott,A. Scott,M,8,178,2382,M,,1104986,EUR,1061424000,M,8,8,False,30.0,25.0,2.0,,0.0,15.0,16.0,10.0,14.0,4.0,2.0,,,,,,74.0,45.0,6.9,8.0,0.00712103,58.449809329898,7.0,22.05,7.35,,0,,0.03,0.04,0.24,,Alex Scott,,,,4.0,7.0,,1.0,,,1.0,,2.0,2.0,,1.0,,,,4.0,1.0,,,2.0,8.8313824512361,1.0,2.0,,,,,,,,,
14025274,home,Bournemouth,Marcus Tavernier,marcus-tavernier,M. Tavernier,M,16,178,1762,M,,895576,EUR,922060800,M,16,16,False,48.0,40.0,3.0,2.0,0.0,16.0,18.0,24.0,30.0,2.0,7.0,,,,,,90.0,64.0,6.5,12.0,0.0199121,90.140883779756,13.0,25.515,12.18,,4,,0.12,0.15,0.15,,,,1.0,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,,2.0,,0.3596,-0.58,,,,1.0,,,13.070710806991,1.0,1.0,1.0,1.0,0.0464,,,,,,
14025274,home,Bournemouth,Antoine Semenyo,antoine-semenyo,A. Semenyo,M,42,185,84914,M,antoinesemenyo42,934354,EUR,947203200,M,24,24,False,23.0,16.0,4.0,,0.0,5.0,8.0,11.0,15.0,,7.0,,,,,,90.0,42.0,6.1,16.0,0.0206909,128.7848465767,14.0,12.6,13.335,,2,,0.18,0.13,-0.1,,,,2.0,4.0,9.0,5.0,,2.0,1.0,1.0,,,2.0,2.0,2.0,2.0,0.0891,-0.24,,1.0,,1.0,,1.0,15.289624750137,1.0,2.0,,1.0,,,,,,,
14025274,home,Bournemouth,Justin Kluivert,justin-kluivert,J. Kluivert,M,19,171,6976,M,justinkluivert,851596,EUR,925862400,M,19,19,False,24.0,22.0,3.0,2.0,0.0,7.0,8.0,15.0,16.0,,3.0,,,,,,74.0,37.0,6.8,8.0,0.168587,44.594282987872,6.0,16.8,19.845,,2,,0.44,0.06,-0.21,,,,6.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,,,,,1.0,,0.0562,-0.09,2.0,,,3.0,,,20.506882966458,1.0,,,,,,,,,,
14025274,home,Bournemouth,David Brooks,david-brooks,D. Brooks,M,7,173,1281,M,,855731,EUR,868320000,M,7,7,False,16.0,10.0,,,0.0,3.0,6.0,7.0,10.0,2.0,3.0,,,,,,67.0,27.0,6.1,10.0,0.0103037,72.375544775752,8.0,30.135,17.22,,2,,-0.12,0.26,-0.13,,,,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,1.0,,0.1129,-0.18,,,,,,,22.545267884858,1.0,,,1.0,,True,,,,,
