match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,stat_totalCross,stat_totalContest,stat_fouls,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,player_sofascoreId,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside
12499461,home,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,False,45.0,26.0,28.0,10.0,0.0,18.0,23.0,8.0,22.0,1.0,9.0,1.0,3.0,5.0,1.0,90.0,55.0,6.7,19.0,0.00099549,0,-1.2272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499461,home,FC Augsburg,Chrislain Matsima,chrislain-matsima,C. Matsima,D,5,192,662,M,963198,EUR,1021420800,D,5,5,False,28.0,25.0,2.0,1.0,0.0,17.0,18.0,8.0,10.0,7.0,7.0,,,,,90.0,41.0,6.5,4.0,0.00697065,0,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12499461,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,31.0,27.0,7.0,6.0,1.0,20.0,22.0,7.0,9.0,5.0,2.0,,,,,90.0,47.0,7.1,5.0,0.0469637,0,,,,,4.0,,1.0,1.0,2.0,,,,True,1.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
12499461,home,FC Augsburg,Cedric Zesiger,cedric-zesiger,C. Zesiger,D,16,191,349,M,798926,EUR,898646400,D,16,16,False,21.0,17.0,2.0,1.0,0.0,14.0,14.0,3.0,9.0,3.0,2.0,,,,,59.0,35.0,6.0,8.0,0.00110355,0,,,,1.0,3.0,1.0,2.0,1.0,2.0,1.0,,1.0,,,3.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,
12499461,home,FC Augsburg,Marius Wolf,marius-wolf,M. Wolf,M,27,187,537,M,254119,EUR,801532800,M,11,11,False,21.0,14.0,2.0,2.0,0.0,6.0,8.0,9.0,16.0,,1.0,,,,,81.0,37.0,6.5,12.0,0.0227982,0,,,,,,,2.0,,,,,1.0,,,3.0,1.0,1.0,,,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,
12499461,home,FC Augsburg,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,M,17,17,False,23.0,19.0,3.0,2.0,0.0,13.0,16.0,6.0,7.0,1.0,6.0,,,,,90.0,39.0,6.7,6.0,0.00403684,0,,,,,5.0,1.0,1.0,,2.0,1.0,,,,,3.0,1.0,2.0,,1.0,,,2.0,,,2.0,,,,,,,,,,,,
12499461,home,FC Augsburg,Frank Onyeka,frank-onyeka,F. Onyeka,M,16,183,4634,M,885864,EUR,883612800,M,19,19,False,13.0,12.0,,,0.0,6.0,6.0,6.0,7.0,,4.0,,,,,81.0,24.0,6.7,2.0,0.00423326,0,,,,,6.0,,1.0,,2.0,1.0,,1.0,,,2.0,1.0,,,4.0,,,,1.0,,,,,,,,,,,,,,
12499461,home,FC Augsburg,Dimitrios Giannoulis,dimitrios-giannoulis,D. Giannoulis,M,13,178,1037,M,354878,EUR,813888000,M,13,13,False,29.0,21.0,3.0,1.0,0.0,14.0,18.0,7.0,13.0,3.0,7.0,,,,,90.0,52.0,6.8,18.0,0.0184055,1,,,,1.0,1.0,,4.0,,,,,1.0,,,5.0,1.0,1.0,,,,2.0,3.0,,,,1.0,1.0,0.0656,0.1727,,,,,,,,
12499461,home,FC Augsburg,Fredrik Jensen,fredrik-jensen,F. Jensen,M,97,183,325,M,846356,EUR,873763200,F,24,24,False,12.0,9.0,,,0.0,,1.0,9.0,11.0,1.0,,,,,,61.0,18.0,6.9,3.0,0.0166184,1,,,,,1.0,,2.0,,,,,,,1.0,1.0,,,,,2.0,,1.0,,,1.0,,,0.0937,,1.0,,,,,,,
12499461,home,FC Augsburg,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174,897,M,822877,EUR,897091200,F,20,20,False,18.0,16.0,1.0,,0.0,9.0,9.0,7.0,9.0,1.0,1.0,,,,,61.0,30.0,6.7,6.0,0.00953513,0,,,,1.0,6.0,,1.0,,2.0,,,1.0,,,6.0,,1.0,,1.0,,,4.0,3.0,,2.0,,,,,,,,,,,,
