match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass,player_id,player_name,description,reason
14065702,FT,1.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,
14065702,,,,,90,0.0,,1,,,injuryTime,4.0,,,,,,,,
14065702,,,,,87,,,4,,,substitution,,124317792.0,False,False,regular,,,,
14065702,,,,,81,,,10,,,substitution,,124317753.0,False,True,regular,,,,
14065702,,,,,77,,,14,,,substitution,,124317712.0,False,False,regular,,,,
14065702,,,,,77,,,14,,,substitution,,124317711.0,False,True,regular,,,,
14065702,,,,,76,,,15,,,substitution,,124317699.0,False,False,regular,,,,
14065702,,,,,67,,,24,,,substitution,,124317610.0,False,True,regular,,,,
14065702,,,,,67,,,24,,,substitution,,124317592.0,False,True,regular,,,,
14065702,,,,,62,,,29,,,substitution,,124317549.0,False,False,regular,,,,
14065702,,1.0,0.0,,50,,,41,,,goal,,321111770.0,,True,regular,784655.0,Fabián Ruiz,,
14065702,,,,,46,,,45,,,substitution,,124317395.0,False,False,regular,,,,
14065702,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,
14065702,,,,,45,0.0,,1,,,injuryTime,4.0,,,,,,,,
14065702,,,,,27,,,19,,,inGamePenalty,,118557581.0,,True,missed,818244.0,Ousmane Dembélé,Off target,offTarget
