match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_hitWoodwork,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_outfielderBlock,stat_challengeLost,stat_unsuccessfulTouch,stat_dispossessed,stat_wonTackle,player_firstName,player_lastName,player_sofascoreId,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_punches,stat_errorLeadToAGoal,stat_bigChanceMissed
14771805,home,Al-Fayha,Orlando Mosquera,orlando-mosquera,O. Mosquera,G,52,191.0,495,M,886041,EUR,788313600,G,52,52,False,27.0,20.0,13.0,6.0,0.0,17.0,17.0,3.0,10.0,7.0,2.0,5.0,90.0,38.0,7.9,7.0,0.00079354,0.4709,0,0.8893,0.07,0.01,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771805,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,45.0,39.0,4.0,2.0,0.0,28.0,31.0,11.0,14.0,3.0,,,90.0,72.0,7.4,10.0,0.0717729,,0,,0.11,0.03,0.23,,True,2.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14771805,home,Al-Fayha,Chris Smalling,chris-smalling,C. Smalling,D,5,192.0,1654,M,47741,EUR,627696000,D,5,5,False,85.0,81.0,4.0,3.0,0.0,52.0,52.0,29.0,33.0,5.0,,,90.0,95.0,7.5,4.0,0.00941627,,1,,0.22,0.15,0.22,,,,,3.0,7.0,,,,5.0,1.0,,1.0,,1.0,6.0,1.0,2.0,0.0319,-0.1,,,,,,,,,,,,,,,,,
14771805,home,Al-Fayha,Mikel Villanueva,mikel-villanueva,M. Villanueva,D,17,192.0,345,M,836279,EUR,734745600,D,17,17,False,90.0,88.0,4.0,3.0,0.0,52.0,52.0,36.0,38.0,3.0,,,90.0,96.0,7.7,2.0,0.0103658,,0,,0.24,0.28,0.33,,,,,,3.0,,,,2.0,1.0,1.0,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,
14771805,home,Al-Fayha,Ahmed Bamasud,ahmed-bamasud,A. Bamasud,D,18,175.0,114,M,893197,EUR,816998400,D,18,18,False,69.0,63.0,1.0,1.0,0.0,27.0,27.0,36.0,42.0,3.0,,,90.0,92.0,7.3,12.0,0.19676,,0,,0.35,0.13,-0.01,,,4.0,2.0,3.0,2.0,,,,3.0,,1.0,1.0,2.0,1.0,,,,,,,2.0,3.0,,,,,,,,,,,,,,
14771805,home,Al-Fayha,Nawwaf Al Harthi,nawwaf-al-harthi,N. A. Harthi,M,7,169.0,18,M,948046,EUR,908150400,M,7,7,False,22.0,19.0,3.0,2.0,0.0,8.0,8.0,11.0,14.0,6.0,,,60.0,30.0,6.8,5.0,0.0113412,,0,,-0.07,0.14,0.15,,,1.0,,2.0,3.0,3.0,2.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
14771805,home,Al-Fayha,Alfa Semedo,alfa-semedo,A. Semedo,M,30,190.0,367,M,887343,EUR,872899200,M,30,30,False,50.0,43.0,3.0,2.0,0.0,15.0,17.0,28.0,33.0,8.0,,,90.0,59.0,7.0,11.0,0.0324066,,1,,0.21,0.2,0.18,,,1.0,,4.0,2.0,,,,,,2.0,,1.0,1.0,,1.0,,0.0817,-0.24,,2.0,1.0,1.0,2.0,,,,,,,,,,,,
14771805,home,Al-Fayha,Yassine Benzia,yassine-benzia,Y. Benzia,M,8,181.0,9531,M,155718,EUR,778982400,M,8,8,False,71.0,67.0,4.0,4.0,0.0,23.0,23.0,44.0,48.0,4.0,,,89.0,85.0,7.1,6.0,0.238413,,3,,0.14,-0.34,-0.06,,,,,6.0,9.0,2.0,2.0,,,,2.0,5.0,1.0,1.0,,3.0,4.0,0.0836,-0.39,,,1.0,1.0,1.0,,,benzia9,,,,,,,,,
14771805,home,Al-Fayha,Jason,jason,Jason,M,23,179.0,257,M,330677,EUR,773452800,F,23,23,False,19.0,14.0,2.0,1.0,1.0,6.0,7.0,8.0,12.0,1.0,,,87.0,32.0,7.2,11.0,0.465223,,3,,0.37,0.3,-0.11,,,4.0,,3.0,3.0,3.0,2.0,,,,,1.0,3.0,,,2.0,,0.1287,-0.45,,2.0,,,,,,,1.0,1.0,0.0314,,,,,,
14771805,home,Al-Fayha,Silvère Ganvoula,silvere-ganvoula,S. Ganvoula,F,35,191.0,746,M,787448,EUR,836006400,F,35,35,False,14.0,10.0,1.0,,0.0,,,10.0,14.0,,,,90.0,25.0,7.4,6.0,0.0341521,,4,,-0.16,0.02,-0.03,,,,,4.0,5.0,,,,,,1.0,1.0,2.0,3.0,3.0,2.0,3.0,0.6644,0.47,,,2.0,,1.0,,,,,1.0,0.6986,1.0,1.0,1.0,,,
