match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_wasFouled,captain,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_goodHighClaim,stat_totalOffside,stat_goalAssist,stat_penaltyMiss
11450000,home,Konyaspor,Paul Bernardoni,,,paul-bernardoni,P. Bernardoni,G,40,190,167,M,361314,EUR,861321600,G,61,61,False,7.0,6.0,2.0,1.0,5.0,5.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,15.0,7.2,1.0,0.0,0.0,0.00011805,0,0.7518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450000,home,Konyaspor,Ahmet Oğuz,,,ahmet-oguz,A. Oğuz,D,22,175,117,M,603902,EUR,727142400,D,22,22,False,57.0,49.0,7.0,6.0,11.0,11.0,39.0,57.0,1.0,6.0,,,,,,,90.0,91.0,7.3,25.0,0.0192,0.0,0.125928,1,,11.0,1.0,1.0,1.0,7.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,
11450000,home,Konyaspor,Adil Demirbağ,,,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,48.0,43.0,6.0,3.0,15.0,18.0,28.0,31.0,1.0,3.0,,,,,,,80.0,55.0,6.7,6.0,0.0764,0.0,0.00997089,2,,1.0,,1.0,6.0,2.0,7.0,,,,,2.0,,1.0,1.0,,,2.0,,1.0,,,,,,,,,,,
11450000,home,Konyaspor,Kahraman Demirtaş,,,kahraman-demirtas,K. Demirtaş,D,47,184,25,M,845313,EUR,762480000,D,20,20,False,63.0,56.0,5.0,4.0,29.0,31.0,27.0,32.0,,5.0,,,,,,,90.0,70.0,7.0,7.0,0.0,0.0,0.017346,0,,,,1.0,2.0,2.0,6.0,,,,,,1.0,3.0,1.0,,,1.0,,,1.0,,,,,,,,,,
11450000,home,Konyaspor,Guilherme Haubert Sityá,,,guilherme-haubert-sitya,G. H. Sityá,D,12,179,255,M,224112,EUR,638928000,D,12,12,False,50.0,43.0,8.0,6.0,13.0,14.0,33.0,42.0,1.0,7.0,,,,,,,90.0,80.0,7.6,14.0,0.0,0.0,0.492453,0,,6.0,3.0,1.0,,4.0,1.0,1.0,,1.0,2.0,,2.0,,,4.0,,2.0,5.0,,,True,1.0,,,,,,,,
11450000,home,Konyaspor,Soner Dikmen,,,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,6,6,False,52.0,46.0,10.0,9.0,12.0,13.0,34.0,42.0,,3.0,,,,,,,90.0,70.0,7.4,11.0,0.074,0.0,0.0347756,3,,3.0,,1.0,2.0,5.0,6.0,2.0,1.0,,,3.0,2.0,2.0,2.0,1.0,,3.0,,,2.0,,,,,,,,,,
11450000,home,Konyaspor,Bruno Paz,,,bruno-paz,B. Paz,M,80,178,193,M,845821,EUR,893289600,M,23,23,False,45.0,38.0,6.0,4.0,10.0,13.0,28.0,32.0,,2.0,,,,,,,83.0,52.0,6.6,9.0,0.0,0.0,0.0477812,0,,,,3.0,,4.0,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
11450000,home,Konyaspor,Robert Murić,,,robert-muric,R. Murić,M,,182,210,M,283853,EUR,826588800,M,7,7,False,22.0,20.0,2.0,2.0,5.0,5.0,17.0,25.0,1.0,2.0,,,,,,,57.0,36.0,7.3,9.0,0.0413,0.0,0.131397,1,,8.0,2.0,,,,1.0,,,1.0,,1.0,2.0,,,,,,2.0,,,,1.0,,,,,,,,
11450000,home,Konyaspor,Yunus Malli,,,yunus-malli,Y. Malli,M,,179,114,M,136262,EUR,698889600,M,10,10,False,18.0,16.0,,,6.0,6.0,13.0,17.0,,2.0,,,,,,,57.0,31.0,6.9,6.0,0.5724,0.0237,0.261366,2,,5.0,3.0,1.0,1.0,3.0,4.0,,2.0,,,1.0,,1.0,,,,,2.0,,2.0,,,1.0,1.0,,,,,,
11450000,home,Konyaspor,Marlos Moreno,,,marlos-moreno,M. Moreno,F,7,173,1658,M,818942,EUR,843177600,M,70,70,False,31.0,23.0,1.0,1.0,3.0,3.0,20.0,28.0,,5.0,,,,,,,90.0,51.0,7.5,14.0,0.0426,0.0,0.0179002,1,,,,,2.0,3.0,10.0,,,6.0,,1.0,2.0,3.0,3.0,3.0,,,,,2.0,,3.0,,,,,,,,
11450000,home,Konyaspor,Sokol Cikalleshi,,,sokol-cikalleshi,S. Cikalleshi,F,,185,340,M,81138,EUR,646444800,F,17,17,False,9.0,7.0,2.0,1.0,1.0,1.0,6.0,9.0,,1.0,,,,,,,90.0,20.0,6.9,7.0,0.4349,0.2433,0.0118326,3,,1.0,,5.0,1.0,7.0,2.0,1.0,,1.0,,2.0,,,,4.0,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,
11450000,home,Konyaspor,Alexandru Cicâldău,,,alexandru-cicaldau,A. Cicâldău,M,20,178,681,M,827540,EUR,868320000,M,8,8,True,9.0,7.0,1.0,,,,7.0,12.0,,1.0,,,,,,,33.0,18.0,6.7,7.0,0.3397,0.0,0.0151049,3,,3.0,,1.0,,3.0,,,1.0,1.0,,2.0,,,,,,,1.0,,,,,1.0,,,1.0,,,,
