match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_keyPass,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed
10913444,home,Al Tai,Victor Braga,victor-braga,V. Braga,G,1,193.0,79,M,805020,EUR,698284800,G,1,1,False,22.0,19.0,8.0,5.0,18.0,19.0,1.0,3.0,1.0,2.0,12.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,90.0,36.0,6.9,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913444,home,Al Tai,Abdulkarim Al Sulaima,abdulkarim-al-sulaima,A. A. Sulaima,D,4,,5,M,1127119,EUR,961804800,D,4,4,False,86.0,73.0,10.0,,47.0,49.0,26.0,37.0,,,7.0,,,,,,,,90.0,95.0,6.3,14.0,0,Abdulkarim Al Sulaima,,2.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10913444,home,Al Tai,Alfa Semedo,alfa-semedo,A. Semedo,M,30,190.0,367,M,887343,EUR,872899200,D,30,30,False,110.0,101.0,14.0,9.0,89.0,92.0,12.0,18.0,1.0,4.0,6.0,,,,,,,,90.0,114.0,6.8,9.0,0,,,1.0,2.0,1.0,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,
10913444,home,Al Tai,Hussain Qasim,hussain-qasim,H. Qasim,D,12,179.0,18,M,948595,EUR,874800000,D,12,12,False,75.0,68.0,3.0,2.0,61.0,63.0,7.0,12.0,2.0,5.0,4.0,,1.0,,,,,,89.0,94.0,6.5,8.0,0,,,,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10913444,home,Al Tai,Khalil Al-Absi,khalil-al-absi,K. Al-Absi,M,11,165.0,52,M,1019289,EUR,991008000,M,24,24,False,44.0,38.0,4.0,2.0,21.0,23.0,18.0,24.0,,3.0,4.0,,1.0,,,,,,84.0,61.0,6.8,10.0,0,,,,4.0,2.0,3.0,,1.0,2.0,2.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10913444,home,Al Tai,Dener,dener,Dener,M,8,185.0,74,M,243167,EUR,700444800,M,8,8,False,53.0,48.0,2.0,1.0,33.0,33.0,15.0,22.0,1.0,6.0,6.0,,,,,,,,90.0,72.0,6.8,10.0,0,,,3.0,6.0,3.0,2.0,,2.0,3.0,,3.0,3.0,,2.0,,2.0,2.0,,,,,,,,,,,,
10913444,home,Al Tai,Mukhtar Ali,ali-mukhtar,A. Mukhtar,M,7,185.0,334,M,788258,EUR,878169600,M,7,7,False,72.0,65.0,4.0,2.0,48.0,51.0,17.0,21.0,,3.0,4.0,,2.0,,,,,,90.0,79.0,6.6,8.0,0,,,,2.0,,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,
10913444,home,Al Tai,Nawaf Al Qamiri,nawaf-al-qamiri,N. A. Qamiri,D,23,171.0,15,M,1398859,EUR,992131200,M,23,23,False,27.0,25.0,1.0,1.0,19.0,20.0,6.0,8.0,1.0,8.0,6.0,,1.0,,,,,,90.0,63.0,6.6,15.0,0,Nawaf Al Qamiri,,3.0,15.0,3.0,2.0,,2.0,4.0,2.0,4.0,1.0,,1.0,,4.0,2.0,1.0,5.0,1.0,1.0,,,,,,,,
10913444,home,Al Tai,Amir Saâyoud,amir-saayoud,A. Saâyoud,F,11,170.0,2347,M,309154,EUR,654652800,F,10,10,False,39.0,27.0,3.0,1.0,9.0,9.0,18.0,31.0,,6.0,2.0,,2.0,,,,,,90.0,59.0,7.2,21.0,2,,,,6.0,1.0,,,,5.0,2.0,,,,1.0,,7.0,4.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,,,
10913444,home,Al Tai,Knowledge Musona,knowledge-musona,K. Musona,M,,174.0,675,M,118368,EUR,645926400,F,11,11,False,21.0,21.0,3.0,3.0,11.0,11.0,10.0,11.0,,,2.0,,,,,,,,90.0,31.0,6.2,6.0,1,,,1.0,7.0,,,,,1.0,3.0,,,,1.0,,2.0,,,1.0,,,,,,True,1.0,,,
10913444,home,Al Tai,Guy Mbenza,guy-mbenza,G. Mbenza,F,9,182.0,384,M,979125,EUR,954547200,F,9,9,False,7.0,5.0,,,5.0,5.0,,2.0,,2.0,,,,,,,,,90.0,18.0,8.2,4.0,2,,,1.0,2.0,,2.0,,,2.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,2.0,2.0,
10913444,home,Al Tai,Abdulaziz Majrashi,abdulaziz-majrashi,A. Majrashi,D,33,162.0,10,M,818828,EUR,680054400,D,3,3,True,2.0,2.0,,,2.0,2.0,,,,,,,,,,,,,12.0,5.0,6.5,1.0,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10913444,home,Al Tai,Mohammed Harzan Mohsen,mohammed-harzan-mohsen,M. H. Mohsen,M,,167.0,4,M,868439,EUR,600566400,M,75,75,True,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,2.0,,,0,Mohammed,Harzan Mohsen,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
10913444,home,Al Tai,Moataz Al-Baqaawi,moataz-al-baqaawi,M. Al-Baqaawi,G,33,180.0,23,M,892891,EUR,883872000,G,44,44,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913444,home,Al Tai,Ibrahim Al-Ali,ibrahim-al-ali,I. Al-Ali,D,15,,1,M,1134252,EUR,996537600,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,Ibrahim Al-Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913444,home,Al Tai,Salem Abdullah Al-Toiawy,al-toiawy-salem-abdullah-salem,S. Al-Toiawy,D,13,175.0,4,M,1633371,EUR,991872000,M,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913444,home,Al Tai,Abdullah Al-Jawaey,abdullah-al-jawaey,A. Al-Jawaey,M,11,173.0,18,M,868945,EUR,826329600,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913444,home,Al Tai,Jamal Bajandouh,jamal-bajandouh,J. Bajandouh,M,,180.0,21,M,540424,EUR,714441600,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913444,home,Al Tai,Abdulaziz Al Harabi,abdulaziz-al-harabi,A. A. Harabi,M,18,176.0,18,M,1127117,EUR,864777600,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,0,Abdulaziz Al Harabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913444,home,Al Tai,Fahad Aljuhani,fahad-al-johani,F. Aljuhani,F,19,177.0,7,M,160947,EUR,688435200,F,32,32,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913444,away,Al Raed,Silviu Lung Jr.,silviu-lung-jr,S. Lung Jr.,G,1,189.0,122,M,44556,EUR,612921600,G,1,1,False,17.0,12.0,12.0,7.0,8.0,10.0,4.0,7.0,,,7.0,,,,,,,,90.0,22.0,6.0,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
