match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_totalClearance,stat_outfielderBlock,stat_wonTackle,stat_errorLeadToAGoal,captain,stat_aerialWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_penaltyConceded,stat_fouls,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,stat_bigChanceCreated,stat_goals,stat_goodHighClaim,stat_totalOffside,stat_clearanceOffLine
14566638,home,Liverpool,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200.0,17245,M,mamardashvili,930997,EUR,970185600,G,25,25,False,26.0,23.0,7.0,4.0,0.0,22.0,23.0,1.0,3.0,4.0,2.0,1.0,2.0,90.0,32.0,6.2,3.0,0.00088595,24.876,5.31627,0.0,46.639350795436,6.0,42.105,15.225,0.2987,0,-0.4682,0.03,0.01,-0.39,0.09,3.85,1.33,0.1,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566638,home,Liverpool,Curtis Jones,curtis-jones,C. Jones,M,17,185.0,17589,M,curtisjones,927353,EUR,980812800,D,17,17,False,71.0,67.0,4.0,4.0,0.0,19.0,21.0,48.0,50.0,5.0,,,,90.0,86.0,6.0,8.0,0.0530911,31.896,10.89643,19.0,92.943799091718,15.0,30.345,12.39,,1,,0.39,0.02,-0.8,,2.85,4.89,1.88,0.9,0.39,,,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0246,1.0,-0.16,,,,,,,,,,,,,,,,,,,,,,,
14566638,home,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195.0,27486,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,41.0,40.0,4.0,3.0,0.0,28.0,29.0,12.0,12.0,6.0,,,,76.0,50.0,5.9,1.0,0.0100105,33.264,7.52518,11.0,53.941770242781,9.0,-26.25,2.94,,1,,0.14,0.01,-0.73,,2.69,3.24,0.92,0.44,0.23,,,,3.0,,,1.0,,3.0,,,,0.1547,,-0.27,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
14566638,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195.0,97860,M,VvD,151545,EUR,678931200,D,4,4,False,78.0,72.0,13.0,9.0,0.0,30.0,33.0,42.0,45.0,5.0,,,,90.0,90.0,6.4,7.0,0.0390225,31.68,9.0526,13.0,95.980758975317,15.0,54.075,10.395,,5,,0.41,0.04,-0.62,,3.57,3.63,1.12,0.47,0.26,,,4.0,6.0,,1.0,1.0,1.0,1.0,,,1.0,0.6447,1.0,-0.62,1.0,1.0,1.0,,True,4.0,1.0,1.0,4.0,1.0,1.0,3.0,,,,,,,,,,,
14566638,home,Liverpool,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180.0,25969,M,miloskerkez,1097425,EUR,1068163200,D,6,6,False,35.0,31.0,1.0,,0.0,11.0,11.0,20.0,24.0,6.0,,,,90.0,66.0,6.1,12.0,0.165269,33.048,10.25976,26.0,118.69823290798,12.0,95.97,33.81,,1,,0.21,-0.55,-0.68,,3.14,4.39,1.34,0.78,0.61,Milos,Kerkez,5.0,9.0,,2.0,,,8.0,,2.0,1.0,0.0384,1.0,-0.09,2.0,,4.0,,,,1.0,,1.0,,,1.0,5.0,1.0,2.0,,,,,,,,
14566638,home,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190.0,31041,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,80.0,70.0,2.0,1.0,0.0,21.0,24.0,49.0,56.0,5.0,,,,90.0,91.0,7.4,11.0,0.239776,32.004,10.29333,13.0,299.61029610294,38.0,130.305,21.84,,2,,0.34,0.47,-0.18,,2.96,4.97,1.61,0.49,0.27,,,1.0,4.0,,,1.0,2.0,1.0,,1.0,2.0,0.0839,1.0,0.17,,,,,,1.0,,,,,,,,,1.0,1.0,0.1454,,,,,,
14566638,home,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176.0,71143,M,Macca10,895324,EUR,914457600,M,10,10,False,68.0,60.0,5.0,2.0,0.0,21.0,24.0,39.0,44.0,7.0,,,,90.0,85.0,6.8,13.0,0.0810059,31.5,11.37943,11.0,136.59481389949,21.0,66.78,17.64,,2,,0.41,0.11,-0.37,,2.69,5.74,2.05,0.66,0.24,,,6.0,6.0,1.0,3.0,,,2.0,,1.0,1.0,0.1965,2.0,-0.38,,,2.0,,,1.0,2.0,1.0,,,,2.0,2.0,,,2.0,0.0706,2.0,,,,,
14566638,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175.0,564007,M,MoSalah,159665,EUR,708566400,M,11,11,False,40.0,35.0,2.0,1.0,0.0,2.0,3.0,33.0,37.0,1.0,,,,90.0,61.0,7.5,15.0,0.906973,30.888,10.55636,12.0,165.54376119848,17.0,50.925,26.67,,1,,1.0,0.16,-0.33,,3.11,4.74,1.63,0.86,0.22,,,9.0,4.0,2.0,5.0,,1.0,1.0,,2.0,,0.0296,5.0,-0.18,,,,,,2.0,2.0,,1.0,,,,7.0,5.0,1.0,,,1.0,2.0,,,,
14566638,home,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187.0,77108,M,DomSzobo,869856,EUR,972432000,M,8,8,False,71.0,65.0,5.0,5.0,0.0,12.0,14.0,53.0,57.0,8.0,,,,90.0,105.0,7.9,12.0,0.373655,31.356,11.06146,13.0,97.892625591799,17.0,42.105,12.6,,3,,0.42,0.26,-0.2,,2.88,5.6,1.64,0.69,0.26,,,2.0,5.0,,3.0,,2.0,2.0,,4.0,1.0,0.4884,4.0,0.33,,,2.0,,,,1.0,,,,,,2.0,1.0,,3.0,0.643,2.0,1.0,1.0,,,
14566638,home,Liverpool,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,193.0,51063,M,CodyGakpo,862967,EUR,926035200,M,18,18,False,35.0,28.0,,,0.0,2.0,4.0,26.0,31.0,2.0,,,,90.0,66.0,6.7,22.0,0.539501,31.608,10.54956,15.0,216.83276433001,21.0,31.71,14.175,,3,,0.32,0.39,-0.24,,3.2,4.3,1.87,0.88,0.29,,,5.0,4.0,1.0,4.0,1.0,,2.0,,5.0,,0.3109,4.0,-0.07,,,1.0,,,1.0,,1.0,1.0,,,1.0,9.0,3.0,,1.0,0.0337,1.0,,,,,
