match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_aerialWon,stat_errorLeadToAShot,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_fouls,stat_goals,captain,stat_blockedScoringAttempt,stat_goodHighClaim,stat_errorLeadToAGoal,stat_totalOffside
10382040,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,27.0,8.0,23.0,4.0,6.0,8.0,2.0,19.0,2.0,12.0,2.0,2.0,3.0,3.0,90.0,35.0,7.4,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382040,home,FC Twente,Joshua Brenet,joshua-brenet,J. Brenet,D,30,181,142,M,296438,EUR,764121600,D,20,20,False,38.0,28.0,4.0,,14.0,16.0,15.0,24.0,,6.0,,,,,90.0,59.0,7.0,17.0,0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10382040,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,56.0,49.0,8.0,3.0,42.0,43.0,7.0,13.0,3.0,5.0,,,,,90.0,69.0,7.3,8.0,1,,,3.0,2.0,,,1.0,1.0,4.0,1.0,,,meeshilgerss,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
10382040,home,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186,104,M,1091627,EUR,1036540800,D,38,38,False,65.0,58.0,9.0,3.0,42.0,49.0,16.0,16.0,1.0,12.0,,,,,90.0,74.0,7.3,8.0,0,,,2.0,3.0,,,,1.0,4.0,1.0,,,,2.0,,,1.0,,Max Bruns,,2.0,1.0,,,,,,,,,,,
10382040,home,FC Twente,Gijs Smal,gijs-smal,G. Smal,D,5,183,339,M,860160,EUR,872985600,D,5,5,False,56.0,42.0,8.0,5.0,25.0,31.0,19.0,32.0,,9.0,,,,,70.0,89.0,7.6,26.0,1,7.0,2.0,3.0,2.0,1.0,1.0,,,1.0,3.0,,2.0,,,,,,,,,1.0,,1.0,3.0,2.0,1.0,,,,,,,
10382040,home,FC Twente,Ramiz Zerrouki,ramiz-zerrouki,R. Zerrouki,M,6,183,8083,M,989882,EUR,896140800,M,8,8,False,53.0,42.0,6.0,5.0,22.0,24.0,20.0,29.0,1.0,5.0,,,,,84.0,72.0,7.3,12.0,1,,,6.0,9.0,1.0,1.0,,,4.0,,2.0,,rramizz_,3.0,1.0,1.0,4.0,3.0,,,2.0,,,1.0,,,1.0,,,,,,
10382040,home,FC Twente,Mathias Kjølø,mathias-kjolo,M. Kjølø,M,4,174,167,M,966546,EUR,993600000,M,21,21,False,49.0,41.0,4.0,3.0,17.0,17.0,25.0,33.0,1.0,4.0,,,,,90.0,62.0,7.0,12.0,0,1.0,1.0,2.0,,,,,1.0,3.0,3.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,
10382040,home,FC Twente,Denilho Cleonise,denilho-cleonise,D. Cleonise,F,7,179,62,M,971006,EUR,1007769600,M,26,26,False,13.0,9.0,,,3.0,3.0,6.0,10.0,,4.0,,,,,60.0,25.0,7.1,9.0,1,,,5.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,4.0,,1.0,1.0,1.0,,,,,
10382040,home,FC Twente,Ricky van Wolfswinkel,ricky-van-wolfswinkel,R. van Wolfswinkel,F,9,186,794,M,35193,EUR,601862400,M,9,9,False,18.0,14.0,2.0,1.0,6.0,7.0,8.0,11.0,,3.0,,,,,60.0,28.0,6.9,5.0,3,,,3.0,4.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,,True,1.0,,,
10382040,home,FC Twente,Christos Tzolis,tzolis-christos,C. Tzolis,M,8,180,9518,M,1031259,EUR,1012348800,M,19,19,False,21.0,15.0,1.0,,5.0,5.0,10.0,16.0,,1.0,,,,,70.0,33.0,7.0,11.0,1,,,5.0,3.0,1.0,,,,,3.0,1.0,,absolute_christostzolis,3.0,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,
