match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_interceptionWon,player_firstName,player_lastName,stat_totalTackle,stat_wasFouled,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_fouls,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10437945,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,True,38.0,20.0,29.0,11.0,12.0,15.0,8.0,23.0,1.0,1.0,1.0,12.0,1.0,3.0,1.0,90.0,45.0,7.4,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437945,home,Vitória SC,Mamadou Tounkara,mamadou-tounkara,M. Tounkara,D,29,192,198,M,208636,EUR,1008288000,D,83,83,False,,31.0,27.0,1.0,,21.0,22.0,6.0,9.0,4.0,4.0,1.0,4.0,,,,90.0,36.0,7.0,4.0,0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10437945,home,Vitória SC,André Amaro,andre-amaro,A. Amaro,D,13,185,207,M,1095752,EUR,1029196800,D,13,13,False,,41.0,32.0,6.0,,28.0,32.0,4.0,9.0,2.0,4.0,4.0,6.0,,,,90.0,54.0,7.2,9.0,0,1.0,1.0,5.0,André Amaro,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10437945,home,Vitória SC,Mikel Villanueva,mikel-villanueva,M. Villanueva,D,17,192,343,M,836279,EUR,734745600,D,3,3,False,,23.0,17.0,5.0,2.0,12.0,15.0,5.0,8.0,1.0,2.0,,,,,,45.0,30.0,6.5,7.0,0,4.0,4.0,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10437945,home,Vitória SC,Zé Carlos,ze-carlos,Z. Carlos,M,6,172,109,M,1138915,EUR,1004400000,M,28,28,False,,36.0,31.0,3.0,2.0,16.0,19.0,16.0,19.0,1.0,13.0,2.0,7.0,,,,90.0,70.0,7.8,10.0,1,1.0,2.0,3.0,Zé Carlos,,5.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,
10437945,home,Vitória SC,Dani Silva,daniel-silva,D. Silva,M,80,180,228,M,974863,EUR,955411200,M,80,80,False,,58.0,46.0,7.0,4.0,32.0,37.0,14.0,21.0,2.0,7.0,1.0,11.0,,,,90.0,75.0,7.5,13.0,0,1.0,3.0,3.0,,,4.0,,1.0,1.0,,,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10437945,home,Vitória SC,André André,andre-andre,A. André,M,11,174,123,M,59777,EUR,620092800,M,21,21,False,,5.0,4.0,,,4.0,5.0,,,,,,1.0,,,,16.0,8.0,6.4,3.0,0,,2.0,1.0,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,
10437945,home,Vitória SC,Helder Sá,helder-sa,H. Sá,D,28,184,56,M,1113073,EUR,1036886400,M,5,5,False,,42.0,31.0,1.0,1.0,16.0,22.0,16.0,23.0,1.0,8.0,1.0,3.0,,,,90.0,73.0,7.1,20.0,1,1.0,6.0,,Helder Sá,,4.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,,,2.0,,,,,,,,,,
10437945,home,Vitória SC,Rúben Lameiras,ruben-lameiras,R. Lameiras,M,22,175,78,M,793154,EUR,788054400,F,7,7,False,,24.0,16.0,2.0,1.0,8.0,11.0,8.0,14.0,,2.0,,5.0,,,,90.0,43.0,6.5,16.0,2,2.0,7.0,,,,1.0,1.0,2.0,,2.0,1.0,,,1.0,1.0,,3.0,,,1.0,,,,,,,,,
10437945,home,Vitória SC,Michael Johnston,michael-johnston,M. Johnston,M,11,171,843,M,847125,EUR,924480000,F,90,90,False,,21.0,16.0,1.0,,7.0,8.0,9.0,13.0,,2.0,,2.0,,,,58.0,36.0,6.6,11.0,0,3.0,7.0,,,,,,2.0,2.0,4.0,,,1.0,,,1.0,2.0,,1.0,,,,,,,,,,
