match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,player_sofascoreId
11761774,home,AFC Wimbledon,Alex Bass,,,alex-bass,A. Bass,G,1,187.0,48,M,587086,EUR,891388800,G,12,12,False,,
11761774,home,AFC Wimbledon,Huseyin Biler,,,huseyin-biler,H. Biler,D,,176.0,24,M,1013353,EUR,1014681600,D,2,2,False,,
11761774,home,AFC Wimbledon,Joe Lewis,,,joe-lewis,J. Lewis,D,31,,39,M,970391,EUR,937785600,D,31,31,False,,
11761774,home,AFC Wimbledon,Alex Pearce,Alex,Pearce,alex-pearce,A. Pearce,D,,183.0,6,M,20903,EUR,595036800,D,15,15,False,,
11761774,home,AFC Wimbledon,Jack Currie,Jack Currie,,jack-currie,J. Currie,D,26,175.0,51,M,1096585,EUR,1008460800,D,26,26,False,,
11761774,home,AFC Wimbledon,James Tilley,,,james-tilley,J. Tilley,M,7,174.0,42,M,794660,EUR,897696000,M,7,7,False,,
11761774,home,AFC Wimbledon,Jake Reeves,,,jake-reeves,J. Reeves,M,4,173.0,21,M,151058,EUR,738720000,M,4,4,False,True,
11761774,home,AFC Wimbledon,Armani Little,,,armani-little,A. Little,M,8,175.0,29,M,920373,EUR,860198400,M,14,14,False,,
11761774,home,AFC Wimbledon,Connor Lemonheigh-Evans,,,connor-lemonheigh-evans,C. Lemonheigh-Evans,M,24,179.0,15,M,916834,EUR,854064000,M,19,19,False,,
11761774,home,AFC Wimbledon,Ali Al-Hamadi,,,ali-al-hamadi,A. Al-Hamadi,F,12,187.0,5745,M,1010010,EUR,1014940800,F,10,10,False,,alikalhamadi
11761774,home,AFC Wimbledon,Omar Bugiel,,,omar-bugiel,O. Bugiel,F,9,185.0,250,M,876464,EUR,780451200,F,18,18,False,,
11761774,home,AFC Wimbledon,Josh Davison,,,davison-josh,J. Davison,F,9,180.0,40,M,1002098,EUR,937440000,F,9,9,True,,
11761774,home,AFC Wimbledon,Isaac Ogundere,Isaac Ogundere,,isaac-ogundere,I. Ogundere,D,33,,35,M,1133486,EUR,1036540800,D,33,33,True,,
11761774,home,AFC Wimbledon,Aron Sasu,Aron Sasu,,aron-sasu,A. Sasu,F,29,185.0,40,M,1155382,EUR,1109980800,F,29,29,True,,
11761774,home,AFC Wimbledon,James Ball,,,james-ball,J. Ball,D,6,190.0,20,M,824598,EUR,817776000,D,16,16,True,,
11761774,home,AFC Wimbledon,Kai Jennings,Kai Jennings,,kai-jennings,K. Jennings,M,28,,11,M,1528403,EUR,1140220800,M,32,32,True,,
11761774,home,AFC Wimbledon,Nik Tzanev,,,nik-tzanev,N. Tzanev,G,33,195.0,58,M,795944,EUR,851299200,G,1,1,True,,
11761774,home,AFC Wimbledon,Paul Kalambayi,Paul,Kalambayi,paul-kalambayi,P. Kalambayi,D,25,183.0,22,M,834942,EUR,933120000,D,30,30,True,,
11761774,home,AFC Wimbledon,Lee Brown,,,lee-brown,L. Brown,D,,183.0,5,M,95605,EUR,650246400,D,3,3,True,,
11761774,home,AFC Wimbledon,Charlie Lakin,,,charlie-lakin,C. Lakin,M,8,183.0,26,M,924103,EUR,926121600,M,24,24,True,,
11761774,away,Cheltenham Town,Luke Southwood,,,luke-southwood,L. Southwood,G,1,185.0,53,M,881045,EUR,881366400,G,1,1,False,,
11761774,away,Cheltenham Town,Sean Long,,,sean-long,S. Long,D,2,178.0,14,M,189071,EUR,799372800,D,2,2,False,True,
11761774,away,Cheltenham Town,Curtis Davies,,,curtis-davies,C. Davies,D,33,188.0,26,M,10281,EUR,479692800,D,33,33,False,,
11761774,away,Cheltenham Town,Josh Williams,,,josh-williams,J. Williams,M,22,,14,M,1134731,EUR,1038096000,M,26,26,False,,
11761774,away,Cheltenham Town,Lewis Freestone,,,lewis-freestone,L. Freestone,D,16,188.0,23,M,864489,EUR,940896000,D,6,6,False,,
11761774,away,Cheltenham Town,Will Ferry,,,will-ferry,W. Ferry,M,11,176.0,148,M,879386,EUR,976147200,M,15,15,False,,
11761774,away,Cheltenham Town,Liam Sercombe,,,liam-sercombe,L. Sercombe,M,10,178.0,15,M,39216,EUR,641001600,M,8,8,False,,
11761774,away,Cheltenham Town,Curtis Thompson,,,curtis-thompson,C. Thompson,M,6,170.0,9,M,178397,EUR,746928000,M,14,14,False,,
11761774,away,Cheltenham Town,Daniel Adshead,,,daniel-adshead,D. Adshead,M,,167.0,39,M,891779,EUR,999388800,M,16,16,False,,
11761774,away,Cheltenham Town,George Lloyd,,,george-lloyd,G. Lloyd,F,9,172.0,32,M,894222,EUR,950227200,F,19,19,False,,
11761774,away,Cheltenham Town,Will Goodwin,,,will-goodwin,W. Goodwin,F,19,185.0,38,M,1102331,EUR,1021075200,F,9,9,False,,
11761774,away,Cheltenham Town,Nathan Butler-Oyedeji,,,butler-oyedeji-nathan,N. Butler-Oyedeji,F,11,177.0,1636,M,998835,EUR,1041638400,F,38,38,True,,
