match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_penaltyConceded,stat_errorLeadToAGoal,stat_totalContest,stat_wonContest,stat_goals,stat_totalOffside,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_saves,stat_penaltyWon,stat_clearanceOffLine
10385417,home,Leeds United,Illan Meslier,,,illan-meslier,I. Meslier,G,16,196,1694,M,906076,EUR,951955200,G,1,1,False,33.0,21.0,19.0,8.0,15.0,19.0,6.0,14.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,90.0,41.0,6.1,12.0,0.0,0.0,0.00118063,0,-0.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385417,home,Leeds United,Luke Ayling,,,luke-ayling,L. Ayling,D,12,183,334,M,102624,EUR,683078400,D,2,2,False,45.0,36.0,3.0,1.0,14.0,17.0,23.0,34.0,5.0,9.0,4.0,10.0,,,,,90.0,78.0,6.7,19.0,0.0,0.0,0.0804401,0,,6.0,1.0,4.0,6.0,1.0,1.0,3.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10385417,home,Leeds United,Robin Koch,,,robin-koch,R. Koch,D,4,190,1826,M,581302,EUR,837561600,D,5,5,False,51.0,43.0,6.0,2.0,29.0,33.0,14.0,18.0,4.0,5.0,6.0,3.0,,,,,90.0,64.0,6.8,8.0,0.0724,0.0,0.00362467,1,,,,4.0,5.0,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385417,home,Leeds United,Liam Cooper,,,liam-cooper,L. Cooper,D,16,186,304,M,39327,EUR,681177600,D,6,6,False,47.0,41.0,5.0,2.0,37.0,39.0,4.0,8.0,6.0,12.0,2.0,5.0,,,,,90.0,67.0,7.3,9.0,0.5598,0.0,0.0643813,3,,,,5.0,6.0,,,4.0,3.0,1.0,1.0,,,5.0,4.0,1.0,True,1.0,2.0,1.0,,,,,,,,,,,,,
10385417,home,Leeds United,Pascal Struijk,,,pascal-struijk,P. Struijk,D,5,190,1365,M,836675,EUR,934329600,D,21,21,False,63.0,52.0,1.0,,36.0,44.0,17.0,21.0,1.0,5.0,,6.0,,,,,90.0,91.0,6.1,17.0,0.0567,0.0,0.0289535,1,,2.0,1.0,1.0,6.0,1.0,2.0,,1.0,,,,,4.0,3.0,2.0,,,1.0,,1.0,,,,,,,,,,,,
10385417,home,Leeds United,Marc Roca,,,marc-roca,M. Roca,M,21,184,1491,M,847128,EUR,848966400,M,8,8,False,41.0,34.0,3.0,1.0,22.0,23.0,13.0,21.0,1.0,3.0,3.0,1.0,,,,,78.0,57.0,7.0,9.0,0.0,0.0,0.460607,0,,3.0,1.0,2.0,2.0,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10385417,home,Leeds United,Tyler Adams,,,tyler-adams,T. Adams,M,12,175,2918,M,800419,EUR,918950400,M,12,12,False,62.0,58.0,3.0,2.0,31.0,32.0,27.0,30.0,2.0,5.0,4.0,8.0,,,,,90.0,78.0,7.4,6.0,0.0,0.0,0.0508709,0,,,,1.0,3.0,,,3.0,2.0,1.0,3.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
10385417,home,Leeds United,Brenden Aaronson,,,brenden-aaronson,B. Aaronson,M,11,178,2596,M,973431,EUR,972172800,M,7,7,False,17.0,11.0,,,2.0,4.0,9.0,15.0,,3.0,,2.0,,,,,63.0,30.0,5.9,11.0,0.0899,0.0,0.0180854,1,,2.0,,1.0,3.0,,2.0,,1.0,2.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,
10385417,home,Leeds United,Wilfried Gnonto,,,wilfried-gnonto,W. Gnonto,M,29,170,3597,M,998951,EUR,1067990400,M,29,29,False,31.0,21.0,,,5.0,8.0,17.0,26.0,2.0,11.0,,2.0,,,,,89.0,55.0,7.6,18.0,0.4918,0.6255,0.0198011,2,,3.0,1.0,2.0,5.0,,1.0,,1.0,3.0,,,,3.0,2.0,1.0,,,,2.0,,,4.0,3.0,1.0,1.0,,,,,,,
10385417,home,Leeds United,Crysencio Summerville,,,crysencio-summerville,C. Summerville,M,7,174,5285,M,917005,EUR,1004400000,M,10,10,False,28.0,21.0,1.0,1.0,10.0,11.0,11.0,17.0,1.0,6.0,,4.0,,,,,63.0,43.0,6.4,15.0,0.0,0.0,0.0289972,0,,,,1.0,8.0,,4.0,,1.0,2.0,1.0,,,2.0,1.0,1.0,,,,,,,3.0,1.0,,1.0,csummerville7,1.0,1.0,,,,
