match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_outfielderBlock,stat_dispossessed,stat_blockedScoringAttempt,stat_accurateCross,stat_totalOffside,stat_onTargetScoringAttempt,stat_goodHighClaim,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork,stat_goalAssist,player_sofascoreId,stat_goals
11369801,home,KVC Westerlo,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187,164,M,5920,EUR,589248000,G,1,1,False,40.0,35.0,8.0,4.0,34.0,38.0,1.0,2.0,1.0,6.0,1.0,1.0,6.0,7.0,90.0,52.0,8.2,5.0,0.0,0.0,0.00031772,0,1.6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369801,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185,426,M,862075,EUR,993686400,D,22,22,False,24.0,21.0,4.0,2.0,11.0,11.0,10.0,14.0,4.0,3.0,,1.0,,,84.0,50.0,6.4,11.0,0.0138,0.0,0.039805,1,,1.0,3.0,12.0,1.0,8.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
11369801,home,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190,122,M,38471,EUR,572140800,D,33,33,False,50.0,45.0,13.0,9.0,35.0,37.0,10.0,13.0,4.0,7.0,,1.0,,,90.0,66.0,7.2,8.0,0.0173,0.0,0.00680757,1,,,1.0,2.0,,1.0,,1.0,5.0,,2.0,2.0,2.0,,,True,1.0,1.0,,,,,,,,,,,,
11369801,home,KVC Westerlo,Ravil Tagir,,,tagir-ravil,R. Tagir,D,28,185,250,M,992551,EUR,1052179200,D,24,24,False,51.0,40.0,10.0,4.0,32.0,37.0,8.0,14.0,2.0,2.0,,,,,90.0,70.0,6.8,14.0,0.0,0.0,0.00647118,0,,,2.0,4.0,1.0,1.0,,,6.0,2.0,2.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,
11369801,home,KVC Westerlo,Jordan Bos,Jordan Bos,,jordan-bos,J. Bos,D,15,180,747,M,1144138,EUR,1035849600,D,5,5,False,32.0,24.0,1.0,,16.0,20.0,8.0,14.0,6.0,4.0,,,,,90.0,73.0,6.5,20.0,0.0194,0.0,0.0570024,1,,2.0,1.0,9.0,1.0,6.0,2.0,,4.0,3.0,4.0,3.0,3.0,1.0,,,,,2.0,1.0,,,,,,,,,,
11369801,home,KVC Westerlo,Yusuke Matsuo,,,yusuke-matsuo,Y. Matsuo,M,24,170,228,M,991209,EUR,869616000,M,79,79,False,19.0,10.0,1.0,,5.0,6.0,5.0,15.0,2.0,2.0,,1.0,,,72.0,29.0,6.3,14.0,0.0152,0.0,0.00596472,1,,2.0,,4.0,1.0,1.0,,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,
11369801,home,KVC Westerlo,Nicolas Madsen,,,nicolas-madsen,N. Madsen,M,24,193,1189,M,938306,EUR,953251200,M,8,8,False,48.0,45.0,2.0,1.0,23.0,23.0,23.0,29.0,3.0,6.0,,1.0,,,90.0,64.0,7.1,8.0,0.0508,0.0,0.0832173,1,,4.0,1.0,3.0,,1.0,,,2.0,1.0,2.0,,,,1.0,,,3.0,1.0,1.0,1.0,,,,,,,,,
11369801,home,KVC Westerlo,Mathias Fixelles,,,mathias-fixelles,M. Fixelles,M,11,174,39,M,876447,EUR,839721600,M,4,4,False,34.0,29.0,4.0,4.0,15.0,16.0,14.0,21.0,3.0,7.0,,1.0,,,84.0,48.0,6.9,12.0,0.0,0.0,0.0304116,0,,3.0,,5.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,,,,2.0,,,,,,,,,,,
11369801,home,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179,112,M,997164,EUR,988156800,M,39,39,False,39.0,29.0,2.0,1.0,14.0,15.0,15.0,24.0,5.0,8.0,,,,,90.0,60.0,7.2,14.0,0.1174,0.0,0.0251056,1,,,1.0,3.0,,2.0,1.0,,,1.0,4.0,3.0,3.0,1.0,2.0,,,1.0,,1.0,,,,,,,,,,
11369801,home,KVC Westerlo,Matija Frigan,,,matija-frigan,M. Frigan,F,20,184,1391,M,1092081,EUR,1044921600,F,9,9,False,14.0,8.0,2.0,2.0,4.0,8.0,4.0,6.0,1.0,3.0,,1.0,,,72.0,19.0,6.4,9.0,0.0239,0.0,0.0353014,1,,,1.0,4.0,1.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,
