match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_shotOffTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wasFouled,captain,stat_onTargetScoringAttempt,stat_dispossessed,stat_errorLeadToAShot,stat_bigChanceMissed,stat_goodHighClaim,player_sofascoreId,stat_totalOffside,stat_goals,stat_goalAssist
10382050,home,NEC Nijmegen,Jasper Cillessen,,,jasper-cillessen,J. Cillessen,G,22,185,1498,M,123865,EUR,609206400,G,22,22,False,30.0,16.0,22.0,8.0,9.0,9.0,7.0,21.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0,90.0,38.0,6.1,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382050,home,NEC Nijmegen,Bart van Rooij,,,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,23.0,18.0,,,9.0,12.0,10.0,13.0,1.0,1.0,1.0,1.0,5.0,,,,90.0,35.0,6.3,8.0,0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10382050,home,NEC Nijmegen,Philippe Sandler,,,philippe-sandler,P. Sandler,D,3,188,233,M,842275,EUR,855532800,D,3,3,False,40.0,35.0,5.0,4.0,30.0,32.0,5.0,8.0,,2.0,2.0,2.0,3.0,,,,75.0,47.0,6.2,6.0,0,,,3.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10382050,home,NEC Nijmegen,Joris Kramer,,,joris-kramer,J. Kramer,D,4,190,140,M,793742,EUR,838944000,D,5,5,False,49.0,45.0,4.0,2.0,36.0,38.0,9.0,11.0,2.0,3.0,2.0,4.0,3.0,,,,90.0,65.0,6.6,5.0,1,,,6.0,,1.0,1.0,1.0,,,,1.0,,5.0,1.0,,,,,,,,,,,,,
10382050,home,NEC Nijmegen,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,33.0,24.0,3.0,1.0,19.0,24.0,7.0,15.0,1.0,5.0,2.0,,8.0,,,,90.0,58.0,6.3,17.0,1,6.0,2.0,3.0,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,
10382050,home,NEC Nijmegen,Lasse Schöne,,,lasse-schone,L. Schöne,M,,178,570,M,10077,EUR,517536000,M,20,20,False,27.0,25.0,1.0,,16.0,16.0,10.0,13.0,1.0,1.0,,1.0,5.0,,,,67.0,32.0,6.5,3.0,1,2.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,True,1.0,,,,,,,,
10382050,home,NEC Nijmegen,Dirk Proper,,,dirk-proper,D. Proper,M,71,167,193,M,961685,EUR,1014508800,M,71,71,False,37.0,34.0,4.0,4.0,19.0,20.0,15.0,17.0,,4.0,2.0,,4.0,,,,83.0,47.0,6.4,5.0,1,,,7.0,1.0,,2.0,4.0,1.0,,,4.0,3.0,2.0,,,1.0,,,,,,,,,,,
10382050,home,NEC Nijmegen,Anthony Musaba,,,anthony-musaba,A. Musaba,F,20,182,2509,M,979473,EUR,976060800,M,77,77,False,14.0,9.0,1.0,,1.0,3.0,8.0,11.0,,5.0,,1.0,4.0,,,,80.0,34.0,6.0,14.0,2,,,11.0,,1.0,2.0,1.0,,7.0,3.0,1.0,,3.0,2.0,,,1.0,,,3.0,,,,,,,
10382050,home,NEC Nijmegen,Oussama Tannane,,,oussama-tannane,O. Tannane,F,14,178,2916,M,249435,EUR,764380800,M,14,14,False,44.0,39.0,6.0,4.0,12.0,12.0,28.0,37.0,,5.0,,,5.0,,,,90.0,61.0,7.2,14.0,2,5.0,1.0,3.0,,,3.0,1.0,4.0,2.0,,2.0,1.0,,1.0,,1.0,3.0,,,,,,,,,,
10382050,home,NEC Nijmegen,Magnus Mattsson,,,magnus-mattsson,M. Mattsson,M,8,174,794,M,896117,EUR,919900800,M,11,11,False,24.0,20.0,,,9.0,10.0,11.0,14.0,,4.0,,,5.0,,,,67.0,38.0,6.4,10.0,0,,,3.0,,,3.0,,,6.0,3.0,1.0,1.0,,,,,,,,,1.0,,,,,,
