match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,captain,stat_aerialLost,stat_errorLeadToAShot,stat_aerialWon,stat_challengeLost,stat_lastManTackle,stat_dispossessed,stat_blockedScoringAttempt,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_outfielderBlock,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAGoal
14064464,home,Paris Saint-Germain,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188.0,21320,M,996953,EUR,1005004800,G,30,30,False,24.0,20.0,4.0,0.0,20.0,21.0,3.0,1.0,9.0,4.0,4.0,90.0,34.0,8.7,4.0,0.00012328,41.356793717494,7.0,6.93,5.25,1.143,0,0.8468,0.03,0.02,0.32,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064464,home,Paris Saint-Germain,Warren Zaïre-Emery,,,warren-zaire-emery,W. Zaïre-Emery,M,33,178.0,16154,M,1142672,EUR,1141776000,D,33,33,False,77.0,76.0,1.0,0.0,26.0,26.0,51.0,1.0,7.0,,,90.0,97.0,7.3,6.0,0.0371421,229.74403068951,31.0,74.865,16.275,,1,,-0.09,0.16,0.4,,wzairemery6,1.0,50.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,0.0497,38.443295184759,2.0,-0.2,,,,,,,,,,,,,,,,,,,
14064464,home,Paris Saint-Germain,Marquinhos,,,marquinhos,Marquinhos,D,5,183.0,36538,M,155995,EUR,768873600,D,5,5,False,60.0,58.0,2.0,0.0,38.0,39.0,21.0,1.0,,,,90.0,67.0,6.7,4.0,0.0149582,114.15344728297,19.0,40.95,9.45,,0,,0.13,0.1,-0.12,,marquinhosm5,1.0,20.0,,2.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,,,True,1.0,1.0,,,,,,,,,,,,,,,,
14064464,home,Paris Saint-Germain,Willian Pacho,,,willian-pacho,W. Pacho,D,51,187.0,25491,M,979480,EUR,1003190400,D,51,51,False,60.0,57.0,2.0,0.0,40.0,41.0,19.0,3.0,3.0,,,90.0,74.0,7.6,4.0,0.0102903,159.59440898692,20.0,57.12,20.58,,0,,0.09,0.08,0.71,,pachowilliam,,17.0,,2.0,6.0,,,,2.0,4.0,2.0,1.0,1.0,,37.899750691916,2.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,
14064464,home,Paris Saint-Germain,Nuno Mendes,,,nuno-mendes,N. Mendes,D,25,180.0,37370,M,989768,EUR,1024444800,D,25,25,False,63.0,56.0,2.0,0.0,20.0,21.0,42.0,1.0,6.0,,,90.0,89.0,7.4,14.0,0.0975989,206.74735742586,21.0,115.29,27.195,,3,,0.21,0.5,0.15,,nunomendes_5,1.0,36.0,2.0,5.0,9.0,5.0,4.0,2.0,2.0,2.0,,1.0,1.0,0.2234,113.74966663473,6.0,-0.58,,1.0,,,,,2.0,1.0,3.0,1.0,,,,,,,,,
14064464,home,Paris Saint-Germain,Senny Mayulu,,,mayulu-senny,S. Mayulu,M,24,183.0,21840,M,1473491,EUR,1147824000,M,24,24,False,13.0,11.0,1.0,0.0,3.0,3.0,10.0,,,,,45.0,21.0,6.5,7.0,0.00239946,61.689388822171,7.0,20.895,13.86,,0,,-0.03,0.03,0.13,,,1.0,8.0,,2.0,2.0,,,,,2.0,1.0,5.0,1.0,,18.223496481192,1.0,,,1.0,,,,,,,,,,,,,,,,,
14064464,home,Paris Saint-Germain,Vitinha,,,vitinha,Vitinha,M,17,172.0,50484,M,902029,EUR,950400000,M,17,17,False,101.0,95.0,2.0,1.0,38.0,40.0,61.0,1.0,6.0,,,90.0,111.0,7.7,8.0,0.0664856,419.70362577437,47.0,173.355,27.405,,0,,0.29,0.39,0.17,,vitinha,1.0,57.0,2.0,1.0,3.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,,114.05076591736,5.0,,,,,,,,,,,1.0,1.0,,,,,,,,
14064464,home,Paris Saint-Germain,Fabián Ruiz,,,fabian-ruiz,F. Ruiz,M,8,189.0,21859,M,784655,EUR,828489600,M,8,8,False,112.0,103.0,6.0,0.0,32.0,32.0,80.0,1.0,8.0,,,90.0,122.0,7.5,10.0,0.130846,347.16124482615,46.0,109.41,11.76,,2,,0.32,0.43,0.18,,fabianruiz52,4.0,71.0,,,2.0,,,,3.0,2.0,,1.0,1.0,0.0655,15.525842912516,2.0,0.0,,,,,,,,1.0,,2.0,,1.0,0.057,,,,,,
14064464,home,Paris Saint-Germain,Désiré Doué,Désiré Doué,,desire-doue,D. Doué,F,14,181.0,91970,M,1154605,EUR,1117756800,F,14,14,False,46.0,37.0,1.0,1.0,11.0,14.0,32.0,,4.0,,,84.0,69.0,7.5,20.0,0.0611719,288.84922841422,35.0,68.04,28.14,,4,,-0.27,0.29,-0.04,,DD14,,26.0,5.0,5.0,7.0,7.0,5.0,1.0,,1.0,,2.0,1.0,0.1841,87.96784248004,5.0,0.07,,1.0,,,,,1.0,,1.0,1.0,,3.0,0.9464,,,,,,
14064464,home,Paris Saint-Germain,Ousmane Dembélé,,,ousmane-dembele,O. Dembélé,F,10,178.0,239383,M,818244,EUR,863654400,F,10,10,False,61.0,56.0,2.0,0.0,10.0,10.0,51.0,,3.0,,,76.0,68.0,9.8,7.0,0.302181,284.94744814157,34.0,149.73,15.645,,2,,0.33,0.49,0.0,,ODembélé,2.0,46.0,1.0,1.0,2.0,2.0,2.0,,,,,,,0.2438,48.508623048744,3.0,0.92,,,,,,,1.0,,,1.0,,2.0,0.9601,2.0,1.0,,,,
14064464,home,Paris Saint-Germain,Khvicha Kvaratskhelia,,,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183.0,97764,M,889259,EUR,981936000,F,7,7,False,39.0,32.0,1.0,0.0,5.0,6.0,33.0,,1.0,,,63.0,48.0,6.8,11.0,0.0664943,206.08245380574,20.0,105.105,28.245,,0,,0.15,0.4,-0.1,,Kvaradona,,27.0,,6.0,3.0,3.0,2.0,,,1.0,1.0,2.0,2.0,,46.835103827447,2.0,,,,,,2.0,,1.0,,,1.0,,,,,,,,,
14064464,home,Paris Saint-Germain,Ilya Zabarnyi,,,illia-zabarnyi,I. Zabarnyi,D,6,189.0,17027,M,1023567,EUR,1030838400,D,6,6,True,26.0,25.0,2.0,0.0,17.0,17.0,9.0,3.0,4.0,,,45.0,33.0,7.0,1.0,0.00685583,57.384036718754,8.0,21.525,14.7,,0,,0.16,0.04,0.18,,IlliaZabarnyi,1.0,8.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
14064464,home,Paris Saint-Germain,Bradley Barcola,,,barcola-bradley,B. Barcola,F,29,182.0,37510,M,996952,EUR,1030924800,F,29,29,True,13.0,11.0,,0.0,2.0,4.0,9.0,,1.0,,,27.0,22.0,8.2,3.0,0.210703,50.05630456376,6.0,11.97,10.71,,1,,0.28,0.14,-0.01,,bradley_b,,9.0,,2.0,5.0,1.0,1.0,,,4.0,2.0,1.0,2.0,0.6376,18.676030092073,1.0,0.54,,,,,,,,,,1.0,,1.0,0.8449,1.0,,,,,
14064464,home,Paris Saint-Germain,Gonçalo Ramos,,,goncalo-ramos,G. Ramos,F,9,185.0,23725,M,934510,EUR,992995200,F,9,9,True,3.0,2.0,,0.0,1.0,2.0,1.0,,,,,14.0,7.0,6.2,2.0,0.0339195,42.784532612777,3.0,31.92,28.245,,0,,-0.03,-0.61,-0.03,,goncaloramos88,,1.0,1.0,3.0,1.0,1.0,,,,,,,2.0,,28.245736687153,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,
14064464,home,Paris Saint-Germain,Lucas Hernández,,,lucas-hernandez,L. Hernández,D,21,183.0,10246,M,352370,EUR,824256000,D,21,21,True,7.0,6.0,1.0,0.0,4.0,5.0,2.0,,1.0,,,11.0,9.0,6.8,1.0,0.0029417,55.063437023892,2.0,35.28,44.31,,0,,-0.03,0.07,0.14,,lucashernandez21,1.0,2.0,,,1.0,1.0,1.0,,1.0,,,,,,46.024224447567,1.0,,,,,,,,,,,,,,,,,,,,
14064464,home,Paris Saint-Germain,Renato Marin,,,renato-bellucci-marin,R. B. Marin,G,89,194.0,3853,M,1524396,EUR,1152489600,G,89,89,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064464,home,Paris Saint-Germain,Martin James,,,martin-james,M. James,G,60,,432,M,1952390,EUR,1202947200,G,60,60,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064464,home,Paris Saint-Germain,Lucas Beraldo,Lucas Beraldo,,lucas-beraldo,L. Beraldo,D,4,182.0,17502,M,1108441,EUR,1069632000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,lberaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
