match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_challengeLost,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalOffside
11067508,home,Cuiabá,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,1,1,False,True,24.0,18.0,15.0,9.0,11.0,12.0,7.0,12.0,1.0,1.0,1.0,6.0,2.0,1.0,90.0,30.0,6.5,6.0,0.0,0.0,0.00329716,0,-0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067508,home,Cuiabá,Matheus Alexandre,matheus-alexandre,M. Alexandre,D,33,188,291,M,953736,EUR,923443200,D,2,2,False,,48.0,42.0,5.0,3.0,21.0,23.0,22.0,27.0,3.0,7.0,,6.0,,,90.0,70.0,7.2,15.0,0.0,0.0,0.0672163,0,,,,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
11067508,home,Cuiabá,Marllon,marllon,Marllon,D,3,184,365,M,221206,EUR,703382400,D,4,4,False,,48.0,43.0,4.0,1.0,33.0,33.0,10.0,15.0,2.0,7.0,5.0,10.0,,,90.0,65.0,7.1,6.0,0.0,0.0,0.00856037,0,,,,,,2.0,2.0,1.0,3.0,3.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,
11067508,home,Cuiabá,Alan Empereur,alan-empereur,A. Empereur,D,33,186,199,M,373740,EUR,763257600,D,33,33,False,,49.0,40.0,12.0,8.0,23.0,27.0,17.0,22.0,2.0,2.0,1.0,2.0,,,90.0,52.0,6.4,9.0,0.0,0.0,0.0079775,0,,,,,,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,
11067508,home,Cuiabá,Rikelme,rikelme,Rikelme,D,16,184,260,M,1102383,EUR,1058313600,D,20,20,False,,24.0,16.0,4.0,2.0,9.0,10.0,7.0,15.0,3.0,5.0,1.0,3.0,,,63.0,49.0,6.9,18.0,0.0,0.0,0.00782097,0,,,,1.0,,4.0,2.0,,4.0,2.0,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,
11067508,home,Cuiabá,Fernando Sobral,fernando-sobral,F. Sobral,M,88,178,655,M,931479,EUR,787708800,M,88,88,False,,51.0,38.0,4.0,2.0,15.0,16.0,23.0,36.0,1.0,12.0,,11.0,,,90.0,73.0,7.6,16.0,0.2771,0.4666,0.0142321,2,,,,1.0,,5.0,3.0,3.0,,4.0,1.0,2.0,,5.0,4.0,,,1.0,2.0,1.0,,,,,,,,,,
11067508,home,Cuiabá,Raniele,raniele,Raniele,M,14,184,6186,M,866392,EUR,851990400,M,14,14,False,,23.0,17.0,4.0,1.0,8.0,9.0,9.0,14.0,1.0,4.0,3.0,5.0,,,83.0,39.0,6.9,9.0,0.085,0.0539,0.00550987,3,,,,,,3.0,2.0,2.0,1.0,,,3.0,,1.0,1.0,,,,1.0,,R14niele,2.0,1.0,1.0,,,,,,
11067508,home,Cuiabá,Ronald,ronald,Ronald,M,8,171,426,M,931521,EUR,866592000,M,8,8,False,,24.0,18.0,3.0,2.0,8.0,9.0,11.0,17.0,,3.0,,6.0,,,64.0,34.0,6.7,8.0,0.0,0.0,0.0265208,0,,,,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,1.0,,,,,,,,,,,,,,
11067508,home,Cuiabá,Jonathan Cafú,jonathan-cafu,Jonathan Cafú,M,11,175,197,M,790103,EUR,679104000,F,7,7,False,,17.0,15.0,1.0,1.0,3.0,3.0,13.0,16.0,1.0,2.0,,3.0,,,63.0,28.0,6.6,10.0,0.0,0.0,0.0120228,0,,,,2.0,1.0,6.0,2.0,1.0,,,,3.0,1.0,1.0,,,,,,,,1.0,,,1.0,3.0,,,,
11067508,home,Cuiabá,Deyverson,deyverson,Deyverson,F,16,185,4460,M,270287,EUR,673660800,F,16,16,False,,20.0,10.0,2.0,1.0,1.0,3.0,9.0,19.0,7.0,10.0,2.0,2.0,,,90.0,35.0,6.5,16.0,0.1635,0.0,0.0415934,1,,,,2.0,,6.0,2.0,1.0,,,,2.0,,,2.0,2.0,,,,,,3.0,1.0,,,,,,,
