match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_goals,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside
12513730,home,Sporting Braga,Lukáš Horníček,lukas-hornicek,L. Horníček,G,1,194,548,M,963744,EUR,1026518400,G,91,91,False,30.0,25.0,9.0,4.0,0.0,24.0,25.0,1.0,5.0,9.0,3.0,2.0,3.0,90.0,43.0,7.8,5.0,0.00026855,0,0.5954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513730,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,False,41.0,31.0,4.0,2.0,0.0,11.0,15.0,20.0,28.0,5.0,,,,89.0,74.0,7.4,15.0,0.0286731,1,,2.0,1.0,3.0,3.0,7.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,0.067,,,,,,,,,,,,,,,,,
12513730,home,Sporting Braga,Paulo Oliveira,paulo-oliveira,P. Oliveira,D,15,187,180,M,106751,EUR,694828800,D,15,15,False,65.0,56.0,11.0,4.0,0.0,37.0,38.0,19.0,27.0,3.0,,,,90.0,85.0,8.1,9.0,0.00703599,3,,,,5.0,,6.0,,2.0,14.0,1.0,1.0,1.0,,,,0.0391,1.0,1.0,0.1218,1.0,,,,,,,,,,,,,
12513730,home,Sporting Braga,Bright Arrey-Mbi,bright-arrey-mbi,B. Arrey-Mbi,D,26,187,788,M,997173,EUR,1048636800,D,26,26,False,67.0,64.0,3.0,2.0,0.0,50.0,52.0,14.0,15.0,2.0,,,,90.0,75.0,7.4,3.0,0.0257961,0,,,,,1.0,2.0,,,5.0,,2.0,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,
12513730,home,Sporting Braga,Francisco Chissumba,francisco-chissumba,F. Chissumba,D,55,180,264,M,1158067,EUR,1117324800,D,55,55,False,50.0,41.0,1.0,,0.0,20.0,24.0,22.0,30.0,6.0,,,,90.0,74.0,7.1,14.0,0.0510313,0,,4.0,1.0,1.0,7.0,7.0,2.0,,3.0,1.0,3.0,1.0,,,2.0,,,,,1.0,Francisco,Chissumba,1.0,2.0,3.0,3.0,,,,,,,
12513730,home,Sporting Braga,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,8,8,False,52.0,45.0,2.0,,0.0,21.0,21.0,24.0,32.0,6.0,,,,76.0,64.0,7.0,10.0,0.029502,0,,1.0,,1.0,4.0,6.0,,,1.0,2.0,4.0,3.0,1.0,1.0,3.0,,,,,,,,,1.0,,,,,,,,,
12513730,home,Sporting Braga,Jean-Baptiste Gorby,jean-baptiste-gorby,J. Gorby,M,29,181,4294,M,1120039,EUR,1027555200,M,29,29,False,62.0,54.0,9.0,5.0,0.0,30.0,31.0,24.0,31.0,5.0,,,,90.0,73.0,7.8,9.0,0.0228331,1,,,1.0,1.0,4.0,4.0,,,2.0,3.0,,,,3.0,2.0,0.3515,1.0,,0.8876,1.0,,,,,1.0,,1.0,,,,,,
12513730,home,Sporting Braga,Roger Fernandes,roger-fernandes,R. Fernandes,M,78,170,2450,M,1128560,EUR,1132531200,M,11,11,False,33.0,24.0,3.0,2.0,1.0,5.0,5.0,22.0,37.0,6.0,,,,90.0,65.0,8.4,21.0,0.509758,2,,9.0,1.0,,6.0,8.0,1.0,,,,2.0,,4.0,1.0,2.0,0.1167,1.0,,0.0486,6.0,,,3.0,,7.0,5.0,,1.0,1.0,,,,
12513730,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,M,21,21,False,26.0,21.0,2.0,2.0,0.0,7.0,7.0,14.0,19.0,3.0,,,,76.0,33.0,6.8,7.0,0.0560599,2,,,,,1.0,1.0,,,1.0,,1.0,,2.0,,1.0,0.1025,,,,,,,,,,,,,2.0,True,,,
12513730,home,Sporting Braga,Ismael Gharbi,gharbi-ismael,I. Gharbi,M,11,173,7580,M,1113488,EUR,1081555200,M,20,20,False,23.0,17.0,2.0,2.0,0.0,7.0,9.0,12.0,19.0,4.0,,,,69.0,50.0,7.7,15.0,0.0826843,6,,5.0,,,6.0,5.0,2.0,3.0,,1.0,3.0,1.0,3.0,2.0,1.0,0.2199,2.0,,0.0296,3.0,,,2.0,2.0,1.0,,,,1.0,,1.0,,
