match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_errorLeadToAShot,stat_wasFouled,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
12436566,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,1,1,False,True,28.0,25.0,4.0,2.0,0.0,25.0,26.0,2.0,1.0,1.0,2.0,10.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,90.0,44.0,6.2,4.0,0.00010045,0,-1.6291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436566,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,190877,EUR,813196800,D,2,2,False,,50.0,41.0,6.0,3.0,0.0,17.0,18.0,36.0,3.0,4.0,1.0,1.0,,,,,,,,90.0,66.0,6.6,13.0,0.0155689,0,,24.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12436566,home,Fulham,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,5,5,False,,75.0,63.0,15.0,7.0,0.0,35.0,38.0,38.0,2.0,4.0,12.0,4.0,,,,,,,,90.0,94.0,6.8,13.0,0.020653,1,,28.0,1.0,5.0,,,,2.0,,4.0,1.0,1.0,1.0,1.0,0.0206,,,,,,,,,,,,,,,
12436566,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,861972,EUR,946598400,D,3,3,False,,80.0,73.0,6.0,2.0,0.0,34.0,38.0,43.0,1.0,2.0,6.0,7.0,,,,,,,,90.0,99.0,6.6,10.0,0.019898,0,,39.0,1.0,3.0,2.0,1.0,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,
12436566,home,Fulham,Ryan Sessegnon,ryan-sessegnon,R. Sessegnon,D,30,178,1731,M,836698,EUR,958608000,D,30,30,False,,56.0,47.0,3.0,2.0,0.0,22.0,27.0,30.0,1.0,6.0,4.0,4.0,,,,,,,,83.0,88.0,7.0,17.0,0.0259318,1,,25.0,1.0,6.0,,,1.0,3.0,,,,,6.0,2.0,0.0448,,,5.0,1.0,1.0,1.0,0.0847,,,,,,,,
12436566,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,,26.0,21.0,1.0,1.0,0.0,8.0,10.0,19.0,,2.0,2.0,3.0,,,,,,,,74.0,36.0,6.5,9.0,0.0205154,1,,13.0,3.0,3.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,0.0195,,,1.0,1.0,,,,andreaspereira,1.0,1.0,,,,,
12436566,home,Fulham,Sander Berge,sander-berge,S. Berge,M,16,195,2096,M,793167,EUR,887414400,M,16,16,False,,47.0,43.0,2.0,2.0,0.0,19.0,19.0,28.0,1.0,4.0,2.0,4.0,,,,,,,,83.0,57.0,6.5,8.0,0.0187167,0,,24.0,,3.0,,,,2.0,1.0,1.0,,1.0,,,,,,3.0,,1.0,,,,,2.0,,,,,
12436566,home,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173,4932,M,355528,EUR,858988800,M,8,8,False,,13.0,9.0,3.0,,0.0,3.0,3.0,13.0,,1.0,,3.0,,,,,,,,74.0,32.0,7.3,9.0,0.0334707,8,,6.0,3.0,4.0,,,,1.0,1.0,1.0,3.0,,2.0,2.0,0.3008,,,2.0,,,3.0,0.6839,,,1.0,2.0,,,,
12436566,home,Fulham,Emile Smith Rowe,emile-smith-rowe,E. Smith Rowe,M,32,182,7311,M,867445,EUR,964742400,M,32,32,False,,40.0,36.0,,,1.0,16.0,16.0,26.0,,3.0,,4.0,,,,,,,,63.0,48.0,7.3,8.0,0.186671,0,,21.0,2.0,2.0,,,,,3.0,,,,,,,,,,,3.0,,,esr,,2.0,,1.0,1.0,,
12436566,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,17,17,False,,58.0,50.0,4.0,2.0,0.0,17.0,18.0,44.0,,3.0,,7.0,,,,,,,,90.0,77.0,7.6,14.0,0.18682,3,,35.0,4.0,7.0,4.0,3.0,,1.0,3.0,,1.0,,3.0,1.0,0.0877,,,2.0,,1.0,1.0,0.0891,alexanderiwobi,,1.0,1.0,2.0,,,
