match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialLost,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_penaltyConceded,stat_keyPass,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,captain,stat_bigChanceMissed,stat_totalOffside,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAGoal,stat_penaltyWon
14082867,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191.0,2805,M,791773,EUR,796003200,G,1,1,False,23.0,20.0,10.0,7.0,0.0,17.0,18.0,3.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,26.0,6.7,3.0,0.00096165,-0.0012,0,-0.2673,0.04,0.01,-0.17,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082867,home,Real Sociedad,Jon Aramburu,jon-aramburu,J. Aramburu,D,2,176.0,6479,M,1116388,EUR,1027382400,D,2,2,False,54.0,43.0,7.0,4.0,0.0,14.0,17.0,29.0,37.0,3.0,3.0,,,,,,90.0,80.0,7.0,18.0,0.014465,,2,,0.2,0.1,-0.35,,Jon Aramburu,ElBufalo,2.0,4.0,5.0,7.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0366,0.2247,-0.23,,,,,,,,,,,,,,,,,,,
14082867,home,Real Sociedad,Jon Martin,vicente-jon-martin,J. Martin,D,31,185.0,1209,M,1466116,EUR,1145750400,D,31,31,False,76.0,71.0,4.0,3.0,0.0,46.0,50.0,25.0,26.0,8.0,5.0,,,,,,90.0,96.0,7.0,9.0,0.0156343,,1,,0.07,0.28,-0.34,,Jon Martín,,,10.0,6.0,11.0,,,,1.0,1.0,,2.0,,3.0,0.0666,,-0.21,2.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,
14082867,home,Real Sociedad,Igor Zubeldia,igor-zubeldia,I. Zubeldia,D,5,180.0,881,M,838159,EUR,859680000,D,5,5,False,63.0,61.0,4.0,2.0,0.0,45.0,45.0,16.0,18.0,11.0,4.0,,,,,,90.0,79.0,6.6,4.0,0.134241,,0,,0.35,0.15,-0.34,,,,,4.0,4.0,5.0,,,,1.0,1.0,,1.0,,2.0,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,
14082867,home,Real Sociedad,Sergio Gómez,sergio-gomez,S. Gómez,M,17,171.0,4445,M,855835,EUR,968025600,D,17,17,False,54.0,47.0,5.0,2.0,0.0,21.0,23.0,26.0,31.0,2.0,3.0,,,,,,71.0,80.0,6.8,17.0,0.0138107,,0,,0.14,0.01,-0.55,,,sergiogm_10,3.0,1.0,5.0,8.0,3.0,1.0,,,6.0,1.0,4.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
14082867,home,Real Sociedad,Beñat Turrientes,benat-turrientes,B. Turrientes,M,8,179.0,748,M,980410,EUR,1012435200,M,8,8,False,40.0,36.0,1.0,1.0,0.0,18.0,20.0,18.0,20.0,,6.0,,,,,,56.0,52.0,6.4,11.0,0.0913368,,1,,0.06,0.2,-0.06,,,,2.0,,4.0,1.0,,1.0,,1.0,,,4.0,1.0,2.0,0.042,,-0.09,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,
14082867,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174.0,23791,M,880218,EUR,991612800,M,14,14,False,41.0,32.0,3.0,1.0,0.0,10.0,12.0,22.0,29.0,1.0,2.0,,,,,,90.0,62.0,7.0,17.0,0.148463,,2,,0.32,0.54,-0.18,,,KuboTake,3.0,,6.0,6.0,1.0,2.0,1.0,,,,4.0,5.0,1.0,0.1672,0.1106,-0.53,1.0,2.0,1.0,,,4.0,2.0,1.0,,,,,,,,,,,
14082867,home,Real Sociedad,Luka Sučić,luka-sucic,L. Sučić,M,24,185.0,6267,M,949156,EUR,1031443200,M,24,24,False,16.0,13.0,2.0,1.0,0.0,10.0,10.0,3.0,6.0,,2.0,,,,,,56.0,21.0,6.2,7.0,0.00910587,,0,,0.02,0.06,-0.11,,,luka_sucic,1.0,,3.0,,,1.0,,,,,2.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,
14082867,home,Real Sociedad,Pablo Marín,pablo-marin,P. Marín,M,15,178.0,481,M,1139409,EUR,1057190400,M,28,28,False,34.0,26.0,3.0,2.0,0.0,17.0,19.0,9.0,15.0,1.0,5.0,,,,,,90.0,45.0,6.4,13.0,0.0354894,,0,,-0.27,0.2,-0.16,,Pablo Marín,,1.0,1.0,6.0,5.0,2.0,,,,1.0,1.0,2.0,3.0,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,
14082867,home,Real Sociedad,Ander Barrenetxea,ander-barrenetxea,A. Barrenetxea,F,7,174.0,1646,M,966862,EUR,1009411200,M,7,7,False,26.0,22.0,2.0,1.0,0.0,9.0,10.0,13.0,16.0,,1.0,,,,,,80.0,46.0,7.9,13.0,0.261307,,4,,0.22,0.23,-0.13,,,,4.0,2.0,3.0,5.0,,,2.0,,,,4.0,2.0,,0.1655,0.475,0.5,1.0,3.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
