match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_outfielderBlock,stat_unsuccessfulTouch,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,stat_wonContest,stat_keyPass,captain,stat_goalAssist,stat_shotOffTarget,stat_dispossessed,stat_interceptionWon,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_punches,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork
10408584,home,Almería,Fernando Martínez,fernando-martinez,F. Martínez,G,13,185,172,M,139925,EUR,644976000,G,13,13,False,27.0,11.0,20.0,4.0,7.0,9.0,4.0,18.0,9.0,1.0,3.0,3.0,1.0,1.0,90.0,35.0,6.9,16.0,0.0,0.0,0.00071225,0,-0.6366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408584,home,Almería,Houboulang Mendes,houboulang-mendes,H. Mendes,D,17,183,116,M,845119,EUR,894240000,D,24,24,False,20.0,13.0,6.0,2.0,10.0,12.0,3.0,9.0,5.0,,,,,,89.0,47.0,6.8,11.0,0.0,0.0,0.00394506,0,,,,1.0,6.0,6.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
10408584,home,Almería,Rodrigo Ely,rodrigo-ely,R. Ely,D,5,188,877,M,168745,EUR,752284800,D,19,19,False,33.0,21.0,14.0,4.0,16.0,17.0,5.0,16.0,7.0,,,,,,90.0,46.0,6.9,13.0,0.0,0.0,0.00110448,0,,,,,,3.0,,,7.0,1.0,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10408584,home,Almería,Srđan Babić,srdan-babic,S. Babić,D,6,195,634,M,280815,EUR,830131200,D,22,22,False,23.0,14.0,6.0,,10.0,12.0,4.0,11.0,4.0,,,,,,90.0,32.0,7.2,10.0,0.1497,0.0866,0.00158504,1,,,,,1.0,5.0,,,4.0,3.0,2.0,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10408584,home,Almería,Sergio Akieme,sergio-akieme,S. Akieme,D,18,175,293,M,827942,EUR,882230400,D,15,15,False,21.0,17.0,5.0,2.0,7.0,8.0,11.0,15.0,9.0,,,,,,90.0,39.0,6.7,8.0,0.0,0.0,0.092562,0,,,,2.0,4.0,4.0,1.0,3.0,2.0,2.0,,,1.0,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,
10408584,home,Almería,César de la Hoz,cesar-de-la-hoz,C. de la Hoz,M,,179,47,M,233328,EUR,701913600,M,6,6,False,20.0,13.0,3.0,2.0,4.0,5.0,9.0,15.0,3.0,,,,,,90.0,28.0,6.9,7.0,0.0,0.0,0.0386725,0,,,,,5.0,4.0,1.0,,1.0,3.0,2.0,,4.0,1.0,,,,,,,,1.0,True,,,,,,,,,,,,,
10408584,home,Almería,Gonzalo Melero,gonzalo-melero,G. Melero,M,16,183,159,M,789886,EUR,757468800,M,3,3,False,12.0,11.0,2.0,2.0,5.0,6.0,6.0,6.0,4.0,,,,,,66.0,22.0,7.6,1.0,0.0491,0.0,0.0115156,1,,,,,1.0,9.0,,1.0,1.0,4.0,2.0,3.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,
10408584,home,Almería,Léo Baptistão,leo-baptistao,Léo Baptistão,M,12,181,560,M,252857,EUR,714787200,M,12,12,False,23.0,13.0,4.0,,5.0,6.0,9.0,19.0,11.0,,,,,,66.0,46.0,6.9,17.0,0.0737,0.0,0.18786,2,,,,2.0,8.0,8.0,1.0,4.0,1.0,4.0,3.0,2.0,2.0,1.0,,1.0,,,,1.0,1.0,1.0,,,2.0,2.0,1.0,,,,,,,,,
10408584,home,Almería,Lucas Robertone,lucas-robertone,L. Robertone,M,8,173,656,M,848926,EUR,858643200,M,5,5,False,26.0,21.0,3.0,2.0,10.0,11.0,11.0,18.0,6.0,,,,,,79.0,42.0,7.2,10.0,0.4897,0.5014,0.0169837,1,,,,3.0,7.0,4.0,2.0,2.0,2.0,,,2.0,2.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,
10408584,home,Almería,Adrián Embarba,adrian-embarba,A. Embarba,M,23,173,477,M,346516,EUR,705196800,M,10,10,False,14.0,11.0,2.0,1.0,4.0,5.0,9.0,17.0,2.0,,,,,,87.0,42.0,7.7,15.0,0.1454,0.0237,0.105185,2,,,,8.0,12.0,9.0,,3.0,,7.0,2.0,1.0,4.0,1.0,,1.0,3.0,1.0,,2.0,,3.0,,2.0,1.0,2.0,,2.0,3.0,,,,,,,
10408584,home,Almería,El Bilal Touré,el-bilal-toure,E. B. Touré,F,19,185,9510,M,982615,EUR,1002067200,F,9,9,False,13.0,9.0,,,4.0,6.0,5.0,7.0,2.0,,,,,,79.0,27.0,7.3,10.0,0.2657,0.4341,0.0112297,2,,,,,3.0,4.0,,1.0,,1.0,1.0,,1.0,3.0,,5.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,el_bilal_9,,,,,,
10408584,home,Almería,Alejandro Pozo,alejandro-pozo,A. Pozo,D,7,174,158,M,848080,EUR,919641600,M,17,17,True,6.0,4.0,1.0,,2.0,3.0,2.0,4.0,2.0,,,,,,24.0,11.0,6.5,4.0,0.0157,0.0,0.00117229,1,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,
10408584,home,Almería,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,988351,EUR,975283200,M,23,23,True,12.0,8.0,4.0,2.0,2.0,6.0,6.0,6.0,3.0,,,,,,24.0,19.0,6.4,6.0,0.0,0.0,0.00650642,0,,,,,5.0,3.0,,,3.0,2.0,,,4.0,1.0,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,
10408584,home,Almería,Largie Ramazani,largie-ramazani,L. Ramazani,M,17,167,1568,M,909966,EUR,983232000,F,7,7,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,11.0,9.0,6.4,5.0,0.0,0.0,0.0223766,0,,,,,3.0,2.0,,3.0,,,,,1.0,,,3.0,,,,,2.0,,,,,1.0,,,1.0,,,,,,,
10408584,home,Almería,Íñigo Eguaras,inigo-eguaras,Í. Eguaras,M,16,181,52,M,572198,EUR,699926400,M,4,4,True,9.0,7.0,1.0,1.0,4.0,6.0,3.0,3.0,4.0,,,,,,11.0,14.0,6.6,4.0,0.0,0.0,0.0125544,0,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10408584,home,Almería,Kaiky,kaiky,Kaiky,D,15,185,747,M,1105331,EUR,1073865600,D,2,2,True,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,Kaiky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408584,home,Almería,Fernando Pacheco,fernando-pacheco,F. Pacheco,G,1,186,220,M,144501,EUR,706147200,G,1,1,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408584,home,Almería,Gui,gui,Gui,M,8,183,89,M,1131043,EUR,1019001600,M,28,28,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,Guilherme Borges Guedes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408584,home,Almería,Francisco Portillo,francisco-portillo,F. Portillo,M,20,169,93,M,106288,EUR,645235200,M,8,8,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408584,home,Almería,Arnau Puigmal,arnau-puigmal,A. Puigmal,M,2,173,145,M,910023,EUR,979084800,M,18,18,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408584,home,Almería,Martin Šviderský,martin-svidersky,M. Šviderský,M,6,180,139,M,964161,EUR,1033689600,M,26,26,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408584,home,Almería,Lázaro,lazaro,Lázaro,F,7,181,1882,M,1002556,EUR,1015891200,F,14,14,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408584,home,Almería,Dyego Sousa,dyego-sousa,D. Sousa,F,,190,127,M,128360,EUR,621734400,F,11,11,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408584,away,Rayo Vallecano,Diego López,diego-lopez,D. López,G,26,196,199,,4697,EUR,373593600,G,13,13,False,24.0,17.0,7.0,1.0,17.0,18.0,,6.0,8.0,,,1.0,,,90.0,31.0,5.3,7.0,0.0,0.0,8.1e-05,0,-1.9542,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
10408584,away,Rayo Vallecano,Iván Balliu,ivan-balliu,I. Balliu,D,20,175,688,M,152446,EUR,694224000,D,20,20,False,46.0,42.0,2.0,1.0,18.0,18.0,24.0,33.0,1.0,,,,,,90.0,71.0,6.3,14.0,0.1404,0.0,0.0222418,1,,,,5.0,3.0,2.0,,,2.0,,,2.0,,,,1.0,1.0,,,,,1.0,,,1.0,2.0,2.0,,1.0,,,,,,,
10408584,away,Rayo Vallecano,Florian Lejeune,florian-lejeune,F. Lejeune,D,24,190,1047,M,88528,EUR,674697600,D,19,19,False,23.0,20.0,4.0,2.0,14.0,14.0,6.0,9.0,2.0,,,,,,45.0,27.0,6.3,3.0,0.0,0.0,0.00576201,0,,,,,2.0,2.0,,,3.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
10408584,away,Rayo Vallecano,Alejandro Catena,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,5,5,False,58.0,50.0,10.0,7.0,39.0,43.0,11.0,15.0,7.0,,,,,,90.0,67.0,7.2,9.0,0.2603,0.2644,0.00583327,2,,,,,2.0,2.0,1.0,,3.0,1.0,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
10408584,away,Rayo Vallecano,Fran García,fran-garcia,F. Garcia,D,20,170,66463,M,851271,EUR,934588800,D,3,3,False,38.0,27.0,2.0,,13.0,16.0,14.0,31.0,5.0,,,,,,90.0,70.0,5.8,24.0,0.0,0.0,0.0308239,0,,,,9.0,5.0,1.0,,2.0,1.0,,,,,,,,1.0,,,,1.0,,,,,3.0,,,1.0,frangarci11,,,,,,
10408584,away,Rayo Vallecano,Isi Palazón,isi-palazon,I. Palazón,M,7,169,2151,M,899982,EUR,788486400,M,7,7,False,28.0,25.0,2.0,1.0,5.0,8.0,22.0,27.0,8.0,,,,,,86.0,61.0,6.3,24.0,0.0,0.0,0.091554,0,,,,7.0,14.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,,,5.0,1.0,,,2.0,1.0,2.0,,1.0,,9.0,1.0,2.0,1.0,,,,,,,
