match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,captain,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_shotOffTarget,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_goodHighClaim,stat_punches
14109600,home,Eyüpspor,Berke Özer,berke-ozer,B. Özer,G,1,191,3022,M,847494,EUR,959212800,G,1,1,False,35.0,30.0,12.0,7.0,0.0,23.0,23.0,7.0,12.0,4.0,1.0,1.0,1.0,90.0,36.0,6.6,5.0,0.0138465,0.2308,0,-0.8642,0.13,0.07,-0.42,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109600,home,Eyüpspor,Talha Ülvan,talha-ulvan,T. Ülvan,D,17,179,42,M,1084164,EUR,987724800,D,17,17,False,16.0,14.0,1.0,,0.0,5.0,7.0,9.0,9.0,,,,,45.0,35.0,6.0,7.0,0.0373702,,1,,0.03,0.04,-0.56,,Talha Gür,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0102,-0.08,,,,,,,,,,,,,,,,,,,,
14109600,home,Eyüpspor,Robin Yalçın,robin-yalcin,R. Yalçın,D,2,183,93,M,138154,EUR,759456000,D,6,6,False,61.0,53.0,4.0,2.0,0.0,30.0,32.0,23.0,29.0,4.0,,,,90.0,70.0,6.4,8.0,0.0167793,,0,,0.01,0.27,-0.41,,,,,,1.0,4.0,,,,,1.0,1.0,,1.0,,,True,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
14109600,home,Eyüpspor,Luccas Claro,luccas-claro,L. Claro,D,4,182,171,M,998209,EUR,687916800,D,4,4,False,52.0,49.0,1.0,1.0,0.0,34.0,36.0,15.0,16.0,4.0,,,,90.0,66.0,6.3,6.0,0.00694064,,1,,0.03,0.27,-0.26,,,,,,6.0,5.0,,1.0,,,,,2.0,,0.1048,-0.29,,5.0,5.0,,,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,
14109600,home,Eyüpspor,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189,775,M,858004,EUR,892598400,D,18,18,False,50.0,45.0,4.0,2.0,0.0,23.0,23.0,22.0,27.0,6.0,,,,90.0,64.0,6.0,5.0,0.0131843,,0,,0.03,0.04,-0.63,,,,,,,3.0,,,,,1.0,1.0,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,
14109600,home,Eyüpspor,Kerem Demirbay,kerem-demirbay,K. Demirbay,M,26,185,2108,M,142619,EUR,741657600,M,10,10,False,54.0,40.0,10.0,5.0,0.0,13.0,14.0,27.0,40.0,6.0,,,,90.0,79.0,6.5,24.0,0.163356,,0,,0.18,0.21,-0.27,,,,11.0,3.0,6.0,4.0,,,,1.0,,,1.0,3.0,,,,3.0,,2.0,1.0,,,,,2.0,2.0,,,,,,,,,
14109600,home,Eyüpspor,Melih Kabasakal,kabasakal-melih,M. Kabasakal,M,6,178,97,M,828872,EUR,824601600,M,57,57,False,20.0,17.0,,,0.0,11.0,12.0,6.0,8.0,3.0,,,,45.0,29.0,6.6,3.0,0.0103803,,0,,-0.04,0.07,-0.15,,,,,,2.0,4.0,2.0,,,3.0,2.0,1.0,,,,,,,,2.0,2.0,2.0,,,,,,1.0,,,,,,,,
14109600,home,Eyüpspor,Serdar Gürler,serdar-gurler,S. Gürler,M,7,176,112,M,96520,EUR,684806400,M,11,11,False,19.0,14.0,1.0,,0.0,7.0,8.0,7.0,11.0,7.0,,,,77.0,40.0,6.3,19.0,0.374362,,1,,0.45,0.27,-0.21,,,,8.0,2.0,7.0,1.0,1.0,2.0,,1.0,,,2.0,,0.4853,-0.56,,,1.0,4.0,,,,1.0,,,1.0,,1.0,1.0,,,,,,
14109600,home,Eyüpspor,Emre Akbaba,emre-akbaba,E. Akbaba,M,8,180,415,M,343527,EUR,718156800,M,8,8,False,16.0,15.0,1.0,1.0,0.0,10.0,10.0,5.0,6.0,1.0,,,,45.0,27.0,6.1,4.0,0.00514422,,2,,-0.05,0.03,-0.18,,,,1.0,,4.0,2.0,1.0,,,,1.0,1.0,2.0,1.0,0.2956,-0.51,,1.0,,,,,,2.0,,2.0,,,,1.0,1.0,,,,,
14109600,home,Eyüpspor,Denis Drăguş,denis-dragus,D. Drăguş,F,70,184,2441,M,841199,EUR,931219200,M,70,70,False,27.0,20.0,4.0,2.0,0.0,5.0,6.0,15.0,21.0,6.0,,,,90.0,62.0,6.2,21.0,0.23544,,6,,0.32,-0.31,-0.24,,,,4.0,1.0,11.0,6.0,1.0,1.0,1.0,,4.0,3.0,2.0,1.0,0.4244,-0.71,,,,8.0,1.0,1.0,,3.0,,2.0,3.0,,1.0,1.0,,2.0,1.2835,,,
