match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_fouls,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_totalOffside,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals
12357104,home,Athletico,Léo Linck,leo-linck,L. Linck,G,24,194,1042,M,1119887,EUR,983577600,G,24,24,False,20.0,14.0,8.0,2.0,0.0,12.0,12.0,2.0,8.0,1.0,6.0,2.0,3.0,1.0,90.0,29.0,7.0,6.0,0.00028546,0,0.6206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357104,home,Athletico,Leonardo Godoy,leonardo-godoy,L. Godoy,D,29,174,518,M,794006,EUR,799027200,D,29,29,False,15.0,14.0,,,0.0,8.0,8.0,6.0,10.0,,1.0,,,,45.0,21.0,6.3,4.0,0.0045166,0,,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357104,home,Athletico,Kaique Rocha,kaique-rocha,K. Rocha,D,27,195,456,M,963990,EUR,983318400,D,4,4,False,56.0,49.0,7.0,4.0,0.0,26.0,29.0,23.0,27.0,3.0,4.0,,,,90.0,64.0,7.1,7.0,0.025572,0,,,1.0,,,1.0,4.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12357104,home,Athletico,Thiago Heleno,thiago-heleno,T. Heleno,D,44,185,283,M,33106,EUR,590457600,D,44,44,False,65.0,54.0,11.0,6.0,0.0,36.0,40.0,18.0,25.0,3.0,8.0,,,,90.0,78.0,7.5,11.0,0.00788766,2,,,4.0,2.0,,2.0,4.0,6.0,2.0,1.0,,,,True,1.0,1.0,2.0,2.0,0.0737,0.0417,1.0,,,,,,,,,,,
12357104,home,Athletico,Lucas Esquivel,lucas-esquivel,L. Esquivel,D,37,183,1067,M,1087079,EUR,1003017600,D,37,37,False,54.0,45.0,8.0,4.0,0.0,13.0,15.0,33.0,44.0,2.0,7.0,,,,90.0,78.0,7.5,15.0,0.250778,2,,5.0,1.0,,,1.0,2.0,4.0,,1.0,1.0,Lucas Esquivel,,,2.0,,1.0,1.0,0.0218,,3.0,1.0,1.0,,,,,,,,,
12357104,home,Athletico,Fernandinho,fernandinho,Fernandinho,M,,179,1901,M,13630,EUR,484012800,M,5,5,False,68.0,59.0,6.0,3.0,1.0,19.0,22.0,40.0,47.0,,6.0,,,,90.0,80.0,7.5,13.0,0.124123,1,,1.0,5.0,,1.0,2.0,,3.0,,,,,,,1.0,,3.0,2.0,0.0106,,3.0,,1.0,1.0,1.0,1.0,1.0,,,,,
12357104,home,Athletico,Erick,erick,Erick,M,14,176,1116,M,874063,EUR,879465600,M,26,26,False,56.0,53.0,2.0,2.0,0.0,25.0,27.0,28.0,29.0,1.0,6.0,,,,90.0,71.0,7.5,4.0,0.0330403,3,,,9.0,2.0,3.0,3.0,2.0,8.0,,1.0,3.0,,,,2.0,1.0,2.0,1.0,0.1358,0.0319,2.0,,,1.0,1.0,,,1.0,,,,
12357104,home,Athletico,Nikão,nikao,Nikão,M,11,174,442,M,139300,EUR,712368000,M,11,11,False,38.0,32.0,8.0,6.0,0.0,8.0,9.0,25.0,33.0,,7.0,,,,88.0,57.0,7.1,12.0,0.0531005,4,,4.0,5.0,1.0,,2.0,,5.0,,,1.0,,,,1.0,1.0,3.0,3.0,0.4204,0.4821,2.0,1.0,1.0,1.0,2.0,,,1.0,1.0,2.0,,
12357104,home,Athletico,Bruno Zapelli,bruno-zapelli,Bruno Zapelli,M,10,181,1443,M,1092354,EUR,1021507200,M,10,10,False,26.0,21.0,,,1.0,6.0,6.0,16.0,26.0,,1.0,,,,45.0,45.0,7.2,17.0,0.83162,1,,6.0,10.0,2.0,2.0,1.0,,2.0,,1.0,,,,,1.0,,2.0,2.0,0.1256,,2.0,1.0,1.0,4.0,1.0,2.0,,,,,,
12357104,home,Athletico,Christian,christian,Christian,M,88,178,1761,M,981733,EUR,977184000,M,88,88,False,34.0,28.0,2.0,1.0,0.0,5.0,5.0,23.0,29.0,,1.0,,,,84.0,50.0,7.1,9.0,0.0401455,1,,,6.0,1.0,2.0,1.0,,6.0,,1.0,3.0,,,,,,3.0,3.0,0.0503,,1.0,,1.0,2.0,,,,,,1.0,,
