match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalTackle,stat_wonTackle,captain,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_goalAssist,stat_duelLost,stat_totalContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_wasFouled,player_lastName,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_expectedGoalsOnTarget,player_sofascoreId,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_challengeLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_hitWoodwork
11401903,home,SC Heerenveen,Osame Sahraoui,osame-sahraoui,O. Sahraoui,M,11,170,7357,M,965357,EUR,992217600,F,20,20,False,9.0,9.0,,,4.0,4.0,5.0,7.0,2.0,,,33.0,26.0,7.2,8.0,0.00660704,1,,,2.0,,5.0,,,,,,,,0.1552,,,3.0,5.0,,3.0,2.0,,3.0,1.0,1.0,,0.5667,osamesahraoui,,1.0,,,,,,
11401903,home,SC Heerenveen,Anas Tahiri,anas-tahiri,A. Tahiri,M,19,179,260,M,544156,EUR,800496000,M,26,26,True,42.0,36.0,2.0,1.0,20.0,22.0,16.0,21.0,6.0,,,57.0,53.0,7.1,10.0,0.127075,1,,,1.0,1.0,1.0,,,,2.0,,1.0,,0.0641,2.0,,2.0,,,2.0,,,,1.0,,1.0,0.0832,,,,1.0,,,,,
11401903,home,SC Heerenveen,Hussein Ali,hussein-ali,H. Ali,D,15,180,1946,M,962056,EUR,1014940800,D,15,15,True,5.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,,,21.0,10.0,6.8,3.0,0.00088176,0,,,1.0,,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11401903,home,SC Heerenveen,Daniel Karlsbakk,daniel-karlsbakk,D. Karlsbakk,F,11,186,589,M,1173573,EUR,1049673600,F,9,9,True,3.0,3.0,,,,,3.0,3.0,1.0,,,21.0,8.0,6.9,2.0,0.0461234,2,,Daniel Karlsbakk,,,,,,,,,,1.0,0.5734,,,2.0,,,2.0,,,,1.0,,1.0,0.1516,,,1.0,,,1.0,,,
11401903,home,SC Heerenveen,Charlie Webster,charlie-webster,C. Webster,M,8,175,333,M,1142270,EUR,1075507200,M,14,14,True,8.0,6.0,1.0,,,1.0,6.0,10.0,3.0,,,13.0,17.0,6.5,7.0,0.0197316,0,,,3.0,,2.0,1.0,1.0,,,,,,,,,4.0,,,,1.0,,,,,1.0,,,,2.0,2.0,,,,,
11401903,home,SC Heerenveen,Espen Van Ee,van-ee-espen,E. v. Ee,M,22,179,71,M,1126965,EUR,1057363200,M,40,40,True,3.0,2.0,1.0,1.0,2.0,2.0,,1.0,1.0,,,13.0,5.0,6.7,2.0,4.54e-05,0,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
11401903,home,SC Heerenveen,Mickey van der Hart,mickey-van-der-hart,M. v. d. Hart,G,,188,97,M,242313,EUR,771465600,G,13,13,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401903,home,SC Heerenveen,Jan Bekkema,jan-bekkema,J. Bekkema,G,,186,29,M,843764,EUR,829008000,G,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401903,home,SC Heerenveen,Denzel Hall,denzel-hall,D. Hall,D,22,180,97,M,987523,EUR,990489600,D,2,2,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401903,home,SC Heerenveen,Djenahro Nunumete,djenahro-nunumete,D. Nunumete,D,21,179,65,M,1000673,EUR,1012176000,M,21,21,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401903,home,SC Heerenveen,Syb van Ottele,syb-van-ottele,S. v. Ottele,D,6,185,91,M,961686,EUR,1012608000,D,6,6,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401903,home,SC Heerenveen,Melle Witteveen,melle-witteveen,M. Witteveen,M,25,174,50,M,1441150,EUR,1056412800,M,38,38,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401903,home,SC Heerenveen,Ché Nunnely,che-nunnely,C. Nunnely,M,11,170,190,M,825841,EUR,918086400,F,17,17,True,,,,,,,,,,,,,,,,,0,,Ché,,,,,,,,,,,,,,,,,,,Nunnely,,,,,,,,,,,,,,
11401903,away,Heracles Almelo,Michael Brouwer,michael-brouwer,M. Brouwer,G,25,187,75,M,252027,EUR,727574400,G,1,1,False,33.0,27.0,13.0,7.0,24.0,24.0,3.0,9.0,1.0,4.0,6.0,90.0,39.0,7.4,6.0,0.0003875,0,-0.8832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401903,away,Heracles Almelo,Navajo Bakboord,navajo-bakboord,N. Bakboord,D,,177,75,M,837264,EUR,917568000,D,19,19,False,35.0,28.0,3.0,2.0,18.0,21.0,10.0,16.0,5.0,,,60.0,60.0,6.2,13.0,0.00503302,0,,,2.0,2.0,5.0,2.0,1.0,,2.0,1.0,,,,,,3.0,,,1.0,1.0,,,,,2.0,,,,1.0,,,,,1.0,
11401903,away,Heracles Almelo,Stijn Bultman,bultman-stijn,S. Bultman,D,18,185,61,M,1486433,EUR,1106956800,D,35,35,False,62.0,49.0,9.0,4.0,32.0,37.0,17.0,25.0,3.0,,,90.0,80.0,6.6,15.0,0.0163045,0,,Stijn Bultman,,4.0,6.0,2.0,1.0,,4.0,,2.0,,,,,4.0,,,1.0,,,,,,,,,,4.0,,,,,,
11401903,away,Heracles Almelo,Justin Hoogma,justin-hoogma,J. Hoogma,D,4,190,87,M,833246,EUR,897523200,D,21,21,False,77.0,61.0,13.0,4.0,44.0,50.0,17.0,28.0,6.0,,,90.0,83.0,6.1,17.0,0.00980937,0,,,1.0,,1.0,,,True,3.0,,1.0,,,,,4.0,,,,1.0,,,,,1.0,,,,2.0,,1.0,,,,
11401903,away,Heracles Almelo,Ruben Roosken,ruben-roosken,R. Roosken,D,12,183,99,M,988990,EUR,951955200,D,12,12,False,40.0,28.0,4.0,,14.0,17.0,15.0,28.0,10.0,,,90.0,68.0,6.1,21.0,0.129522,0,,,5.0,1.0,3.0,,,,,,3.0,,,1.0,,6.0,2.0,,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,2.0,1.0,,,,
11401903,away,Heracles Almelo,Thomas Bruns,thomas-bruns,T. Bruns,M,10,177,36,M,146401,EUR,694742400,M,17,17,False,33.0,22.0,5.0,3.0,8.0,12.0,16.0,26.0,4.0,,,74.0,56.0,7.3,17.0,0.121826,2,,,5.0,1.0,7.0,2.0,2.0,,1.0,,,2.0,0.1141,2.0,,4.0,1.0,1.0,2.0,4.0,,,,,,,,2.0,3.0,,,,,,
11401903,away,Heracles Almelo,Brian De Keersmaecker,brian-de-keersmaecker,B. D. Keersmaeker,M,14,182,235,M,981222,EUR,957571200,M,14,14,False,49.0,45.0,7.0,4.0,28.0,28.0,17.0,21.0,9.0,,,90.0,62.0,6.9,5.0,0.0124634,0,,,,,5.0,4.0,3.0,,2.0,,2.0,,,1.0,,5.0,2.0,,,,,1.0,,,2.0,,,,,,2.0,,,,
11401903,away,Heracles Almelo,Lasse Wehmeyer,lasse-wehmeyer,L. Wehmeyer,F,7,177,19,M,1413134,EUR,1032307200,M,39,39,False,8.0,8.0,,,3.0,3.0,6.0,8.0,1.0,,,60.0,18.0,6.5,3.0,0.145743,2,,Lasse Wehmeyer,3.0,,1.0,,,,,,,2.0,0.2804,1.0,,2.0,1.0,,1.0,,,1.0,,,,,,1.0,,,2.0,1.0,,,1.0
11401903,away,Heracles Almelo,Anas Ouahim,anas-ouahim,A. Ouahim,M,10,175,200,M,845102,EUR,874972800,M,10,10,False,13.0,9.0,2.0,2.0,1.0,3.0,8.0,10.0,4.0,,,60.0,25.0,5.8,12.0,0.012547,0,,,,1.0,3.0,1.0,,,,,,,,,,10.0,3.0,,2.0,1.0,,,,,1.0,,,,4.0,2.0,,,,,
11401903,away,Heracles Almelo,Emil Hansson,emil-hansson,E. Hansson,M,7,172,243,M,794362,EUR,897868800,M,29,29,False,16.0,13.0,1.0,1.0,6.0,6.0,7.0,10.0,3.0,,,53.0,20.0,6.4,5.0,0.00813507,0,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,1.0,,,,,,
11401903,away,Heracles Almelo,Mario Engels,mario-engels,M. Engels,M,8,183,72,M,132674,EUR,751248000,F,8,8,False,18.0,16.0,1.0,1.0,8.0,9.0,8.0,10.0,1.0,,,90.0,28.0,6.7,6.0,0.0122773,2,,,1.0,,2.0,,,,,,,,0.2333,,,5.0,2.0,,2.0,1.0,,1.0,1.0,,,0.2685,,,4.0,,,,1.0,,
11401903,away,Heracles Almelo,Bryan Limbombe,bryan-limbombe,B. Limbombe,M,7,172,160,M,996988,EUR,989798400,F,7,7,True,10.0,8.0,,,2.0,2.0,6.0,9.0,1.0,,,37.0,19.0,6.6,7.0,0.00807617,2,,,1.0,,,,,,,,,,0.0577,1.0,,2.0,2.0,,2.0,,,,1.0,,,0.196,,,,,,,1.0,,
11401903,away,Heracles Almelo,Abdenego Nankishi,abdenego-nankishi,A. Nankishi,M,17,178,65,M,1064081,EUR,1025913600,F,24,24,True,6.0,5.0,1.0,,1.0,1.0,4.0,5.0,,,,30.0,13.0,6.6,4.0,0.010866,0,,,,,3.0,2.0,1.0,,,,,,,,,2.0,,,3.0,1.0,,,,,1.0,,,,1.0,,,,,,
11401903,away,Heracles Almelo,Marko Vejinović,marko-vejinovic,M. Vejinović,M,18,186,29,M,40947,EUR,634003200,M,18,18,True,34.0,28.0,7.0,6.0,9.0,13.0,19.0,21.0,3.0,,,30.0,44.0,7.1,7.0,0.0179156,1,,,,,2.0,2.0,2.0,,2.0,,1.0,,0.0166,1.0,,2.0,,,,,,,1.0,,1.0,0.0162,,,,1.0,,,,,
11401903,away,Heracles Almelo,Mohamed Sankoh,mohamed-sankoh,M. Sankoh,F,44,180,334,M,982779,EUR,1066262400,F,44,44,True,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,30.0,10.0,6.5,4.0,0.00501087,0,,Mohamed,,,,,,,,,,,,,,1.0,,,2.0,,Sankoh,,,,,,,,,1.0,,,,,
11401903,away,Heracles Almelo,Sem Scheperman,scheperman-sem,S. Scheperman,M,32,188,82,M,1189738,EUR,1024790400,M,32,32,True,7.0,6.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,,,16.0,12.0,6.8,1.0,0.00225089,0,,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11401903,away,Heracles Almelo,Fabian de Keijzer,fabian-de-keijzer,F. d. Keijzer,G,1,193,109,M,856743,EUR,957916800,G,16,16,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401903,away,Heracles Almelo,Robin Jalving,robin-jalving,R. Jalving,G,,193,14,M,856545,EUR,955411200,G,28,28,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401903,away,Heracles Almelo,Sven Sonnenberg,sven-sonnenberg,S. Sonnenberg,D,4,194,16,M,836713,EUR,916704000,D,4,4,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401903,away,Heracles Almelo,Jetro Willems,jetro-willems,J. Willems,D,15,177,182,M,138828,EUR,764985600,D,15,15,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401903,away,Heracles Almelo,Sava Arangel Čestić,sava-arangel-cestic,S. A. Čestić,D,6,192,85,M,1014566,EUR,982540800,D,6,6,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401903,away,Heracles Almelo,Jannes Wieckhoff,jannes-wieckhoff,J. Wieckhoff,D,3,188,36,M,984880,EUR,965174400,D,3,3,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401903,away,Heracles Almelo,Antonio Satriano,satriano-antonio,A. Satriano,F,45,185,74,M,996813,EUR,1067472000,F,9,9,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
