match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_challengeLost,stat_outfielderBlock,captain,stat_totalContest,stat_wonContest,stat_wasFouled,stat_clearanceOffLine,stat_shotOffTarget,stat_goalAssist,stat_bigChanceCreated,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork
10995495,home,ADO Den Haag,Sonny Stevens,sonny-stevens,S. Stevens,G,92,193,60,M,130172,EUR,709171200,G,39,39,False,35.0,16.0,25.0,6.0,13.0,15.0,3.0,20.0,1.0,7.0,1.0,2.0,2.0,90.0,42.0,7.3,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10995495,home,ADO Den Haag,Denzel Hall,denzel-hall,D. Hall,D,22,180,97,M,987523,EUR,990489600,D,5,5,False,26.0,21.0,4.0,,10.0,11.0,12.0,17.0,6.0,6.0,,,,90.0,46.0,7.3,10.0,0,,,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10995495,home,ADO Den Haag,Tyrese Asante,tyrese-asante,T. Asante,D,6,188,205,M,1130884,EUR,1018310400,D,2,2,False,24.0,15.0,6.0,3.0,15.0,21.0,,3.0,5.0,4.0,,,,90.0,37.0,7.3,9.0,0,,,,,,2.0,2.0,3.0,3.0,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,
10995495,home,ADO Den Haag,Finn van Breemen,finn-van-breemen,F. v. Breemen,D,25,193,221,M,1214249,EUR,1046131200,D,25,25,False,21.0,16.0,7.0,3.0,14.0,17.0,2.0,4.0,7.0,5.0,,,,90.0,39.0,7.5,5.0,0,Finn van Breemen,,,,2.0,1.0,2.0,1.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,
10995495,home,ADO Den Haag,Boy Kemper,boy-kemper,B. Kemper,D,4,185,121,M,858242,EUR,929923200,D,4,4,False,27.0,20.0,7.0,4.0,16.0,20.0,4.0,7.0,6.0,9.0,,,,90.0,56.0,7.7,12.0,0,Boy,Kemper,,,,,,3.0,1.0,2.0,1.0,2.0,,,,3.0,True,1.0,1.0,,,,,,,,,,,,,,,
10995495,home,ADO Den Haag,Silvinho Esajas,silvinho-esajas,S. Esajas,D,28,193,88,M,1011489,EUR,1009843200,M,14,14,False,20.0,14.0,1.0,,6.0,9.0,8.0,11.0,3.0,8.0,,,,70.0,29.0,6.6,8.0,0,Silvinho,Esajas,,,,,2.0,2.0,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,
10995495,home,ADO Den Haag,Titouan Thomas,titouan-thomas,T. Thomas,M,8,183,80,M,966620,EUR,1010793600,M,17,17,False,22.0,16.0,6.0,3.0,11.0,15.0,5.0,7.0,1.0,14.0,,,,90.0,28.0,7.2,7.0,0,,,,,1.0,,2.0,1.0,2.0,1.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
10995495,home,ADO Den Haag,Ricardo Kishna,ricardo-kishna,R. Kishna,M,,183,59,,366798,EUR,789177600,M,35,35,False,18.0,11.0,2.0,1.0,7.0,10.0,4.0,10.0,,5.0,,,,70.0,27.0,6.6,12.0,1,,,2.0,,,,1.0,,,,,2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,
10995495,home,ADO Den Haag,Amar Ćatić,amar-catic,A. Ćatić,M,,178,83,M,945979,EUR,916876800,F,34,34,False,12.0,8.0,,,4.0,4.0,6.0,12.0,,1.0,,,,90.0,23.0,7.4,7.0,0,,,4.0,2.0,1.0,,1.0,3.0,1.0,2.0,1.0,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,
10995495,home,ADO Den Haag,Joël Zwarts,joel-zwarts,J. Zwarts,F,29,190,58,M,907476,EUR,925084800,F,11,11,False,23.0,13.0,1.0,,5.0,10.0,8.0,14.0,1.0,4.0,,,,87.0,44.0,7.2,20.0,2,,,1.0,,,3.0,5.0,7.0,1.0,1.0,,4.0,,,1.0,,,4.0,3.0,,,,,,3.0,1.0,1.0,1.0,,,,,,
