match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,stat_lastManTackle,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goalAssist,stat_totalOffside,captain,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
10382138,home,AFC Ajax,Remko Pasveer,remko-pasveer,R. Pasveer,G,22,186,801,M,2622,EUR,437097600,G,22,22,False,35.0,27.0,14.0,6.0,24.0,24.0,3.0,11.0,9.0,1.0,90.0,40.0,6.0,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382138,home,AFC Ajax,Jorge Sánchez,jorge-sanchez,J. Sánchez,D,35,175,1456,M,832868,EUR,881712000,D,19,19,False,32.0,27.0,1.0,1.0,6.0,7.0,22.0,31.0,3.0,,90.0,66.0,6.4,19.0,0,,,6.0,1.0,1.0,6.0,7.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10382138,home,AFC Ajax,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21701,M,958959,EUR,992736000,D,2,2,False,75.0,65.0,6.0,2.0,35.0,40.0,30.0,35.0,4.0,,90.0,84.0,6.6,10.0,0,,,,,1.0,1.0,3.0,,,,,2.0,3.0,,,,2.0,,,jurrientimber,1.0,,,,,,,,,,,,,,,,
10382138,home,AFC Ajax,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8671,M,861972,EUR,946598400,D,3,3,False,69.0,67.0,6.0,5.0,40.0,41.0,28.0,30.0,10.0,,90.0,87.0,7.0,5.0,0,,,2.0,1.0,,5.0,1.0,,,,,1.0,2.0,,,1.0,1.0,1.0,,,4.0,1.0,,,,,,,,,,,,,,,
10382138,home,AFC Ajax,Devyne Rensch,devyne-rensch,D. Rensch,D,2,182,2450,M,982778,EUR,1042848000,D,15,15,False,34.0,30.0,1.0,,7.0,7.0,24.0,30.0,1.0,,66.0,54.0,6.5,10.0,0,,,3.0,1.0,,2.0,7.0,,1.0,2.0,1.0,,1.0,4.0,2.0,1.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,
10382138,home,AFC Ajax,Mohammed Kudus,mohammed-kudus,M. Kudus,M,20,176,89569,M,905163,EUR,965174400,M,20,20,False,24.0,18.0,1.0,1.0,8.0,10.0,10.0,14.0,6.0,,81.0,42.0,6.0,14.0,3,,,,,,8.0,4.0,,3.0,6.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,Kudus,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,
10382138,home,AFC Ajax,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10882,M,847151,EUR,877651200,M,4,4,False,85.0,69.0,7.0,2.0,35.0,42.0,34.0,43.0,5.0,,90.0,97.0,7.7,18.0,5,,,,,8.0,7.0,10.0,,1.0,,,1.0,1.0,2.0,2.0,1.0,,1.0,3.0,EdsonAlvarez19,5.0,,,,,2.0,,,1.0,3.0,,,,,,,
10382138,home,AFC Ajax,Steven Berghuis,steven-berghuis,S. Berghuis,F,23,182,1909,M,100386,EUR,693100800,M,23,23,False,67.0,56.0,10.0,6.0,13.0,14.0,47.0,65.0,5.0,,90.0,96.0,7.8,22.0,2,,,12.0,4.0,1.0,4.0,4.0,,1.0,,,,,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,
10382138,home,AFC Ajax,Steven Bergwijn,steven-bergwijn,S. Bergwijn,M,34,178,5149,M,361798,EUR,876268800,F,7,7,False,34.0,32.0,,,9.0,9.0,23.0,25.0,9.0,,90.0,53.0,6.6,9.0,1,,,,,2.0,5.0,7.0,1.0,1.0,3.0,,,1.0,2.0,1.0,3.0,3.0,,,StevenBergwijn,,,,,,,1.0,,,,,,,,,,
10382138,home,AFC Ajax,Brian Brobbey,brobbey-brian,B. Brobbey,F,9,180,7090,M,910048,EUR,1012521600,F,9,9,False,10.0,10.0,,,3.0,3.0,7.0,7.0,,,90.0,17.0,6.7,,2,,,,,3.0,10.0,4.0,,,,,1.0,,,,,1.0,3.0,1.0,brianbrobbeyy,7.0,,,,,1.0,1.0,,,,,1.0,,,,,
