match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_aerialWon,stat_unsuccessfulTouch,stat_totalCross,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_keyPass,player_sofascoreId,stat_blockedScoringAttempt,stat_penaltyWon,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_penaltyConceded,stat_goalAssist,stat_bigChanceCreated
11368717,home,Granada,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186,1488,M,358910,EUR,830822400,G,25,25,False,39.0,14.0,37.0,12.0,4.0,8.0,10.0,31.0,1.0,15.0,1.0,1.0,3.0,5.0,90.0,47.0,7.0,25.0,0.00617811,0,-0.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368717,home,Granada,Ricard Sánchez,ricard-sanchez,R. Sánchez,D,2,175,157,M,986726,EUR,951177600,D,12,12,False,18.0,8.0,11.0,4.0,4.0,7.0,4.0,11.0,1.0,4.0,,,,,89.0,37.0,6.1,13.0,0.0133651,2,,,,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0197,,,,,,,,,,,,,,,,,,,,,,
11368717,home,Granada,Bruno Méndez,bruno-mendez,Bruno Méndez,D,4,184,752,M,923000,EUR,936921600,D,2,2,False,35.0,19.0,11.0,4.0,11.0,19.0,8.0,16.0,4.0,7.0,,,,,90.0,43.0,6.2,17.0,0.00321921,0,,,,3.0,3.0,,,,,,4.0,2.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,
11368717,home,Granada,Ignasi Miquel,ignasi-miquel,I. Miquel,D,5,189,102,M,144606,EUR,717638400,D,14,14,False,33.0,23.0,8.0,2.0,16.0,17.0,7.0,17.0,6.0,3.0,1.0,,,,90.0,54.0,6.9,12.0,0.00445909,2,,,,3.0,4.0,,,1.0,,1.0,8.0,,,0.1218,2.0,,1.0,1.0,1.0,3.0,2.0,0.0564,,,,,,,,,,,,,,
11368717,home,Granada,Carlos Neva,neva-carlos,C. Neva,D,21,174,128,M,914178,EUR,834537600,D,15,15,False,22.0,18.0,2.0,,8.0,10.0,11.0,17.0,1.0,5.0,,,,,90.0,44.0,6.0,11.0,0.0425285,0,,,,3.0,5.0,1.0,,,,,1.0,,1.0,,1.0,1.0,5.0,,,,,,True,1.0,1.0,,,,,,,,,,,
11368717,home,Granada,Facundo Pellistri,facundo-pellistri,F. Pellistri,M,28,174,7659,M,989803,EUR,1008806400,M,19,19,False,17.0,11.0,2.0,,3.0,5.0,8.0,12.0,7.0,5.0,2.0,,,,90.0,36.0,7.1,12.0,0.0862747,3,,,,2.0,6.0,1.0,,3.0,1.0,,,,1.0,0.1866,1.0,3.0,,1.0,,3.0,2.0,0.0807,,,1.0,facupellistri,2.0,1.0,,,,,,,,
11368717,home,Granada,Sergio Ruiz Alonso,sergio-ruiz-alonso,S. R. Alonso,M,20,171,83,M,857227,EUR,787536000,M,20,20,False,19.0,17.0,,,13.0,14.0,4.0,6.0,4.0,3.0,,,,,66.0,30.0,6.9,5.0,0.011834,1,,,,2.0,6.0,1.0,1.0,,,,2.0,,3.0,0.0616,2.0,1.0,1.0,1.0,,2.0,2.0,0.0533,,,,,,,,,,,,,,
11368717,home,Granada,Gerard Gumbau,gerard-gumbau,G. Gumbau,M,15,187,380,M,326471,EUR,787708800,M,23,23,False,29.0,24.0,3.0,2.0,14.0,15.0,10.0,19.0,4.0,3.0,1.0,,,,90.0,43.0,6.8,10.0,0.134545,1,,,,1.0,4.0,2.0,,,,,,2.0,1.0,0.0794,,,5.0,,,3.0,2.0,,,,1.0,,1.0,,,,,,,,,
11368717,home,Granada,Kamil Jóźwiak,kamil-jozwiak,K. Jóźwiak,M,72,176,2028,M,814820,EUR,893203200,M,18,18,False,15.0,9.0,,,2.0,4.0,7.0,11.0,4.0,2.0,,,,,81.0,22.0,6.4,9.0,0.0582122,1,,,,3.0,6.0,,1.0,1.0,,,1.0,,1.0,0.0317,4.0,1.0,,1.0,,,,0.4617,,,,,,,,,,,,,,
11368717,home,Granada,Myrto Uzuni,myrto-uzuni,M. Uzuni,F,10,178,1807,M,895533,EUR,801878400,F,11,11,False,8.0,7.0,,,3.0,4.0,4.0,4.0,3.0,2.0,1.0,,,,81.0,16.0,8.1,3.0,0.0634687,2,,,,5.0,7.0,,,1.0,,,,,1.0,1.245,,1.0,,2.0,,2.0,1.0,1.9662,,,1.0,,,,2.0,1.0,,,,,,
