match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,captain,stat_accurateLongBalls,stat_aerialWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed
11067406,home,Fluminense,Fábio,,,fabio,Fábio,G,1,188,4344,M,17785,EUR,339120000,G,1,1,False,31.0,29.0,2.0,29.0,30.0,1.0,6.0,2.0,90.0,37.0,7.4,2.0,0.0,0.0,4.175e-05,14.419584676974,3.0,-0.735,0.42,0,0.2517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067406,home,Fluminense,Guga,,,guga,Guga,D,23,173,1100,M,928134,EUR,904348800,D,23,23,False,59.0,53.0,2.0,34.0,38.0,21.0,4.0,,90.0,74.0,7.0,8.0,0.0,0.0,0.0400513,169.30963137151,20.0,134.715,25.515,0,,19.0,1.0,7.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,46.358152142644,2.0,1.0,,,,,,,,,,,,,,,,,
11067406,home,Fluminense,Nino,,,nino,Nino,D,33,188,1659,M,870788,EUR,860630400,D,33,33,False,61.0,53.0,2.0,40.0,43.0,18.0,3.0,,90.0,78.0,8.4,8.0,0.2617,0.7375,0.00627531,242.11247756086,29.0,163.17,18.585,2,,13.0,,1.0,7.0,,,1.0,3.0,2.0,2.0,,1.0,1.0,,,,True,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,
11067406,home,Fluminense,Felipe Melo,,,felipe-melo,F. Melo,D,,183,1013,M,4811,EUR,425433600,D,30,30,False,70.0,61.0,11.0,35.0,38.0,32.0,5.0,,60.0,82.0,7.0,9.0,0.0,0.0,0.00824418,325.85531047103,35.0,195.3,22.05,0,,26.0,2.0,2.0,,,,1.0,,,,,,,67.348890117564,3.0,,,5.0,,,,,,,6.0,,,,,,,,
11067406,home,Fluminense,Marcelo,,,marcelo,Marcelo,D,,174,26297,M,17787,EUR,579398400,D,12,12,False,54.0,48.0,3.0,23.0,24.0,36.0,5.0,,76.0,73.0,7.0,11.0,0.0,0.0,0.459185,84.625726371888,9.0,41.685,29.19,0,,28.0,1.0,4.0,4.0,1.0,1.0,,,2.0,,,1.0,,29.256535748444,1.0,3.0,,2.0,1.0,1.0,,,,,,Marcelo12,6.0,3.0,,,,,
11067406,home,Fluminense,Thiago Santos,,,thiago-santos,T. Santos,D,29,181,954,M,378590,EUR,620956800,M,29,29,False,65.0,55.0,8.0,39.0,43.0,22.0,5.0,,76.0,85.0,6.9,13.0,0.0,0.0,0.009152,225.40706637379,32.0,-1.575,10.815,0,,16.0,,6.0,8.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,,,,,4.0,3.0,2.0,1.0,,,,4.0,,,,,,,,
11067406,home,Fluminense,Lima,,,lima,Lima,M,45,181,1368,M,807850,EUR,834451200,M,45,45,False,80.0,76.0,1.0,43.0,44.0,36.0,7.0,,90.0,90.0,7.5,5.0,0.0,0.0,0.0569784,257.57975824094,33.0,58.695,21.84,0,,33.0,1.0,4.0,7.0,2.0,,,,2.0,1.0,1.0,,1.0,28.401160821347,1.0,1.0,,,,5.0,5.0,,,,,,,,1.0,1.0,,,
11067406,home,Fluminense,Jhon Arias,,,jhon-arias,J. Arias,M,21,170,30718,M,844096,EUR,874800000,M,21,21,False,49.0,35.0,4.0,18.0,20.0,38.0,10.0,,90.0,79.0,6.5,33.0,0.0,0.0,0.0846957,231.77311417512,26.0,140.595,21.105,0,,18.0,,12.0,10.0,3.0,4.0,,,6.0,3.0,5.0,1.0,3.0,73.959349394035,4.0,1.0,,2.0,1.0,4.0,2.0,,,,,jhonariasa,9.0,1.0,,,,,
11067406,home,Fluminense,Ganso,,,ganso,Ganso,M,10,184,3271,M,116853,EUR,624153600,M,10,10,False,69.0,62.0,1.0,32.0,35.0,34.0,5.0,,87.0,73.0,8.0,8.0,0.2023,0.5001,0.533276,87.571920928244,12.0,43.26,15.12,1,,30.0,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,
11067406,home,Fluminense,John Kennedy,,,john-kennedy,John Kennedy,F,99,173,5275,M,1087399,EUR,1021680000,M,9,9,False,21.0,15.0,,7.0,7.0,14.0,5.0,,87.0,36.0,6.5,13.0,0.0737,0.0,0.00829667,107.13191173779,10.0,70.875,24.465,1,,8.0,,6.0,5.0,1.0,1.0,1.0,,1.0,,2.0,1.0,,24.492295951993,1.0,,,,1.0,6.0,2.0,1.0,,,1.0,,,,,,,,
