match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_dispossessed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
14573104,home,Raków Częstochowa,Oliwier Zych,zych-oliwier,O. Zych,G,48,193.0,733,M,1009362,EUR,1088380800,G,48,48,False,23.0,12.0,16.0,5.0,0.0,10.0,13.0,2.0,10.0,9.0,5.0,7.0,90.0,32.0,8.9,11.0,0.00058195,11.958558242542,3.0,-1.05,2.835,0.9223,0,0.6982,0.06,-0.01,0.28,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573104,home,Raków Częstochowa,Fran Tudor,fran-tudor,F. Tudor,M,7,172.0,249,M,792659,EUR,812160000,D,7,7,False,63.0,51.0,6.0,1.0,0.0,30.0,36.0,21.0,27.0,4.0,,,90.0,86.0,7.2,16.0,0.0209966,253.32339222151,31.0,72.45,21.63,,0,,0.28,0.16,0.2,,True,1.0,4.0,5.0,1.0,1.0,7.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14573104,home,Raków Częstochowa,Bogdan Racovițan,bogdan-racovitan,B. Racovițan,D,25,185.0,549,M,1048102,EUR,960249600,D,25,25,False,51.0,42.0,4.0,,0.0,32.0,33.0,10.0,18.0,5.0,,,90.0,62.0,6.7,11.0,0.00667392,130.57743662568,15.0,82.425,28.455,,0,,0.14,0.06,0.21,,,4.0,6.0,2.0,,1.0,6.0,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14573104,home,Raków Częstochowa,Stratos Svarnas,stratos-svarnas,S. Svarnas,D,4,183.0,205,M,793267,EUR,879206400,D,4,4,False,70.0,59.0,7.0,4.0,0.0,34.0,35.0,25.0,35.0,,,,90.0,90.0,7.1,12.0,0.0158322,280.31142715768,34.0,158.34,19.425,,1,,0.17,0.2,0.23,,,,4.0,3.0,1.0,,4.0,3.0,1.0,1.0,,,3.0,,,,2.0,1.0,1.0,0.0345,-0.26,,,,,,,,,,,,,,,,,
14573104,home,Raków Częstochowa,Michael Ameyaw,michael-ameyaw,M. Ameyaw,F,19,175.0,588,M,971393,EUR,969062400,M,19,19,False,34.0,27.0,1.0,,0.0,13.0,16.0,14.0,18.0,5.0,,,90.0,63.0,7.1,16.0,0.427405,220.42874535361,23.0,58.695,19.74,,1,,0.35,0.17,-0.22,,,,9.0,8.0,6.0,3.0,1.0,,3.0,2.0,1.0,2.0,1.0,4.0,,,2.0,,1.0,0.0377,0.0,12.0,6.0,1.0,1.0,,,,,,,,,,,,,
14573104,home,Raków Częstochowa,Karol Struski,karol-struski,K. Struski,M,23,172.0,362,M,990140,EUR,979776000,M,23,23,False,57.0,45.0,1.0,1.0,0.0,20.0,22.0,25.0,35.0,7.0,,,90.0,74.0,7.2,16.0,0.312227,189.93273729268,23.0,74.865,16.8,,3,,0.29,0.28,-0.05,,,2.0,6.0,6.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,,,,1.0,,2.0,0.3694,-0.34,,,,,1.0,1.0,,,,,,,,,,,
14573104,home,Raków Częstochowa,Oskar Repka,oskar-repka,O. Repka,M,6,190.0,282,M,940867,EUR,915321600,M,6,6,False,74.0,59.0,7.0,5.0,0.0,28.0,32.0,31.0,42.0,5.0,,,76.0,83.0,7.2,16.0,0.438977,178.11270533392,25.0,18.48,10.92,,0,,0.33,0.1,0.0,,,2.0,2.0,2.0,,,,1.0,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
14573104,home,Raków Częstochowa,Adriano,adriano,Adriano,F,11,175.0,148,M,1175494,EUR,1013731200,M,11,11,False,29.0,23.0,1.0,,0.0,10.0,12.0,13.0,17.0,5.0,,,83.0,53.0,7.0,14.0,0.0163829,193.21426133565,24.0,39.27,21.84,,0,,0.05,0.14,0.19,,,2.0,5.0,9.0,,3.0,1.0,,4.0,2.0,2.0,3.0,,,Adriano,,1.0,,,,,2.0,1.0,2.0,,,,2.0,,,,,,,,,,
14573104,home,Raków Częstochowa,Lamine Diaby-Fadiga,lamine-diaby-fadiga,L. Diaby-Fadiga,F,80,188.0,824,M,911850,EUR,979862400,F,80,80,False,17.0,16.0,1.0,1.0,0.0,3.0,3.0,13.0,14.0,3.0,,,76.0,38.0,6.6,12.0,0.0301845,118.68642814718,17.0,31.71,12.705,,2,,-0.09,0.29,-0.06,,,2.0,8.0,5.0,1.0,4.0,,2.0,3.0,1.0,4.0,1.0,1.0,,,,1.0,,,0.0619,0.23,1.0,,,,,,1.0,2.0,1.0,0.1449,,,,,,,
14573104,home,Raków Częstochowa,Jonatan Braut Brunes,jonatan-braut-brunes,J. B. Brunes,F,18,188.0,727,M,840521,EUR,965606400,F,18,18,False,27.0,20.0,1.0,1.0,0.0,8.0,9.0,12.0,18.0,1.0,,,83.0,31.0,6.7,8.0,0.0372489,78.737060661942,17.0,-6.195,7.35,,2,,-0.35,0.1,0.14,,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0,,1.0,0.8883,0.2,,,,,,,,1.0,,0.8974,1.0,,,,,,
