match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_totalContest,stat_wonContest,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_interceptionWon,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_lastManTackle,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_hitWoodwork
12437533,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189.0,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,True,22.0,14.0,9.0,1.0,0.0,14.0,16.0,6.0,2.0,9.0,3.0,5.0,2.0,90.0,37.0,8.1,8.0,3.085e-05,0,1.6793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437533,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184.0,9206,M,marcosllorente,353138,EUR,791424000,D,14,14,False,,33.0,32.0,1.0,,0.0,19.0,20.0,14.0,1.0,1.0,,,,90.0,45.0,7.1,4.0,0.0399168,1,,13.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0351,,,,,,,,,,,,,,,,,,,,,,,,,,
12437533,home,Atlético Madrid,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187.0,6479,M,lenormand_r,787751,EUR,847670400,D,24,24,False,,32.0,28.0,3.0,1.0,0.0,26.0,29.0,3.0,5.0,1.0,,,,90.0,44.0,6.9,6.0,0.00121469,0,,2.0,,4.0,4.0,,,3.0,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12437533,home,Atlético Madrid,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186.0,7982,M,clement_lenglet,580550,EUR,803347200,D,15,15,False,,50.0,45.0,11.0,7.0,0.0,34.0,35.0,15.0,6.0,4.0,,,,90.0,65.0,7.3,6.0,0.00331414,0,,11.0,,3.0,6.0,,,1.0,2.0,,,1.0,2.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12437533,home,Atlético Madrid,Javi Galán,javi-galan,J. Galán,D,20,172.0,2472,M,,825133,EUR,785203200,D,21,21,False,,31.0,27.0,1.0,,0.0,21.0,23.0,11.0,1.0,4.0,,,,81.0,59.0,7.2,12.0,0.738365,1,,8.0,3.0,4.0,5.0,1.0,,1.0,,0.0123,,,2.0,,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
12437533,home,Atlético Madrid,Giuliano Simeone,giuliano-simeone,G. Simeone,M,20,178.0,16028,M,giulisimeone,1099352,EUR,1040169600,M,22,22,False,,26.0,22.0,1.0,,1.0,12.0,12.0,18.0,,,,,,67.0,36.0,6.8,12.0,0.534559,0,,11.0,4.0,5.0,1.0,,,1.0,,,,2.0,,,2.0,,1.0,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,
12437533,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180.0,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,False,,45.0,43.0,1.0,1.0,1.0,20.0,20.0,28.0,,4.0,,,,81.0,57.0,7.9,7.0,0.325408,0,,23.0,3.0,1.0,7.0,,,5.0,,,1.0,,2.0,2.0,2.0,,,,,,1.0,,,2.0,,,,,,,,,,,,
12437533,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181.0,6589,M,PBarrios,1142588,EUR,1055635200,M,8,8,False,,60.0,54.0,6.0,4.0,0.0,39.0,44.0,16.0,2.0,6.0,,,,90.0,71.0,7.5,8.0,0.0898722,0,,15.0,,3.0,6.0,,,1.0,,,2.0,,1.0,1.0,1.0,,5.0,4.0,,,,1.0,,1.0,,,1.0,,,,,,,,,
12437533,home,Atlético Madrid,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182.0,16658,M,conorgallagher92,904970,EUR,949795200,M,4,4,False,,26.0,20.0,2.0,1.0,0.0,12.0,14.0,12.0,1.0,6.0,,,,81.0,42.0,7.2,10.0,0.00896306,2,,8.0,,6.0,3.0,,,1.0,,0.4806,,2.0,,,,,3.0,2.0,,3.0,,2.0,,,,,,1.0,2.0,1.0,0.9296,,,,,
12437533,home,Atlético Madrid,Alexander Sørloth,alexander-sorloth,A. Sørloth,F,9,195.0,17312,M,asorloth,309078,EUR,818121600,F,9,9,False,,11.0,4.0,,,0.0,1.0,4.0,8.0,,2.0,,,,61.0,21.0,6.2,11.0,0.0007402,4,,3.0,1.0,5.0,3.0,2.0,,,2.0,1.273,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,3.0,2.0,1.0,1.3404,,,,,
