match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,player_sofascoreId,stat_accurateCross,stat_totalContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,player_firstName,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_wonContest,stat_penaltyConceded,player_lastName,stat_shotOffTarget,stat_bigChanceMissed,stat_outfielderBlock,stat_penaltyWon,stat_totalOffside,stat_bigChanceCreated
12436959,home,Brighton & Hove Albion,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193,4212,M,994363,EUR,1029628800,G,1,1,False,27.0,26.0,3.0,2.0,0.0,25.0,25.0,1.0,2.0,1.0,1.0,3.0,12.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,90.0,42.0,7.1,2.0,0.00038973,0,-0.3173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436959,home,Brighton & Hove Albion,Joël Veltman,joel-veltman,J. Veltman,D,34,184,1147,M,219572,EUR,695433600,D,34,34,False,42.0,32.0,7.0,3.0,0.0,14.0,17.0,18.0,27.0,3.0,7.0,2.0,1.0,,,,,,,,90.0,66.0,6.7,18.0,0.0124144,0,,2.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
12436959,home,Brighton & Hove Albion,Jan Paul van Hecke,jan-paul-van-hecke,J. P. van Hecke,D,6,189,3186,M,962012,EUR,960422400,D,29,29,False,98.0,88.0,10.0,8.0,0.0,37.0,42.0,51.0,57.0,5.0,5.0,,2.0,,,,,,,,90.0,100.0,7.3,11.0,0.0537819,0,,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12436959,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,115365,EUR,690681600,D,5,5,False,103.0,96.0,5.0,2.0,0.0,46.0,49.0,50.0,56.0,2.0,3.0,1.0,4.0,,,,,,,,90.0,111.0,6.7,9.0,0.0321488,0,,2.0,1.0,1.0,,1.0,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,
12436959,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14887,M,805465,EUR,885340800,D,30,30,False,43.0,40.0,,,0.0,16.0,16.0,28.0,41.0,2.0,2.0,2.0,1.0,,,,,,,,82.0,72.0,6.9,19.0,0.168137,1,,14.0,,1.0,,1.0,,,2.0,,,,pervisestupinan,4.0,1.0,1.0,0.0161,2.0,,,,,,,,,,,,,,
12436959,home,Brighton & Hove Albion,Jack Hinshelwood,jack-hinshelwood,J. Hinshelwood,D,13,182,1561,M,1142315,EUR,1113177600,M,41,41,False,48.0,44.0,3.0,,0.0,18.0,18.0,26.0,31.0,,2.0,,4.0,,,,,,,,90.0,54.0,7.3,7.0,0.148711,1,,1.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,0.1195,2.0,Jack Hinshelwood,1.0,1.0,0.4786,,,,,,,,,,
12436959,home,Brighton & Hove Albion,Carlos Baleba,baleba-carlos,C. Baleba,M,17,179,25912,M,1199043,EUR,1073088000,M,20,20,False,24.0,20.0,2.0,1.0,0.0,7.0,9.0,13.0,15.0,1.0,6.0,,1.0,,,,,,,,62.0,39.0,6.5,6.0,0.0130062,1,,,2.0,6.0,,2.0,3.0,1.0,,1.0,2.0,,carlos_baleba,,1.0,1.0,0.0227,,,,,,2.0,1.0,1.0,,,,,,,
12436959,home,Brighton & Hove Albion,Simon Adingra,simon-adingra,S. Adingra,M,24,175,53010,M,1110842,EUR,1009843200,M,11,11,False,19.0,15.0,,,0.0,3.0,3.0,12.0,21.0,,2.0,,5.0,,,,,,,,62.0,39.0,6.7,16.0,0.0189682,1,,5.0,1.0,5.0,1.0,,2.0,1.0,6.0,,2.0,,simon.adingra,,1.0,,0.0422,1.0,,,,,,,,,1.0,,,,,
12436959,home,Brighton & Hove Albion,Georginio Rutter,rutter-georginio,G. Rutter,M,10,182,3505,M,946695,EUR,1019260800,M,14,14,False,26.0,22.0,1.0,,0.0,5.0,5.0,17.0,22.0,,4.0,,2.0,,,,,,,,71.0,44.0,6.9,9.0,0.0487699,5,,1.0,2.0,7.0,2.0,,,,1.0,2.0,1.0,,,,3.0,2.0,0.3841,1.0,,,,,2.0,2.0,,,3.0,,,,,
12436959,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,936849,EUR,864086400,M,22,22,False,39.0,30.0,1.0,1.0,0.0,6.0,7.0,26.0,40.0,,5.0,,4.0,,,,,,,,90.0,61.0,7.2,18.0,0.229375,0,,8.0,,2.0,,1.0,2.0,,,1.0,1.0,,KaoruM,2.0,3.0,,,2.0,,,,,1.0,2.0,,,,,,,,
12436959,home,Brighton & Hove Albion,Danny Welbeck,danny-welbeck,D. Welbeck,F,18,185,4510,M,33902,EUR,659577600,F,18,18,False,25.0,23.0,,,0.0,3.0,3.0,20.0,22.0,,4.0,,,,,,,,,,90.0,37.0,7.2,7.0,0.0655352,3,,,,6.0,,,1.0,1.0,1.0,1.0,2.0,,,,3.0,1.0,0.3873,1.0,,2.0,1.0,0.6156,3.0,2.0,,,,1.0,,,,
12436959,home,Brighton & Hove Albion,Mats Wieffer,mats-wieffer,M. Wieffer,M,27,188,2191,M,959628,EUR,942710400,M,27,27,True,28.0,25.0,,,0.0,3.0,3.0,22.0,25.0,3.0,3.0,,2.0,,,,,,,,28.0,30.0,6.8,3.0,0.0126045,0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
12436959,home,Brighton & Hove Albion,Yankuba Minteh,minteh-yankuba,Y. Minteh,M,11,180,7051,M,1400106,EUR,1090454400,F,17,17,True,9.0,6.0,,,0.0,,,9.0,18.0,,2.0,1.0,,,,,,,,,28.0,25.0,6.8,12.0,0.0621309,0,,9.0,,3.0,1.0,,,,1.0,,,,minteh01,3.0,3.0,,,1.0,,,,,1.0,2.0,,,,,,,,
12436959,home,Brighton & Hove Albion,João Pedro,joao-pedro,J. Pedro,F,20,182,97251,M,975079,EUR,1001462400,F,9,9,True,11.0,8.0,,,0.0,4.0,4.0,4.0,7.0,,2.0,,1.0,,,,,,,,19.0,21.0,6.5,8.0,0.00381944,1,,,2.0,4.0,,,,,3.0,1.0,,,joaopedro,,1.0,1.0,0.0169,,,,,,2.0,1.0,,,,,,,,
12436959,home,Brighton & Hove Albion,Evan Ferguson,evan-ferguson,E. Ferguson,F,11,188,8346,M,999231,EUR,1098144000,F,28,28,True,,,,,0.0,,,,,1.0,1.0,,,,,,,,,,8.0,1.0,6.6,,,1,,,,,,,,,,,,,EvanFerguson9,,,1.0,0.0149,,,,,,,,,,,,,,,
12436959,home,Brighton & Hove Albion,Jason Steele,jason-steele,J. Steele,G,23,188,538,M,31867,EUR,650937600,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436959,home,Brighton & Hove Albion,Igor Júlio,igor-julio,I. Júlio,D,3,185,1338,M,842513,EUR,886809600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436959,home,Brighton & Hove Albion,Adam Webster,adam-webster,A. Webster,D,4,191,505,M,216308,EUR,789177600,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436959,home,Brighton & Hove Albion,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174,21035,M,825844,EUR,939254400,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,ferdikadioglu,,,,,,,,,,,,,,,,,,,
