match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_totalCross,stat_interceptionWon,stat_lastManTackle,player_firstName,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_wonContest,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceCreated,stat_errorLeadToAGoal
12436585,home,Arsenal,Gabriel Martinelli,gabriel-martinelli,G. Martinelli,F,11,180,68888,M,GabiMartinelli,922573,EUR,992822400,F,11,11,False,17.0,15.0,1.0,1.0,0.0,6.0,6.0,9.0,12.0,1.0,3.0,2.0,2.0,,1.0,,,,,,,90.0,38.0,6.8,7.0,0.0477619,,2,,9.0,,2.0,1.0,1.0,,1.0,,,1.0,0.1181,5.0,1.0,1.0,,,,1.0,,,,,,,,,
12436585,home,Arsenal,Riccardo Calafiori,riccardo-calafiori,R. Calafiori,D,33,188,24414,M,richycala,957602,EUR,1021766400,D,33,33,True,22.0,20.0,,,0.0,9.0,9.0,11.0,13.0,,1.0,,5.0,,,,,,,,,45.0,23.0,6.7,2.0,0.0091411,,0,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
12436585,home,Arsenal,Kai Havertz,kai-havertz,K. Havertz,F,29,193,67778,M,KaiHav,836705,EUR,929059200,F,29,29,True,1.0,1.0,,,0.0,,,1.0,1.0,,2.0,2.0,2.0,,2.0,,,,,,,14.0,9.0,6.6,2.0,0.00503782,,0,,4.0,,1.0,,,,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,
12436585,home,Arsenal,Kieran Tierney,kieran-tierney,K. Tierney,D,63,178,4739,M,kierantierney1,366592,EUR,865468800,D,3,3,True,1.0,,,,0.0,,,,1.0,,,,,,,,,,,,,11.0,2.0,6.5,2.0,,,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12436585,home,Arsenal,Jorginho,jorginho,Jorginho,M,21,180,32466,M,jorginhofrello,132874,EUR,693187200,M,20,20,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,3.0,,2.0,7.749e-05,,0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
12436585,home,Arsenal,Neto,neto,Neto,G,22,190,5148,M,Neto_Murara,84844,EUR,616809600,G,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436585,home,Arsenal,Oleksandr Zinchenko,oleksandr-zinchenko,O. Zinchenko,D,47,175,18055,M,OZinchenko,287643,EUR,850608000,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436585,home,Arsenal,Jack Henry-Francis,jack-henry-francis,J. Henry-Francis,M,21,181,454,M,,1110078,EUR,1064275200,M,45,45,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436585,home,Arsenal,Ethan Nwaneri,ethan-nwaneri,E. Nwaneri,M,22,176,28926,M,ethan_nwaneri,1401702,EUR,1174435200,M,53,53,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436585,home,Arsenal,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36469,M,Sterling7,138534,EUR,786844800,F,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436585,away,Newcastle United,Nick Pope,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,23.0,13.0,13.0,4.0,0.0,10.0,12.0,3.0,11.0,,,1.0,9.0,,,,2.0,3.0,,2.0,2.0,90.0,35.0,6.7,10.0,0.00078326,,0,0.3465,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436585,away,Newcastle United,Fabian Schär,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,44.0,36.0,8.0,2.0,0.0,22.0,24.0,14.0,22.0,7.0,8.0,11.0,2.0,,1.0,,,,,,,90.0,76.0,7.1,13.0,0.00727075,,4,,5.0,,,1.0,1.0,1.0,1.0,,,,0.9164,4.0,2.0,3.0,,,,2.0,,,,2.0,1.0,0.647,,,
12436585,away,Newcastle United,Sven Botman,sven-botman,S. Botman,D,4,193,3377,M,,910046,EUR,947635200,D,4,4,False,26.0,25.0,,,0.0,16.0,17.0,9.0,9.0,1.0,1.0,1.0,1.0,,,,,,,,,64.0,30.0,7.1,2.0,0.165404,1.0,1,,,,,,,1.0,,,1.0,,0.1463,,,,,,,1.0,,,,,,,,1.0,
12436585,away,Newcastle United,Dan Burn,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,45.0,38.0,5.0,2.0,0.0,22.0,22.0,16.0,23.0,5.0,8.0,5.0,3.0,,,,,,,,,90.0,55.0,7.0,7.0,0.0160409,,1,,8.0,,,,,,3.0,3.0,,3.0,0.1782,5.0,,,,,,,,,,,1.0,0.3781,,,
12436585,away,Newcastle United,Jacob Murphy,jacob-murphy,J. Murphy,F,23,176,3564,M,,372336,EUR,793584000,M,23,23,False,18.0,11.0,6.0,1.0,0.0,4.0,5.0,7.0,16.0,1.0,6.0,3.0,1.0,,,,,,,,,63.0,37.0,6.8,11.0,0.0265579,1.0,0,,6.0,6.0,,1.0,,,4.0,3.0,1.0,,,,3.0,,,,,,,1.0,,,,,,,
12436585,away,Newcastle United,Bruno Guimarães,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,60.0,51.0,7.0,6.0,0.0,22.0,24.0,29.0,36.0,,9.0,2.0,9.0,,3.0,,,,,,,90.0,77.0,7.5,13.0,0.137502,2.0,2,,5.0,,2.0,1.0,,,6.0,3.0,1.0,1.0,0.292,1.0,,,,,,1.0,True,,,1.0,1.0,0.5207,,,
12436585,away,Newcastle United,Sandro Tonali,sandro-tonali,S. Tonali,M,8,181,14225,M,sandrotonali,892673,EUR,957744000,M,8,8,False,40.0,34.0,4.0,2.0,0.0,13.0,14.0,23.0,33.0,,4.0,,5.0,,3.0,,,,,,,90.0,57.0,7.2,13.0,0.331545,2.0,1,,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,0.0257,,7.0,1.0,,,2.0,1.0,,,,,,,,,
12436585,away,Newcastle United,Valentino Livramento,valentino-livramento,V. Livramento,D,21,181,4840,M,,980634,EUR,1037059200,M,21,21,False,33.0,31.0,,,0.0,17.0,18.0,14.0,18.0,1.0,2.0,1.0,5.0,,,,,,,,,90.0,55.0,7.0,9.0,0.0482585,1.0,1,,4.0,,2.0,2.0,,1.0,,,1.0,,0.0674,1.0,3.0,2.0,,,,,,1.0,,,1.0,0.0416,,,
12436585,away,Newcastle United,Harvey Barnes,harvey-barnes,H. Barnes,F,11,181,5550,M,,855647,EUR,881625600,F,11,11,False,14.0,13.0,1.0,1.0,0.0,6.0,7.0,7.0,8.0,1.0,1.0,,2.0,,,,,,,,,76.0,23.0,6.9,4.0,0.0301745,,3,,3.0,,1.0,,1.0,1.0,,,1.0,2.0,0.2131,,1.0,,,,,1.0,,,,,1.0,0.354,,,
12436585,away,Newcastle United,Anthony Gordon,gordon-anthony,A. Gordon,F,10,183,15696,M,AGordon,914902,EUR,982972800,F,10,10,False,21.0,17.0,1.0,1.0,0.0,6.0,6.0,12.0,21.0,,4.0,,1.0,,1.0,,,,,,,90.0,43.0,6.2,16.0,0.149898,1.0,0,,5.0,1.0,1.0,4.0,,,1.0,1.0,3.0,,,1.0,6.0,,,,1.0,,,2.0,,,,,,,1.0
12436585,away,Newcastle United,Callum Wilson,callum-wilson,C. Wilson,F,9,180,3241,M,,113956,EUR,699148800,F,9,9,False,8.0,8.0,,,0.0,2.0,2.0,6.0,6.0,,,,,,,,,,,,,64.0,18.0,6.3,10.0,0.0347927,2.0,0,,7.0,,4.0,1.0,,,,,5.0,1.0,,1.0,,,,,,,,,,,,,,,
12436585,away,Newcastle United,Lewis Miley,lewis-miley,L. Miley,M,67,188,3304,M,,1400650,EUR,1146441600,M,67,67,True,21.0,18.0,2.0,,0.0,7.0,7.0,11.0,14.0,1.0,3.0,,,,,,,,,,,27.0,23.0,6.7,3.0,0.0112374,,0,,1.0,,,,,,2.0,1.0,,,,1.0,,,,Lewis Miley,,,,,,,,,,,
12436585,away,Newcastle United,Emil Krafth,emil-krafth,E. Krafth,D,17,184,985,M,,150396,EUR,775785600,D,17,17,True,9.0,5.0,,,0.0,1.0,3.0,5.0,7.0,1.0,2.0,2.0,,,1.0,,,,,,,26.0,19.0,6.6,4.0,0.0049685,,0,,1.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,
12436585,away,Newcastle United,William Osula,osula-william,W. Osula,F,18,191,2934,M,,1122603,EUR,1059955200,F,18,18,True,3.0,2.0,,,0.0,,,2.0,5.0,1.0,2.0,,,,,,,,,,,26.0,9.0,6.6,5.0,0.00900562,,0,,2.0,,,,,,1.0,,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
12436585,away,Newcastle United,Joe Willock,joe-willock,J. Willock,M,28,186,2651,M,,888550,EUR,935107200,M,28,28,True,6.0,5.0,,,0.0,1.0,1.0,4.0,7.0,,1.0,,,,,,,,,,,14.0,13.0,7.1,4.0,0.00100092,1.0,1,,,,,,1.0,,1.0,,1.0,,0.046,,2.0,,,,,,,,,,,,,1.0,
12436585,away,Newcastle United,John Ruddy,john-ruddy,J. Ruddy,G,26,193,404,M,,1131,EUR,530496000,G,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436585,away,Newcastle United,Martin Dúbravka,martin-dubravka,M. Dúbravka,G,1,190,3081,M,,42209,EUR,600825600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436585,away,Newcastle United,Jamaal Lascelles,jamaal-lascelles,J. Lascelles,D,24,188,1036,M,,153444,EUR,752976000,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436585,away,Newcastle United,Sean Longstaff,sean-longstaff,S. Longstaff,M,8,187,1652,M,,866191,EUR,878169600,M,36,36,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436585,away,Newcastle United,Sean Neave,sean-neave,S. Neave,F,62,184,359,M,,1511675,EUR,1180224000,F,78,78,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Sean Neave,,,,,,,,,,,
