match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,captain,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_goals,player_sofascoreId,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,stat_penaltyWon
10382204,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,False,24.0,8.0,22.0,6.0,6.0,10.0,2.0,14.0,7.0,2.0,1.0,5.0,90.0,33.0,6.4,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382204,home,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,14.0,9.0,4.0,2.0,3.0,6.0,6.0,8.0,4.0,,,,74.0,26.0,6.5,5.0,0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10382204,home,Excelsior,Sven Nieuwpoort,Sven,Nieuwpoort,sven-nieuwpoort,S. Nieuwpoort,D,16,184,8,M,97412,EUR,734659200,D,16,16,False,8.0,6.0,1.0,,6.0,7.0,,1.0,3.0,,,,90.0,14.0,6.0,3.0,1,1.0,1.0,1.0,,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10382204,home,Excelsior,Maxime Awoudja,,,maxime-awoudja,M. Awoudja,D,6,188,29,M,886639,EUR,886377600,D,17,17,False,19.0,14.0,3.0,,13.0,16.0,1.0,3.0,6.0,,,,90.0,40.0,6.6,6.0,1,,2.0,5.0,,3.0,5.0,3.0,3.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
10382204,home,Excelsior,Redouan El Yaakoubi,,,redouan-el-yaakoubi,R. E. Yaakoubi,D,,182,100,M,887617,EUR,822528000,D,4,4,False,32.0,17.0,13.0,2.0,14.0,19.0,3.0,13.0,10.0,,,,90.0,45.0,6.6,16.0,2,,5.0,2.0,1.0,,3.0,1.0,1.0,,,,,1.0,1.0,3.0,1.0,1.0,1.0,,True,1.0,1.0,1.0,1.0,,,,,,,,,
10382204,home,Excelsior,Nathan Tjoe-A-On,,,tjoe-a-on-nathan,N. Tjoe-A-On,M,24,182,7235,M,992651,EUR,1008979200,D,28,28,False,20.0,13.0,4.0,2.0,7.0,12.0,6.0,8.0,5.0,,,,90.0,34.0,6.3,8.0,0,1.0,2.0,4.0,,3.0,2.0,2.0,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,nathantjoeaon,,,,,,,,
10382204,home,Excelsior,Couhaib Driouech,,,couhaib-driouech,C. Driouech,F,11,175,4625,M,1047395,EUR,1019001600,M,14,14,False,13.0,9.0,,,4.0,5.0,6.0,10.0,5.0,,,,90.0,33.0,6.3,12.0,5,,5.0,2.0,,,,1.0,1.0,,,4.0,,2.0,2.0,1.0,2.0,2.0,,,,2.0,1.0,3.0,,,1.0,2.0,1.0,2.0,1.0,1.0,,
10382204,home,Excelsior,Kenzo Goudmijn,,,kenzo-goudmijn,K. Goudmijn,M,24,174,248,M,916947,EUR,1008633600,M,8,8,False,20.0,15.0,5.0,3.0,7.0,11.0,8.0,9.0,3.0,,,,90.0,32.0,6.3,8.0,0,,4.0,3.0,1.0,,,3.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,
10382204,home,Excelsior,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,23,23,False,28.0,18.0,8.0,4.0,9.0,15.0,9.0,13.0,9.0,,,,90.0,40.0,6.6,12.0,1,1.0,5.0,6.0,3.0,,,4.0,2.0,1.0,1.0,,,1.0,2.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,
10382204,home,Excelsior,Lazaros Lamprou,Lazaros,Lamprou,lazaros-lamprou,L. Lamprou,M,7,177,177,M,823856,EUR,882403200,M,22,22,False,8.0,4.0,1.0,1.0,1.0,4.0,4.0,8.0,2.0,,,,74.0,22.0,6.4,10.0,0,,4.0,,1.0,2.0,1.0,,,1.0,,,,,2.0,,,,,,,2.0,,,,,,4.0,1.0,1.0,,,,
10382204,home,Excelsior,Marouan Azarkan,,,marouan-azarkan,M. Azarkan,M,17,165,221,M,987524,EUR,1007769600,F,10,10,False,18.0,16.0,1.0,1.0,7.0,7.0,9.0,20.0,2.0,,,,84.0,45.0,6.7,19.0,1,,8.0,3.0,1.0,,,2.0,,1.0,1.0,3.0,,,1.0,2.0,,,,,,3.0,1.0,,,,,9.0,,3.0,,,,
10382204,home,Excelsior,Nathan Markelo,,,nathan-markelo,N. Markelo,M,24,182,73,M,920489,EUR,915667200,D,24,24,True,5.0,3.0,1.0,,1.0,1.0,2.0,4.0,,,,,16.0,6.0,6.1,2.0,0,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
10382204,home,Excelsior,Mike van Duinen,Mike,van Duinen,mike-van-duinen,M. v. Duinen,F,29,183,39,M,150494,EUR,689385600,F,29,29,True,3.0,3.0,,,2.0,2.0,1.0,1.0,2.0,,,,16.0,5.0,6.4,1.0,0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
