match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_interceptionWon,stat_fouls,stat_dispossessed,stat_outfielderBlock,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,captain,stat_errorLeadToAGoal,stat_blockedScoringAttempt,stat_totalOffside,player_firstName,player_lastName,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,player_sofascoreId,stat_penaltyConceded
10433936,home,Adana Demirspor,Ertaç Özbir,ertac-ozbir,E. Özbir,G,186,92,M,126077,EUR,625276800,G,25,25,False,31.0,30.0,6.0,5.0,30.0,30.0,1.0,8.0,2.0,3.0,90.0,41.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433936,home,Adana Demirspor,İsmail Çokçalış,ismail-cokcalis,İ. Çokçalış,D,176,32,M,906050,EUR,961545600,D,16,16,False,32.0,29.0,,,15.0,16.0,17.0,5.0,,,78.0,46.0,6.4,7.0,0,16,14.0,1.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10433936,home,Adana Demirspor,Jorge Morel,jorge-morel,J. Morel,M,180,146,M,1175757,EUR,885427200,D,5,5,False,44.0,38.0,3.0,,32.0,35.0,9.0,9.0,,,87.0,56.0,7.5,6.0,4,5,6.0,,2.0,5.0,5.0,8.0,,,2.0,3.0,3.0,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
10433936,home,Adana Demirspor,Semih Güler,semih-guler,S. Güler,D,184,112,M,325155,EUR,786153600,D,4,4,False,65.0,59.0,8.0,4.0,31.0,33.0,32.0,7.0,,,90.0,76.0,6.4,8.0,1,6,28.0,,2.0,1.0,4.0,2.0,,,5.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10433936,home,Adana Demirspor,Kévin Rodrigues,kevin-rodrigues,K. Rodrigues,D,169,248,M,234232,EUR,762825600,D,77,77,False,51.0,43.0,3.0,3.0,20.0,23.0,34.0,3.0,,,90.0,78.0,7.6,17.0,1,77,26.0,6.0,,2.0,1.0,8.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,,1.0,,,,2.0,1.0,,,1.0,3.0,1.0,2.0,,,,,,,,,,,,,
10433936,home,Adana Demirspor,Benjamin Stambouli,benjamin-stambouli,B. Stambouli,M,180,161,M,105951,EUR,650505600,M,90,90,False,64.0,53.0,5.0,3.0,25.0,31.0,33.0,5.0,,,90.0,76.0,6.8,15.0,2,21,28.0,,,2.0,1.0,4.0,2.0,2.0,,,,3.0,,,1.0,1.0,,1.0,,,1.0,,,,,2.0,True,1.0,,,,,,,,,,,
10433936,home,Adana Demirspor,Badou Ndiaye,badou-ndiaye,B. Ndiaye,M,180,427,M,228342,EUR,656985600,M,17,17,False,48.0,43.0,3.0,1.0,21.0,21.0,27.0,7.0,,,87.0,72.0,6.9,13.0,2,,22.0,,,1.0,6.0,9.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,,2.0,,,,1.0,3.0,,,,,1.0,,,,,,,,,,,,,
10433936,home,Adana Demirspor,Yusuf Sarı,yusuf-sari,Y. Sarı,M,168,562,M,896364,EUR,911520000,M,26,26,False,47.0,36.0,7.0,5.0,12.0,13.0,42.0,7.0,,,90.0,71.0,7.9,20.0,3,7,28.0,8.0,1.0,,4.0,5.0,6.0,3.0,,,,2.0,2.0,,,1.0,,,,,,,1.0,4.0,1.0,5.0,,,2.0,1.0,,,,,,,,,
10433936,home,Adana Demirspor,Younès Belhanda,younes-belhanda,Y. Belhanda,M,177,1189,M,72999,EUR,635904000,M,10,10,False,49.0,40.0,4.0,1.0,18.0,18.0,37.0,3.0,,,90.0,78.0,6.5,20.0,6,10,24.0,6.0,1.0,,7.0,7.0,5.0,2.0,,2.0,2.0,4.0,3.0,2.0,4.0,2.0,,,,1.0,,,,2.0,,6.0,,,,1.0,Younès,Belhanda,3.0,1.0,1.0,,,,
10433936,home,Adana Demirspor,Babajide David Akintola,babajide-david-akintola,D. Babajide,M,178,297,M,798676,EUR,821491200,M,11,11,False,23.0,19.0,,,6.0,6.0,18.0,3.0,,,78.0,37.0,6.4,10.0,0,11,13.0,1.0,,1.0,4.0,4.0,6.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
