match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_aerialLost,stat_outfielderBlock,stat_errorLeadToAGoal,stat_fouls,stat_keyPass,stat_interceptionWon,player_sofascoreId,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_penaltyConceded,stat_goalAssist,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_penaltyWon
11391343,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,True,25.0,17.0,11.0,3.0,15.0,17.0,2.0,8.0,1.0,6.0,1.0,1.0,1.0,1.0,90.0,28.0,6.2,8.0,0.00071663,0,-1.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391343,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,,31.0,25.0,2.0,1.0,11.0,12.0,14.0,20.0,,1.0,,,,,45.0,36.0,6.6,8.0,0.00757726,0,,1.0,1.0,1.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391343,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,,78.0,71.0,7.0,4.0,39.0,40.0,32.0,38.0,4.0,10.0,,,,,90.0,93.0,6.8,10.0,0.0676461,0,,,4.0,1.0,8.0,,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391343,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,D,14,14,False,,85.0,76.0,10.0,7.0,34.0,37.0,42.0,49.0,1.0,9.0,,,,,90.0,97.0,6.4,14.0,0.0604394,0,,1.0,3.0,3.0,7.0,,3.0,2.0,,4.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11391343,home,RC Lens,Ruben Aguilar,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,M,2,2,False,,29.0,24.0,1.0,,3.0,4.0,21.0,28.0,3.0,4.0,,,,,63.0,53.0,7.0,10.0,0.0544976,0,,3.0,2.0,2.0,4.0,,,,1.0,2.0,2.0,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
11391343,home,RC Lens,Nampalys Mendy,nampalys-mendy,N. Mendy,M,23,168,5158,M,123166,EUR,709257600,M,26,26,False,,46.0,42.0,3.0,1.0,11.0,13.0,31.0,34.0,1.0,12.0,,,,,63.0,54.0,6.4,7.0,0.322746,0,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,papy.mendy,,,,,,,,,,,,,,,,,,
11391343,home,RC Lens,Neil El Aynaoui,neil-el-aynaoui,N. El Aynaoui,M,8,186,16055,M,1128530,EUR,994032000,M,23,23,False,,35.0,32.0,1.0,,11.0,12.0,21.0,24.0,,5.0,,,,,76.0,60.0,7.0,11.0,0.0159023,3,,1.0,,3.0,6.0,,4.0,3.0,1.0,4.0,1.0,Neil,El Aynaoui,,,,,2.0,3.0,,3.0,1.0,1.0,1.0,1.0,1.0,0.306,0.2943,,,,,,,,,,
11391343,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,False,,43.0,39.0,3.0,1.0,14.0,14.0,27.0,39.0,1.0,2.0,,,,,90.0,78.0,7.7,16.0,0.645582,3,,10.0,,4.0,8.0,,6.0,5.0,,1.0,1.0,,,2.0,,,1.0,2.0,,przemek.franek_,2.0,1.0,,,1.0,2.0,0.061,0.0683,2.0,1.0,,,,,,,,
11391343,home,RC Lens,David Pereira da Costa,david-pereira-da-costa,D. P. d. Costa,M,10,165,576,M,1023091,EUR,978652800,F,10,10,False,,25.0,20.0,2.0,2.0,4.0,4.0,18.0,26.0,,,,,,,76.0,43.0,7.0,14.0,0.0863199,2,,5.0,,3.0,4.0,2.0,,,,2.0,3.0,,,,,,,1.0,,,2.0,1.0,,2.0,,,0.1927,,2.0,,,,,,,,,
11391343,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187,757,M,788921,EUR,656812800,F,7,7,False,,50.0,41.0,3.0,2.0,9.0,9.0,34.0,48.0,1.0,3.0,,,,,90.0,78.0,8.1,16.0,0.247746,4,,7.0,2.0,4.0,6.0,,3.0,2.0,1.0,1.0,1.0,,,2.0,1.0,,,2.0,1.0,,1.0,,,2.0,1.0,1.0,0.2132,0.0279,2.0,1.0,,,,,,,,
