match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_fouls,stat_shotOffTarget,stat_goals,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,player_sofascoreId
12528276,away,Göztepe,Isaac Solet,isaac-solet,I. Solet,M,94,184.0,178,M,1606478,EUR,992649600,M,94,94,False,34.0,27.0,4.0,2.0,0.0,16.0,20.0,12.0,16.0,13.0,1.0,10.0,,4.0,,,,,90.0,60.0,7.3,16.0,0.0205306,2,,2.0,1.0,5.0,8.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,,Isaac Solet,,,1.0,,,0.162,0.0332,,1.0,1.0,,,,,,,,
12528276,away,Göztepe,Ahmed Ildız,ahmed-ildiz,A. Ildız,M,66,181.0,50,M,849329,EUR,849139200,M,8,8,False,32.0,24.0,2.0,2.0,0.0,14.0,15.0,11.0,18.0,6.0,,5.0,,1.0,,,,,81.0,46.0,6.9,13.0,0.0343458,0,,1.0,1.0,2.0,5.0,,1.0,2.0,1.0,1.0,1.0,3.0,2.0,,,,2.0,,,,,,,1.0,,,,,,,,,
12528276,away,Göztepe,Djalma,djalma-silva,Djalma,M,,180.0,97,M,973933,EUR,779932800,M,66,66,False,25.0,18.0,4.0,2.0,0.0,6.0,8.0,12.0,23.0,5.0,3.0,3.0,,,,,,,86.0,63.0,6.7,26.0,0.00783402,3,,6.0,,4.0,6.0,,2.0,4.0,1.0,1.0,,4.0,,1.0,,,,1.0,,,0.0982,0.1584,,1.0,1.0,,,,,,1.0,,
12528276,away,Göztepe,Kuryu Matsuki,kuryu-matsuki,K. Matsuki,M,27,178.0,1417,M,1154637,EUR,1051660800,F,7,7,False,13.0,9.0,1.0,,0.0,6.0,6.0,6.0,11.0,,,3.0,,,,,,,45.0,21.0,6.4,8.0,0.0774765,0,,4.0,3.0,,6.0,2.0,1.0,2.0,,,,,,2.0,Kuryu Matsuki,,,,,,,,,1.0,,,,,,,,,
12528276,away,Göztepe,Rômulo,romulo,Rômulo,F,40,193.0,3722,M,1133743,EUR,1013126400,F,79,79,False,18.0,9.0,2.0,2.0,0.0,4.0,5.0,5.0,13.0,3.0,,5.0,,2.0,,,,,90.0,42.0,6.3,18.0,0.00285465,2,,,,,9.0,1.0,1.0,3.0,,,1.0,5.0,1.0,,Rômulo,,4.0,1.0,,,0.2462,0.1484,,,,,,,,1.0,1.0,,
12528276,away,Göztepe,Juan Santos da Silva,juan,Juan,F,9,176.0,1031,M,1009928,EUR,1015459200,F,11,11,False,12.0,5.0,3.0,2.0,0.0,2.0,3.0,3.0,9.0,5.0,,2.0,,2.0,,,,,70.0,25.0,6.8,11.0,0.00561293,0,,,,1.0,6.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,3.0,,,,2.0,,,,,,,,,
12528276,away,Göztepe,Victor Hugo,victor-hugo,V. Hugo,M,30,184.0,3548,M,1170954,EUR,1084233600,M,6,6,True,9.0,7.0,,,0.0,3.0,4.0,4.0,5.0,2.0,,1.0,,1.0,,,,,45.0,19.0,6.8,8.0,0.0122692,2,,,,1.0,4.0,,,3.0,,,1.0,3.0,,1.0,,,,,,,0.0629,,,1.0,2.0,,,,,,,1.0,
12528276,away,Göztepe,Lasse Nielsen,lasse-nielsen,L. Nielsen,D,4,185.0,71,M,21547,EUR,568598400,D,24,24,True,13.0,5.0,4.0,1.0,0.0,2.0,3.0,3.0,11.0,4.0,,2.0,,1.0,,,,,20.0,22.0,6.5,12.0,0.00089229,0,,1.0,,1.0,4.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,
12528276,away,Göztepe,David Datro Fofana,david-datro-fofana,D. D. Fofana,F,15,181.0,7863,M,1090458,EUR,1040515200,F,99,99,True,1.0,,,,0.0,,,,1.0,,,,,,,,,,20.0,3.0,6.5,2.0,,0,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,datro_9
12528276,away,Göztepe,David Tijanič,david-tijanic,D. Tijanič,F,43,174.0,389,M,827369,EUR,869011200,M,43,43,True,2.0,1.0,,,0.0,1.0,1.0,1.0,3.0,2.0,,1.0,,1.0,,,,,9.0,10.0,6.9,3.0,0.024702,0,,2.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
12528276,away,Göztepe,İsmail Köybaşı,ismail-koybasi,İ. Köybaşı,M,12,177.0,93,M,43605,EUR,616032000,D,12,12,True,5.0,4.0,3.0,2.0,0.0,,1.0,5.0,5.0,1.0,,,,,,,,,12.0,11.0,6.7,4.0,0.0430128,0,,1.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12528276,away,Göztepe,Emircan Secgin,emircan-secgin,E. Secgin,G,,192.0,20,M,997159,EUR,1017792000,G,54,54,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528276,away,Göztepe,Arda Özçimen,arda-ozcimen,A. Özçimen,G,1,202.0,62,M,964196,EUR,1010448000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528276,away,Göztepe,Ege Yildirim,yildirim-ege,E. Yildirim,D,45,,48,M,1533919,EUR,1176854400,D,45,45,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Ege Yildirim,,,,,,,,,,,,,,,,,,
12528276,away,Göztepe,Koray Günter,koray-gunter,K. Günter,D,22,185.0,219,M,138165,EUR,776995200,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528276,away,Göztepe,İzzet Furkan Malak,malak-izzet-furkan,İ. F. Malak,M,18,,56,M,1397819,EUR,1105660800,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
