match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_goals,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_challengeLost,stat_lastManTackle,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot
12514184,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,True,36.0,35.0,6.0,5.0,0.0,34.0,34.0,1.0,2.0,1.0,1.0,9.0,1.0,2.0,1.0,90.0,48.0,7.2,1.0,0.00136074,0,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514184,home,FC Porto,Martim Fernandes,martim-fernandes,M. Fernandes,D,52,181,1999,M,,1142585,EUR,1137542400,D,52,52,False,,69.0,60.0,8.0,4.0,1.0,40.0,44.0,20.0,29.0,5.0,,5.0,,,,90.0,92.0,7.6,17.0,0.497516,1,,,,4.0,1.0,3.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.1111,0.111,2.0,,,,,,,,,,,,,,
12514184,home,FC Porto,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,,913401,EUR,961804800,D,24,24,False,,108.0,104.0,11.0,9.0,1.0,82.0,84.0,22.0,24.0,1.0,2.0,6.0,,,,90.0,114.0,7.9,4.0,0.335771,0,,,,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
12514184,home,FC Porto,Otávio,otavio,Otávio,D,6,188,1431,M,,1069159,EUR,1019347200,D,4,4,False,,124.0,116.0,10.0,7.0,0.0,96.0,99.0,20.0,25.0,3.0,2.0,4.0,3.0,,,90.0,134.0,7.6,8.0,0.00578345,1,,,,,,,1.0,,,,,1.0,,1.0,0.02,0.0174,,1.0,2.0,,,,,,,,,,,,
12514184,home,FC Porto,Wenderson Galeno,wenderson-galeno,W. Galeno,M,13,178,4340,M,w_galeno90,845754,EUR,877478400,D,13,13,False,,40.0,37.0,3.0,3.0,0.0,23.0,25.0,14.0,16.0,4.0,,2.0,1.0,,,68.0,60.0,6.9,9.0,0.0256449,0,,,,1.0,2.0,1.0,4.0,1.0,1.0,,,,4.0,3.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,
12514184,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,,886223,EUR,851126400,M,6,6,False,,54.0,50.0,6.0,4.0,0.0,32.0,32.0,18.0,23.0,2.0,2.0,5.0,,,,68.0,60.0,7.2,6.0,0.0880004,0,,,,1.0,,,,,,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,,
12514184,home,FC Porto,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,16,16,False,,50.0,47.0,9.0,8.0,1.0,29.0,30.0,18.0,21.0,5.0,1.0,3.0,2.0,,,80.0,64.0,8.4,5.0,0.0168817,2,,,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.5557,0.7009,1.0,,1.0,2.0,2.0,1.0,1.0,,,,,,,,
12514184,home,FC Porto,André Franco,andre-franco,A. Franco,M,10,177,622,M,,851286,EUR,892339200,M,20,20,False,,36.0,32.0,3.0,2.0,0.0,12.0,12.0,20.0,26.0,2.0,,2.0,2.0,,,80.0,43.0,7.6,7.0,0.206435,0,,,,2.0,,1.0,,,,2.0,,,,,,,2.0,,1.0,,,,,,,,,,,,
12514184,home,FC Porto,Rodrigo Mora,mora-rodrigo,R. Mora,M,86,168,13996,M,,1410240,EUR,1178323200,M,86,86,False,,18.0,15.0,1.0,1.0,1.0,6.0,7.0,10.0,12.0,1.0,1.0,1.0,,,,80.0,31.0,7.8,10.0,0.242784,2,,Rodrigo Mora,,1.0,,,7.0,2.0,,1.0,,1.0,2.0,2.0,0.182,0.6342,2.0,,,1.0,1.0,,1.0,1.0,3.0,1.0,,,,,
12514184,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,M,11,11,False,,42.0,32.0,3.0,2.0,0.0,14.0,14.0,19.0,30.0,6.0,,3.0,3.0,,,90.0,53.0,7.1,14.0,0.0838669,0,,,,2.0,,1.0,1.0,1.0,1.0,,,,3.0,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,
