match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_wasFouled,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_ownGoals,stat_dispossessed,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_goalAssist,stat_wonContest,player_sofascoreId,stat_totalOffside,stat_goals,stat_outfielderBlock
10388467,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,37.0,35.0,13.0,11.0,30.0,31.0,5.0,6.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,90.0,48.0,6.4,2.0,0.0,0.0,0.00410799,0,-1.2528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388467,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,D,25,25,False,,36.0,28.0,7.0,3.0,14.0,18.0,15.0,20.0,1.0,8.0,,,,,,90.0,54.0,6.6,12.0,0.163,0.0,0.222796,1,,2.0,1.0,2.0,4.0,8.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,
10388467,home,TSG Hoffenheim,Kevin Vogt,kevin-vogt,K. Vogt,D,7,194,163,M,48660,EUR,685584000,D,22,22,False,,74.0,61.0,13.0,7.0,32.0,34.0,29.0,40.0,3.0,9.0,,,,,,90.0,82.0,6.3,14.0,0.0,0.0,0.0447639,0,,,,1.0,,6.0,1.0,1.0,,,,,,,1.0,4.0,1.0,1.0,,,,,,,,,,,,,
10388467,home,TSG Hoffenheim,Ozan Kabak,ozan-kabak,O. Kabak,D,5,185,2402,M,857740,EUR,953942400,D,5,5,False,,61.0,48.0,9.0,6.0,35.0,41.0,13.0,20.0,2.0,9.0,,,,,,90.0,78.0,6.6,15.0,0.2826,0.0549,0.00891725,4,,,,3.0,4.0,5.0,5.0,,1.0,,3.0,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,
10388467,home,TSG Hoffenheim,Robert Skov,robert-skov,R. Skov,M,24,183,755,M,327863,EUR,832550400,M,29,29,False,,26.0,20.0,4.0,2.0,5.0,7.0,15.0,22.0,,2.0,,,,,,82.0,50.0,6.4,15.0,0.1359,0.3744,0.100351,4,,3.0,,,1.0,5.0,3.0,1.0,1.0,,1.0,,1.0,1.0,3.0,1.0,2.0,1.0,,1.0,,2.0,2.0,,,,,,,,
10388467,home,TSG Hoffenheim,Dennis Geiger,dennis-geiger,D. Geiger,M,8,172,160,M,795004,EUR,897436800,M,8,8,False,,40.0,35.0,1.0,,13.0,14.0,23.0,30.0,,5.0,,,,,,89.0,51.0,6.9,9.0,0.0,0.0,0.0650905,0,,4.0,1.0,1.0,1.0,3.0,4.0,,,,,,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
10388467,home,TSG Hoffenheim,Angelo Stiller,stiller-angelo,A. Stiller,M,6,183,7426,M,901882,EUR,986342400,M,13,13,False,,40.0,30.0,6.0,4.0,10.0,13.0,21.0,30.0,,5.0,,,,,,90.0,57.0,7.0,15.0,0.0815,0.0753,0.0231136,2,,3.0,1.0,1.0,2.0,3.0,7.0,,,,,1.0,5.0,4.0,1.0,,,,,1.0,,2.0,1.0,,,,,,,,
10388467,home,TSG Hoffenheim,Angeliño,angelino,Angeliño,M,3,171,3342,M,848355,EUR,852336000,M,11,11,False,,60.0,43.0,9.0,4.0,22.0,26.0,28.0,45.0,,6.0,,,,,,90.0,93.0,8.2,25.0,0.0156,0.0,0.667151,1,,11.0,7.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,7.0,1.0,,,,,,,,1.0,1.0,,,,
10388467,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,F,27,27,False,,27.0,26.0,,,11.0,11.0,15.0,17.0,,6.0,,,,,,74.0,34.0,6.8,3.0,0.0067,0.1758,0.273481,1,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,andrejkramaric,,,
10388467,home,TSG Hoffenheim,Georginio Rutter,rutter-georginio,G. Rutter,M,10,182,3506,M,946695,EUR,1019260800,F,33,33,False,,9.0,6.0,2.0,1.0,,,6.0,10.0,,2.0,,,,,,74.0,32.0,6.9,12.0,0.1105,0.2209,0.233792,2,,1.0,,1.0,2.0,6.0,8.0,,4.0,,1.0,1.0,1.0,,3.0,2.0,1.0,4.0,,1.0,,1.0,,,,,2.0,,1.0,,
