match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,captain,stat_unsuccessfulTouch,stat_shotOffTarget,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_totalOffside,stat_hitWoodwork
11392856,home,Le Havre,Arthur Desmas,arthur-desmas,A. Desmas,G,16,196,105,M,798306,EUR,765676800,G,30,30,False,23.0,11.0,17.0,6.0,6.0,10.0,5.0,13.0,1.0,2.0,15.0,1.0,2.0,1.0,3.0,90.0,42.0,7.2,12.0,0.0,0.0,0.00141267,0,0.0559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392856,home,Le Havre,Yoann Salmier,yoann-salmier,Y. Salmier,D,21,188,61,M,785518,EUR,722304000,D,22,22,False,28.0,18.0,7.0,2.0,9.0,10.0,9.0,18.0,2.0,5.0,4.0,1.0,,,,90.0,41.0,6.7,10.0,0.0397,0.0,0.00561471,1,,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11392856,home,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189,741,M,1035988,EUR,1018569600,D,93,93,False,28.0,23.0,6.0,4.0,17.0,18.0,6.0,10.0,1.0,3.0,2.0,1.0,,,,90.0,41.0,7.1,6.0,0.0,0.0,0.00289906,0,,,4.0,,3.0,3.0,3.0,1.0,,4.0,,,True,1.0,,,,,,,,,,,,,,,,,,
11392856,home,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188,195,M,287887,EUR,806025600,D,4,4,False,34.0,31.0,2.0,,27.0,29.0,4.0,5.0,2.0,3.0,5.0,1.0,,,,90.0,44.0,6.9,3.0,0.1015,0.0,0.00272027,1,,1.0,1.0,,5.0,1.0,2.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,
11392856,home,Le Havre,Christopher Operi,christopher-operi,C. Operi,D,21,182,1311,M,858977,EUR,862272000,D,27,27,False,42.0,31.0,7.0,1.0,19.0,25.0,12.0,19.0,1.0,4.0,6.0,1.0,,,,90.0,65.0,6.6,15.0,0.0262,0.0,0.0105882,1,,,1.0,1.0,2.0,,3.0,2.0,1.0,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,
11392856,home,Le Havre,Abdoulaye Touré,abdoulaye-toure,A. Touré,M,94,187,3161,M,149732,EUR,762652800,M,94,94,False,29.0,24.0,2.0,2.0,14.0,17.0,10.0,12.0,,2.0,5.0,,,,,90.0,40.0,6.8,7.0,0.0,0.0,0.0308655,0,,2.0,5.0,,1.0,,2.0,1.0,1.0,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,
11392856,home,Le Havre,Josué Casimir,josue-casimir,J. Casimir,M,7,178,9086,M,1035986,EUR,1001289600,M,23,23,False,13.0,10.0,,,2.0,3.0,9.0,12.0,,5.0,1.0,3.0,,,,82.0,31.0,8.2,7.0,0.0536,0.0,0.215981,1,,,2.0,,1.0,,1.0,,,,,,,1.0,1.0,2.0,1.0,,3.0,2.0,2.0,1.0,2.0,3.0,,,,,,,,
11392856,home,Le Havre,Daler Kuzyaev,daler-kuzyaev,D. Kuzyaev,M,14,182,744,M,541426,EUR,727056000,M,14,14,False,20.0,11.0,1.0,,6.0,10.0,5.0,10.0,1.0,7.0,6.0,2.0,,,,88.0,33.0,6.7,11.0,0.0,0.0,0.0027337,0,,1.0,4.0,,2.0,,1.0,4.0,2.0,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,
11392856,home,Le Havre,Yassine Kechta,yassine-kechta,Y. Kechta,M,8,166,2008,M,1000442,EUR,1014595200,M,8,8,False,23.0,17.0,4.0,1.0,3.0,6.0,14.0,17.0,1.0,2.0,5.0,1.0,,,,83.0,31.0,6.5,7.0,0.0,0.0,0.0591111,0,,2.0,10.0,,,,2.0,,,3.0,,,,,,,4.0,,1.0,,,,,3.0,,,,,,,,
11392856,home,Le Havre,Nabil Alioui,alioui-nabil,N. Alioui,F,10,175,375,M,873049,EUR,919296000,M,10,10,False,22.0,11.0,2.0,1.0,2.0,4.0,11.0,20.0,1.0,5.0,3.0,3.0,,,,74.0,35.0,7.5,15.0,0.2806,0.399,0.12681,1,,1.0,5.0,,,,,,,2.0,,,,2.0,,2.0,,1.0,2.0,1.0,,2.0,,3.0,1.0,1.0,,,,,,
