match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,player_lastName,stat_outfielderBlock,stat_interceptionWon,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_shotOffTarget,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_totalOffside,player_sofascoreId,captain,stat_goalAssist,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox
11067370,home,Santos,João Paulo,joao-paulo,J. Paulo,G,34,188,1599,M,795177,EUR,804384000,G,34,34,False,22.0,15.0,10.0,3.0,13.0,13.0,2.0,9.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,26.0,6.0,7.0,0.0,0.0,0.00042847,0,-1.3502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067370,home,Santos,Gabriel Inocêncio,gabriel-inocencio,Gabriel Inocêncio,D,6,175,95,M,1047680,EUR,777340800,D,12,12,False,39.0,31.0,3.0,1.0,22.0,26.0,9.0,14.0,12.0,11.0,4.0,4.0,,,,,90.0,63.0,6.1,12.0,0.0,0.0,0.00265533,0,,Gabriel Inocêncio,1.0,3.0,4.0,11.0,5.0,1.0,5.0,4.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,
11067370,home,Santos,Joaquim,joaquim,Joaquim,D,28,187,860,M,1047740,EUR,914803200,D,28,28,False,45.0,33.0,8.0,3.0,23.0,29.0,10.0,16.0,6.0,5.0,1.0,1.0,,,,,90.0,62.0,6.7,13.0,0.0,0.0,0.00548854,0,,,,1.0,5.0,3.0,,,1.0,,10.0,,1.0,,1.0,3.0,,,,,,,,,,,,,
11067370,home,Santos,Messias,messias,Messias,D,4,192,220,M,839765,EUR,783820800,D,24,24,False,25.0,20.0,4.0,,19.0,22.0,1.0,3.0,3.0,3.0,2.0,2.0,,,,,90.0,38.0,6.5,5.0,0.0339,0.3017,0.00030011,1,,,,1.0,1.0,2.0,1.0,,,,8.0,,,,1.0,1.0,1.0,,,,,,,,,,,,
11067370,home,Santos,Lucas Pires,lucas-pires,L. Pires,D,23,182,554,M,1136896,EUR,985392000,D,44,44,False,42.0,34.0,5.0,2.0,17.0,19.0,17.0,25.0,2.0,4.0,1.0,,,,,,90.0,66.0,6.1,15.0,0.0534,0.1747,0.0105119,2,,,2.0,,,7.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,,2.0,1.0,2.0,,,,,,,,,,,,
11067370,home,Santos,Rodrigo Fernández,rodrigo-fernandez,R. Fernández,M,5,172,285,M,877599,EUR,820627200,M,14,14,False,22.0,18.0,3.0,1.0,11.0,13.0,7.0,9.0,5.0,3.0,3.0,1.0,,,,,68.0,33.0,6.9,6.0,0.5585,0.9538,0.00508895,1,,,,1.0,,8.0,3.0,,,,1.0,1.0,4.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,
11067370,home,Santos,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,19,19,False,21.0,19.0,3.0,1.0,12.0,13.0,7.0,8.0,4.0,2.0,3.0,1.0,,,,,82.0,29.0,6.5,2.0,0.0,0.0,0.00495494,0,,,,,,3.0,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,
11067370,home,Santos,Stiven Mendoza,steven-mendoza,S. Mendoza,M,7,171,1016,M,354510,EUR,709603200,M,20,20,False,24.0,20.0,1.0,1.0,11.0,14.0,9.0,11.0,6.0,9.0,1.0,,,,,,86.0,49.0,7.0,11.0,0.8129,1.2312,0.00497864,5,,,1.0,1.0,,7.0,2.0,1.0,5.0,2.0,,1.0,,,,,2.0,1.0,3.0,1.0,2.0,2.0,,,,,,,
11067370,home,Santos,Lucas Lima,lucas-lima,L. Lima,M,10,176,1742,M,244589,EUR,647481600,M,23,23,False,14.0,13.0,3.0,3.0,3.0,3.0,11.0,14.0,5.0,4.0,4.0,2.0,,,,,68.0,29.0,6.8,5.0,0.0,0.0,0.0687696,0,,,3.0,,,3.0,2.0,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,2.0,1.0,2.0,,,,,
11067370,home,Santos,Yeferson Soteldo,yeferson-soteldo,Y. Soteldo,M,7,160,11184,M,789960,EUR,867628800,M,10,10,False,13.0,13.0,,,3.0,3.0,11.0,12.0,5.0,4.0,1.0,,,,,,68.0,33.0,7.0,8.0,0.0,0.0,0.476179,0,,,2.0,,,5.0,1.0,1.0,6.0,3.0,,3.0,,,,1.0,,,1.0,,,3.0,1.0,,yefersonsoteldo1006,True,1.0,1.0,
