match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_totalTackle,stat_fouls,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_wonTackle,stat_wasFouled,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalCross,stat_dispossessed,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_lastManTackle,stat_expectedGoals,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_totalOffside,stat_goals,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot
12437787,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,True,23.0,17.0,10.0,4.0,0.0,16.0,18.0,1.0,5.0,1.0,1.0,1.0,4.0,3.0,90.0,29.0,6.8,6.0,0.00018623,0,-0.4905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437787,home,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13426,M,nahuelmolina_35,831799,EUR,891820800,D,16,16,False,,30.0,28.0,1.0,,0.0,14.0,15.0,14.0,15.0,1.0,,,,,45.0,35.0,6.6,2.0,0.00882044,0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437787,home,Atlético Madrid,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,lenormand_r,787751,EUR,847670400,D,24,24,False,,57.0,52.0,6.0,3.0,0.0,34.0,38.0,18.0,19.0,5.0,,,3.0,,90.0,66.0,6.8,5.0,0.00656668,0,,4.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437787,home,Atlético Madrid,José María Giménez,jose-maria-gimenez,J. M. Giménez,D,2,185,5874,M,JoseMaGimenez13,325355,EUR,790560000,D,2,2,False,,62.0,58.0,9.0,6.0,0.0,45.0,46.0,13.0,16.0,4.0,,,2.0,,90.0,75.0,7.2,5.0,0.00450275,0,,,4.0,,,,5.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12437787,home,Atlético Madrid,Reinildo Mandava,reinildo-mandava,R. Mandava,D,17,180,11835,M,ReinildoMandava,831424,EUR,759110400,D,23,23,False,,56.0,47.0,7.0,5.0,0.0,29.0,36.0,18.0,20.0,2.0,2.0,,3.0,,75.0,68.0,6.4,11.0,0.00851957,0,,4.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
12437787,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,False,,65.0,56.0,9.0,6.0,0.0,21.0,23.0,35.0,45.0,4.0,1.0,,4.0,,90.0,83.0,7.1,18.0,0.120006,0,,4.0,2.0,1.0,1.0,,,1.0,2.0,,,3.0,,,3.0,1.0,2.0,,,,,,,,,,,,,,
12437787,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,M,14,14,False,,49.0,44.0,3.0,3.0,0.0,26.0,28.0,19.0,24.0,5.0,1.0,,5.0,,90.0,70.0,7.1,9.0,0.0473177,1,,6.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,3.0,1.0,1.0,1.0,1.0,1.0,0.0318,,,,,,,,,,
12437787,home,Atlético Madrid,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,4,4,False,,47.0,44.0,1.0,,0.0,19.0,19.0,25.0,28.0,4.0,,,3.0,,70.0,58.0,6.7,6.0,0.0109809,1,,4.0,,2.0,1.0,2.0,1.0,,2.0,1.0,2.0,3.0,,,,,,,1.0,,0.0331,1.0,,,,,,,,,
12437787,home,Atlético Madrid,Julián Alvarez,julian-alvarez,J. Álvarez,F,19,170,224894,M,LaAraña,944656,EUR,949276800,M,19,19,False,,26.0,23.0,,,0.0,10.0,11.0,13.0,16.0,4.0,5.0,3.0,4.0,,75.0,40.0,6.8,9.0,0.201268,2,,4.0,,1.0,1.0,1.0,,,,,,1.0,,,1.0,,2.0,,1.0,,0.1138,,1.0,0.1803,,,,,,,
12437787,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,F,7,7,False,,52.0,45.0,3.0,3.0,0.0,14.0,17.0,32.0,43.0,3.0,2.0,1.0,3.0,,90.0,72.0,7.3,17.0,0.0844278,2,,3.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,8.0,1.0,2.0,1.0,1.0,,0.0851,,,,1.0,1.0,,,,,
