match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,captain,player_firstName,player_lastName,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_challengeLost,stat_wonContest,stat_dispossessed,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_accurateCross,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
14167893,home,Olympique de Marseille,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,P. Aubameyang,F,17,187,49773,M,51498,EUR,614131200,F,97,97,False,9.0,9.0,,1.0,2.0,2.0,,,,,90.0,19.0,7.4,8.0,0.508124,,1,,0.73,0.02,-0.03,,Auba,,7.0,7.0,3.0,,,3.0,,1.0,,,,,,2.0,1.0,,,,,4.0,,1.0,,0.6723,0.3975,0.05,,,1.0,,,1.0,3.0,,,,,,
14167893,home,Olympique de Marseille,Amir Murillo,michael-murillo,A. Murillo,D,62,183,3561,M,839493,EUR,823996800,D,62,62,True,10.0,9.0,,0.0,3.0,4.0,1.0,,,,25.0,16.0,7.1,3.0,0.0438015,,1,,0.18,0.04,-0.27,,,,6.0,6.0,,,,4.0,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,0.5903,0.7428,0.47,2.0,,1.0,,1.0,,,,,,,,
14167893,home,Olympique de Marseille,Bilal Nadir,bilal-nadir,B. Nadir,M,26,178,4739,M,1129527,EUR,1069891200,M,26,26,True,17.0,17.0,,1.0,7.0,7.0,1.0,,,,25.0,20.0,7.4,1.0,0.798236,,0,,0.71,0.1,-0.15,,,,10.0,10.0,2.0,,,3.0,,1.0,,,,,,2.0,2.0,,Bilal,Nadir,,1.0,,,,,,,2.0,,,,,,,2.0,,,,,
14167893,home,Olympique de Marseille,Robinio Vaz,robinio-vaz,R. Vaz,F,78,185,6871,M,1514800,EUR,1171670400,F,34,34,True,4.0,4.0,,1.0,2.0,2.0,1.0,,,,25.0,9.0,7.8,1.0,0.0754703,,1,,0.31,0.1,0.14,,,,2.0,2.0,,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,1.0,,1.0,,0.5876,0.3032,0.35,,,,,1.0,,,,,,,,
14167893,home,Olympique de Marseille,Timothy Weah,weah-timothy,T. Weah,M,22,185,11671,M,855810,EUR,951177600,F,22,22,True,13.0,10.0,1.0,0.0,4.0,5.0,2.0,,,,19.0,16.0,6.4,4.0,0.0077775,,0,,-0.07,-0.3,0.0,,timothyweah,,6.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167893,home,Olympique de Marseille,Darryl Bakola,darryl-bakola,D. Bakola,M,50,178,1351,M,1823916,EUR,1196380800,M,50,50,True,13.0,12.0,2.0,0.0,9.0,9.0,,,,,11.0,13.0,6.4,1.0,0.00355678,,0,,0.09,0.02,-0.05,,,1.0,3.0,4.0,,1.0,,2.0,,,,,,,,1.0,,,Darryl Bakola,,,,,,,,,,,,,,,,,,,,,,
14167893,home,Olympique de Marseille,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13363,M,128383,EUR,706320000,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,gerorulli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167893,home,Olympique de Marseille,Conrad Jaden Egan-Riley,cj-egan-riley,C. Egan-Riley,D,4,183,1100,M,1131448,EUR,1041465600,D,4,4,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167893,home,Olympique de Marseille,Ulisses Garcia,ulisses-garcia,U. Garcia,D,23,185,742,M,558320,EUR,821318400,D,6,6,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167893,home,Olympique de Marseille,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4706,M,1149127,EUR,1107734400,M,18,18,True,,,,,,,,,,,,,,,,,0,,,,,,arthurvermeeren,,,,,,,,,,,,,,,,,,Arthur Vermeeren,,,,,,,,,,,,,,,,,,,,,,
14167893,away,Le Havre,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,25.0,12.0,18.0,0.0,8.0,9.0,9.0,,2.0,5.0,90.0,38.0,4.8,13.0,0.00039971,0.2955,0,-1.9434,0.05,,-0.56,-0.64,,5.0,4.0,16.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,2.0,
14167893,away,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179,819,M,54308,EUR,663897600,D,7,7,False,25.0,15.0,8.0,0.0,9.0,10.0,3.0,,,,90.0,39.0,5.0,15.0,0.00218021,,0,,0.0,0.03,-1.0,,,1.0,6.0,15.0,2.0,,2.0,3.0,3.0,,4.0,,,,1.0,1.0,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,
14167893,away,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189,741,M,1035988,EUR,1018569600,D,93,93,False,30.0,27.0,3.0,0.0,19.0,20.0,1.0,,,,90.0,38.0,5.2,5.0,0.00185917,,0,,0.06,0.01,-1.0,,,1.0,8.0,10.0,,1.0,,2.0,2.0,,3.0,,1.0,,1.0,1.0,,True,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
14167893,away,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188,195,M,287887,EUR,806025600,D,4,4,False,13.0,10.0,3.0,0.0,9.0,9.0,,,,,34.0,15.0,5.3,3.0,0.00013717,,0,,0.01,0.01,-0.08,,,,1.0,4.0,,1.0,,1.0,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0
14167893,away,Le Havre,Yanis Zouaoui,yanis-zouaoui,Y. Zouaoui,D,18,183,294,M,1397882,EUR,893721600,D,18,18,False,15.0,11.0,3.0,0.0,6.0,7.0,4.0,,,,90.0,32.0,4.9,10.0,0.00855061,,3,,0.03,0.13,-1.0,,,1.0,5.0,8.0,3.0,,,4.0,2.0,,,,,,1.0,1.0,,,Yanis Zouaoui,,,,3.0,,2.0,0.1601,,0.01,1.0,1.0,,1.0,,1.0,1.0,,,,,,
14167893,away,Le Havre,Fodé Doucouré,fode-doucoure,F. Doucouré,M,13,172,1282,M,1035695,EUR,981158400,M,13,13,False,10.0,9.0,1.0,0.0,4.0,4.0,2.0,,,,65.0,22.0,6.6,2.0,0.00336467,,2,,-0.27,0.14,0.2,,,1.0,5.0,6.0,,2.0,,2.0,3.0,,,1.0,2.0,1.0,1.0,,,,,,,,,1.0,,0.1327,0.339,-0.17,,,,1.0,,,,,,,,,
14167893,away,Le Havre,Rassoul Ndiaye,rassoul-ndiaye,R. Ndiaye,M,14,179,1884,M,992026,EUR,1008028800,M,14,14,False,18.0,17.0,1.0,0.0,9.0,10.0,5.0,,,,65.0,30.0,7.2,3.0,0.00687065,,0,,0.04,0.14,0.27,,,1.0,8.0,8.0,,2.0,2.0,2.0,8.0,,3.0,,4.0,3.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,
14167893,away,Le Havre,Ayumu Seko,ayumu-seko,A. Seko,D,15,186,730,M,873221,EUR,960336000,M,15,15,False,19.0,13.0,5.0,0.0,10.0,11.0,2.0,,,,84.0,24.0,6.3,6.0,0.00094243,,0,,0.02,0.0,-0.17,,,2.0,3.0,8.0,,,1.0,1.0,1.0,,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14167893,away,Le Havre,Yassine Kechta,yassine-kechta,Y. Kechta,M,8,166,2008,M,1000442,EUR,1014595200,M,8,8,False,18.0,16.0,1.0,0.0,10.0,10.0,5.0,,,,84.0,31.0,7.4,10.0,0.00780783,,1,,0.1,0.11,-0.18,,,,6.0,8.0,1.0,,,3.0,2.0,,1.0,,,,2.0,2.0,,,,,1.0,5.0,,1.0,,0.059,0.5222,0.54,,,2.0,,1.0,,,,,,,,
14167893,away,Le Havre,Issa Soumaré,issa-soumare,I. Soumaré,F,45,182,607,M,1001458,EUR,971136000,F,45,45,False,18.0,15.0,,1.0,6.0,6.0,2.0,,,,90.0,39.0,7.1,13.0,0.0688346,,1,,0.05,0.13,0.24,,,,9.0,12.0,1.0,3.0,5.0,8.0,9.0,,1.0,1.0,1.0,,4.0,2.0,2.0,,,,,6.0,,,,0.055,,-0.29,,,4.0,1.0,,,1.0,1.0,,,,,
14167893,away,Le Havre,Mbwana Ally Samatta,mbwana-ally-samatta,M. Samatta,F,25,183,16107,M,825088,EUR,725068800,F,70,70,False,3.0,1.0,1.0,0.0,,1.0,,,,,38.0,4.0,6.4,2.0,0.00036384,,0,,-0.04,,-0.02,,samagoal77,1.0,1.0,2.0,,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
14167893,away,Le Havre,Étienne Youte Kinkoue,etienne-youte-kinkoue,É. Y. Kinkoue,D,6,195,254,M,980406,EUR,1010966400,D,6,6,True,12.0,8.0,4.0,0.0,7.0,7.0,,,,,52.0,21.0,5.6,4.0,0.00030787,,0,,0.07,-0.01,-0.71,,,,1.0,5.0,,,,,1.0,,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167893,away,Le Havre,Abdoulaye Touré,abdoulaye-toure,A. Touré,M,94,187,3161,M,149732,EUR,762652800,M,94,94,True,17.0,15.0,,0.0,10.0,10.0,,,,,25.0,21.0,7.3,3.0,0.00064213,,1,,-0.08,0.12,-0.28,,,,5.0,7.0,,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,1.0,,0.0767,0.7855,0.55,,,,,1.0,,,,,,,,
14167893,away,Le Havre,Simon Ebonog,ebonog-simon,S. Ebonog,M,26,180,152,M,1490783,EUR,1092614400,M,26,26,True,9.0,8.0,,0.0,3.0,3.0,2.0,,,,25.0,16.0,6.3,2.0,0.00369862,,0,,-0.08,0.12,-0.25,,,,5.0,6.0,,,,2.0,4.0,,,,1.0,,1.0,2.0,,,,,1.0,1.0,2.0,,,,,,,2.0,,,,,,,,,,,
14167893,away,Le Havre,Younes Namli,younes-namli,Y. Namli,M,9,180,233,M,235538,EUR,772070400,F,21,21,True,3.0,1.0,,1.0,,2.0,,,,,12.0,5.0,6.8,3.0,0.0115116,,0,,0.0,0.0,-0.01,,,,1.0,1.0,1.0,,1.0,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14167893,away,Le Havre,Godson Kyeremeh,kyeremeh-godson,G. Kyeremeh,M,11,175,101,M,975300,EUR,960940800,F,11,11,True,3.0,3.0,,0.0,2.0,2.0,1.0,,,,12.0,7.0,6.7,1.0,0.00282399,,0,,0.0,0.08,0.16,,,,1.0,1.0,,1.0,,2.0,3.0,,,,,,2.0,,1.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,
14167893,away,Le Havre,Lionel M'Pasi,lionel-mpasi,L. M'Pasi,G,77,182,5824,M,599192,EUR,775699200,G,77,77,True,,,,,,,,,,,,,,,,,0,,,,,,mpasil16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167893,away,Le Havre,Daren Nbenbege Mosengo,daren-nbenbege-mosengo,D. N. Mosengo,M,78,188,135,M,1895829,EUR,1155254400,M,78,78,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Daren,Nbenbege Mosengo,,,,,,,,,,,,,,,,,,,,,
14167893,away,Le Havre,Damián Pizarro,damian-pizarro,D. Pizarro,F,99,188,3296,M,1177565,EUR,1111968000,F,9,9,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167893,away,Le Havre,Felix Mambimbi,felix-mambimbi,F. K. Mambimbi,F,10,170,315,M,910076,EUR,979776000,F,10,10,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
