match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,captain,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_shotOffTarget,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_errorLeadToAGoal
12421023,home,KAA Gent,Davy Roef,,,davy-roef,D. Roef,G,33,187,232,M,156663,EUR,760492800,G,33,33,False,34.0,26.0,18.0,10.0,0.0,24.0,30.0,2.0,4.0,2.0,2.0,2.0,10.0,1.0,1.0,6.0,7.0,1.0,90.0,53.0,8.3,9.0,0.00039853,0,0.7791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421023,home,KAA Gent,Hugo Gambor,,,gambor-hugo,H. Gambor,D,23,186,141,M,1082541,EUR,1041206400,D,12,12,False,45.0,37.0,6.0,5.0,0.0,23.0,25.0,15.0,21.0,1.0,9.0,,6.0,,,,,,90.0,72.0,7.2,12.0,0.198918,0,,1.0,1.0,5.0,9.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
12421023,home,KAA Gent,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187,1372,M,942213,EUR,855100800,D,4,4,False,53.0,40.0,9.0,2.0,0.0,30.0,36.0,10.0,17.0,4.0,6.0,8.0,2.0,,,,,,90.0,64.0,6.6,14.0,0.00780559,0,,,,2.0,4.0,,,,,,1.0,1.0,1.0,,True,1.0,2.0,,,,,,,,,,,,,,,,
12421023,home,KAA Gent,Jordan Torunarigha,,,jordan-torunarigha,J. Torunarigha,D,25,189,608,M,801003,EUR,870912000,D,23,23,False,49.0,39.0,8.0,3.0,0.0,28.0,32.0,11.0,17.0,1.0,4.0,3.0,1.0,,,,,,90.0,61.0,6.8,12.0,0.00871895,0,,,,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,
12421023,home,KAA Gent,Archie Brown,,,brown-archie,A. Brown,D,3,190,3096,M,1009738,EUR,1022544000,D,3,3,False,30.0,23.0,4.0,3.0,0.0,15.0,18.0,8.0,16.0,1.0,5.0,2.0,4.0,,,,,,88.0,62.0,6.9,17.0,0.0563699,2,,4.0,,2.0,4.0,,2.0,,,2.0,3.0,2.0,1.0,,,3.0,,,1.0,1.0,1.0,1.0,0.0786,,,,,,,,,,
12421023,home,KAA Gent,Mathias Delorge,Mathias Delorge-Knieper,,mathias-delorge-knieper,M. Delorge,M,17,189,582,M,1124749,EUR,1091232000,M,16,16,False,45.0,32.0,11.0,5.0,0.0,23.0,25.0,10.0,21.0,1.0,6.0,1.0,6.0,,,,,,88.0,60.0,7.4,14.0,0.283211,1,,1.0,1.0,,2.0,1.0,,,,1.0,4.0,3.0,1.0,,,,1.0,,,,,,0.3024,1.0,1.0,0.3916,,,,,,,
12421023,home,KAA Gent,Noah Fadiga,,,fadiga-noah,N. Fadiga,M,27,187,700,M,960437,EUR,944179200,M,22,22,False,16.0,10.0,2.0,1.0,0.0,5.0,6.0,5.0,10.0,2.0,5.0,2.0,3.0,,,,,,74.0,32.0,6.5,13.0,0.0319357,1,,,,,6.0,1.0,4.0,1.0,,,2.0,,,1.0,,3.0,2.0,,1.0,,,,0.0299,1.0,,0.286,,,,,,,
12421023,home,KAA Gent,Pieter Gerkens,,,pieter-gerkens,P. Gerkens,M,18,180,179,M,190401,EUR,808272000,M,8,8,False,27.0,19.0,3.0,2.0,0.0,12.0,12.0,9.0,20.0,2.0,4.0,2.0,4.0,,,,,,90.0,44.0,7.8,13.0,0.254257,2,,5.0,2.0,2.0,4.0,,,,,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,0.2125,1.0,1.0,0.7988,,,,,,,
12421023,home,KAA Gent,Omri Gandelman,Omri Gandelman,,omri-gandelman,O. Gandelman,M,16,188,1075,M,1019125,EUR,958435200,M,6,6,False,24.0,17.0,4.0,2.0,0.0,10.0,11.0,7.0,13.0,2.0,6.0,3.0,3.0,,,,,,90.0,44.0,7.2,12.0,0.0523848,4,,,,2.0,8.0,1.0,1.0,,,,3.0,1.0,1.0,3.0,,3.0,2.0,2.0,,1.0,1.0,1.0,1.3079,2.0,1.0,1.5182,2.0,1.0,,,,,
12421023,home,KAA Gent,Franck Surdez,,,franck-surdez,F. Surdez,F,19,184,273,M,1092662,EUR,1020556800,M,19,19,False,14.0,12.0,1.0,1.0,1.0,3.0,3.0,11.0,14.0,,2.0,,2.0,,,,,,63.0,23.0,7.3,4.0,0.258217,2,,3.0,2.0,,4.0,,,,1.0,,,,2.0,3.0,,1.0,2.0,2.0,,1.0,,,0.1542,1.0,,0.3242,,,,,,,
