match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_keyPass,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_challengeLost,stat_shotOffTarget,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10407356,home,KAA Gent,Davy Roef,,,davy-roef,D. Roef,G,33,187,231,M,156663,EUR,760492800,G,33,33,False,24.0,20.0,8.0,4.0,17.0,17.0,3.0,7.0,6.0,3.0,6.0,90.0,35.0,7.7,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407356,home,KAA Gent,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193,662,M,985933,EUR,864604800,D,2,2,False,82.0,68.0,22.0,15.0,48.0,54.0,20.0,28.0,7.0,,,90.0,90.0,7.2,14.0,0,2.0,2.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10407356,home,KAA Gent,Michael Ngadeu,,,michael-ngadeu,M. Ngadeu,D,5,190,816,M,245705,EUR,659318400,D,5,5,False,66.0,58.0,7.0,4.0,52.0,55.0,6.0,11.0,6.0,,,90.0,76.0,7.1,8.0,0,1.0,2.0,,3.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10407356,home,KAA Gent,Jordan Torunarigha,,,jordan-torunarigha,J. Torunarigha,D,25,189,603,M,801003,EUR,870912000,D,23,23,False,65.0,56.0,12.0,6.0,36.0,40.0,20.0,25.0,2.0,,,90.0,76.0,7.0,11.0,0,2.0,3.0,,2.0,1.0,1.0,1.0,4.0,,,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10407356,home,KAA Gent,Matisse Samoise,,,matisse-samoise,M. Samoise,M,18,180,256,M,1046245,EUR,1006300800,M,18,18,False,40.0,32.0,2.0,2.0,20.0,24.0,12.0,16.0,2.0,,,87.0,68.0,6.8,11.0,0,,7.0,,,,,,6.0,1.0,,5.0,2.0,1.0,3.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
10407356,home,KAA Gent,Elisha Owusu,,,elisha-owusu,E. Owusu,M,42,179,1294,M,904424,EUR,878860800,M,6,6,False,54.0,38.0,8.0,4.0,23.0,32.0,15.0,22.0,7.0,,,87.0,65.0,6.6,20.0,1,1.0,4.0,,,1.0,,1.0,4.0,1.0,,1.0,1.0,2.0,2.0,,,3.0,,1.0,,,,,,,,,,,,,
10407356,home,KAA Gent,Sven Kums,,,sven-kums,S. Kums,M,,176,164,M,45990,EUR,572832000,M,24,24,False,75.0,68.0,11.0,8.0,35.0,37.0,34.0,39.0,5.0,,,90.0,93.0,7.6,11.0,0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,,,4.0,,,2.0,,,3.0,1.0,,True,1.0,1.0,1.0,,,,,,,,,
10407356,home,KAA Gent,Alessio Castro-Montes,,,alessio-castro-montes,A. Castro-Montes,M,21,175,289,M,839898,EUR,863827200,M,14,14,False,52.0,37.0,6.0,5.0,14.0,17.0,23.0,39.0,6.0,,,90.0,102.0,7.6,26.0,2,1.0,7.0,,2.0,4.0,,1.0,9.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,,1.0,1.0,1.0,,,4.0,,1.0,,,,,,,,
10407356,home,KAA Gent,Andrew Hjulsager,,,andrew-hjulsager,A. Hjulsager,M,17,177,167,M,186807,EUR,790128000,F,17,17,False,34.0,27.0,2.0,1.0,7.0,8.0,23.0,31.0,8.0,,,90.0,54.0,7.6,14.0,1,2.0,5.0,,,1.0,4.0,,5.0,1.0,1.0,3.0,3.0,1.0,,3.0,,2.0,,,,,5.0,3.0,1.0,1.0,,,,,,,
10407356,home,KAA Gent,Hugo Cuypers,,,hugo-cuypers,H. Cuypers,F,9,185,1406,M,836289,EUR,855273600,F,11,11,False,23.0,16.0,1.0,,7.0,9.0,9.0,17.0,2.0,,,82.0,40.0,7.3,14.0,3,1.0,3.0,,,1.0,,,2.0,,,,,2.0,,1.0,,2.0,1.0,,,,3.0,,1.0,,2.0,1.0,,,,,
