match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_wasFouled,stat_dispossessed,captain,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_hitWoodwork,stat_errorLeadToAShot,stat_goals,player_sofascoreId,stat_outfielderBlock,stat_bigChanceCreated,stat_bigChanceMissed
14065177,home,SC Freiburg,Noah Atubolu,noah-atubolu,N. Atubolu,G,1,190,1842,M,980626,EUR,1022284800,G,1,1,False,28.0,21.0,15.0,8.0,0.0,14.0,18.0,7.0,10.0,10.0,1.0,2.0,3.0,1.0,1.0,90.0,38.0,7.2,7.0,0.00426238,66.114995794387,11.0,22.785,13.23,0.3072,0,0.1864,0.06,0.01,0.14,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065177,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,False,47.0,40.0,6.0,3.0,0.0,20.0,22.0,20.0,25.0,3.0,,,,,,90.0,74.0,6.6,12.0,0.0314834,124.65087753196,14.0,11.76,14.805,,3,,0.02,0.02,-0.09,,2.0,1.0,3.0,6.0,6.0,9.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,1.0,0.4791,0.2353,1.0,-0.67,,,,,,,,,,,,,,
14065177,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,69.0,68.0,3.0,3.0,0.0,31.0,31.0,37.0,38.0,3.0,,,,,,90.0,81.0,7.1,3.0,0.0345846,248.08008008209,36.0,160.965,16.17,,3,,-0.01,0.39,-0.14,,,,1.0,4.0,1.0,5.0,,1.0,,2.0,4.0,,,,,,,0.1391,,1.0,-0.32,1.0,,,,,,,,,,,,,
14065177,home,SC Freiburg,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,D,5,5,False,48.0,42.0,2.0,,0.0,18.0,23.0,24.0,25.0,3.0,,,,,,76.0,61.0,6.8,7.0,0.138897,135.39336466298,19.0,81.795,19.635,,0,,0.32,0.05,-0.07,,,,,2.0,2.0,3.0,,,,,7.0,2.0,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,
14065177,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,D,30,30,False,37.0,28.0,5.0,1.0,1.0,5.0,10.0,23.0,27.0,1.0,,,,,,76.0,59.0,6.7,13.0,0.313135,60.97392756984,8.0,27.93,13.65,,3,,0.5,0.08,-0.17,,7.0,4.0,,,2.0,1.0,,3.0,,,2.0,,1.0,1.0,1.0,2.0,1.0,0.2169,,2.0,-0.52,,,True,,,,,,,,,,,
14065177,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,56.0,48.0,6.0,1.0,0.0,16.0,19.0,32.0,37.0,3.0,,,,,,90.0,71.0,6.6,13.0,0.0837234,156.9111874813,15.0,69.51,20.79,,1,,0.18,0.19,-0.1,,3.0,,1.0,2.0,5.0,4.0,1.0,,,1.0,,3.0,1.0,1.0,2.0,3.0,1.0,0.0247,,2.0,-0.03,1.0,,,,,,,,,,,,,
14065177,home,SC Freiburg,Patrick Osterhage,osterhage-patrick,P. Osterhage,M,6,183,261,M,914755,EUR,949363200,M,6,6,False,51.0,48.0,4.0,2.0,0.0,29.0,30.0,19.0,21.0,4.0,,,,,,90.0,59.0,6.7,5.0,0.068534,104.60432746891,14.0,2.835,11.97,,0,,0.29,-0.13,-0.04,,1.0,,,,3.0,1.0,1.0,,,,2.0,2.0,1.0,1.0,,1.0,,,,2.0,,,,,1.0,,,,,,,,,,
14065177,home,SC Freiburg,Philipp Treu,treu-philipp,P. Treu,M,29,172,176,M,979820,EUR,975801600,M,29,29,False,39.0,34.0,3.0,2.0,0.0,15.0,18.0,19.0,21.0,8.0,,,,,,90.0,58.0,7.9,11.0,0.0483681,140.88916168137,14.0,-47.25,18.9,,3,,-0.07,0.22,0.18,,2.0,,,1.0,1.0,9.0,,1.0,1.0,1.0,,,5.0,4.0,2.0,,1.0,0.1402,0.2071,1.0,0.27,2.0,,,3.0,2.0,,,,,,,,,
14065177,home,SC Freiburg,Yuito Suzuki,yuito-suzuki,Y. Suzuki,F,14,175,2199,M,1020422,EUR,1003968000,M,14,14,False,46.0,35.0,2.0,1.0,0.0,11.0,12.0,24.0,34.0,4.0,,,,,,90.0,67.0,6.9,20.0,0.240334,162.85544645931,19.0,47.565,19.005,,3,,0.3,0.26,-0.11,,4.0,2.0,1.0,1.0,8.0,7.0,1.0,1.0,1.0,1.0,,,4.0,3.0,,,,0.1932,0.2361,3.0,0.01,1.0,4.0,,3.0,1.0,,,1.0,,,,,,
14065177,home,SC Freiburg,Johan Manzambi,johan-manzambi,J. Manzambi,M,44,182,2015,M,1518931,EUR,1129248000,M,44,44,False,37.0,31.0,1.0,,0.0,10.0,10.0,21.0,27.0,4.0,,,,,,90.0,62.0,6.5,15.0,0.369736,340.83296427181,29.0,65.1,25.62,,3,,0.27,0.19,-0.34,,5.0,2.0,1.0,1.0,5.0,6.0,1.0,2.0,1.0,,1.0,,,,3.0,,,0.1646,0.1012,1.0,-0.51,3.0,3.0,,2.0,2.0,Johan Manzambi,,,2.0,,,,,
