match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_fouls,stat_expectedGoals,captain,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_accurateCross,stat_wonContest,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_outfielderBlock,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside
13473414,home,Grêmio,Tiago Volpi,tiago-volpi,T. Volpi,G,18,189,1690,M,243509,EUR,661564800,G,1,1,False,33.0,21.0,19.0,7.0,0.0,16.0,20.0,5.0,13.0,1.0,1.0,9.0,1.0,2.0,2.0,1.0,90.0,42.0,6.9,12.0,0.00324381,0,0.1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473414,home,Grêmio,Igor Serrote,igor-schlemper,I. Serrote,D,34,180,1464,M,1631876,EUR,1109635200,D,34,34,False,37.0,21.0,6.0,3.0,0.0,13.0,21.0,8.0,16.0,8.0,2.0,8.0,1.0,,,,90.0,70.0,7.2,28.0,0.0613747,0,,1.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13473414,home,Grêmio,Jemerson,jemerson,Jemerson,D,21,184,1651,M,328519,EUR,714614400,D,21,21,False,32.0,24.0,4.0,1.0,0.0,20.0,23.0,4.0,9.0,7.0,5.0,1.0,,,,,90.0,41.0,6.7,8.0,0.00298099,1,,,6.0,4.0,7.0,1.0,,3.0,2.0,,,,,1.0,2.0,0.0389,,,,,,,,,,,,,,,,,
13473414,home,Grêmio,Wagner Leonardo,wagner-leonardo,W. Leonardo,D,3,186,1490,M,976235,EUR,932688000,D,3,3,False,36.0,33.0,8.0,7.0,0.0,27.0,28.0,6.0,8.0,2.0,2.0,2.0,,,,,90.0,41.0,6.7,3.0,0.00344376,0,,,,,1.0,,,2.0,1.0,,,,,,1.0,,True,,,,,,,,,,,,,,,,
13473414,home,Grêmio,Marlon,marlon,Marlon,D,23,178,1921,M,870787,EUR,864086400,D,23,23,False,29.0,20.0,3.0,,0.0,15.0,20.0,5.0,9.0,1.0,5.0,4.0,,,,,90.0,53.0,6.4,20.0,0.0029102,0,,5.0,2.0,1.0,4.0,,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
13473414,home,Grêmio,Camilo,camilo,Camilo,M,15,176,596,M,975319,EUR,919728000,M,15,15,False,16.0,11.0,1.0,1.0,0.0,8.0,9.0,3.0,7.0,3.0,1.0,2.0,,,,,80.0,23.0,6.8,6.0,0.00137224,0,,,,1.0,3.0,1.0,3.0,2.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
13473414,home,Grêmio,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,17,17,False,33.0,27.0,1.0,1.0,0.0,17.0,22.0,10.0,11.0,5.0,,7.0,2.0,,,,90.0,43.0,6.9,7.0,0.00273746,1,,,,,1.0,,2.0,3.0,2.0,,,,,1.0,,0.0077,,1.0,,,,,,,,,,,,,,,
13473414,home,Grêmio,Alysson,alysson-edward-franco-da-rocha,Alysson,M,47,184,2252,M,1631879,EUR,1146787200,M,47,47,False,12.0,8.0,2.0,1.0,0.0,4.0,4.0,4.0,8.0,2.0,,2.0,,,,,59.0,23.0,6.2,10.0,0.0026208,1,,,4.0,,11.0,1.0,1.0,2.0,1.0,3.0,,Alysson Edward Franco da Rocha,,,3.0,0.0233,,3.0,,1.0,,,,,,,,,,,,,
13473414,home,Grêmio,Nathan,nathan,Nathan,M,,177,486,M,358538,EUR,826675200,M,14,14,False,11.0,9.0,1.0,,0.0,6.0,6.0,3.0,5.0,,,1.0,,,,,59.0,18.0,6.5,5.0,0.00638901,1,,1.0,2.0,,6.0,1.0,,,,1.0,1.0,,,1.0,2.0,0.0241,,1.0,,,,,,,,,,,,,,,
13473414,home,Grêmio,Cristian Olivera,cristian-olivera,C. Olivera,M,99,170,1981,M,1068987,EUR,1019001600,M,99,99,False,10.0,5.0,1.0,,0.0,3.0,7.0,2.0,3.0,11.0,,4.0,3.0,,,,80.0,44.0,6.9,20.0,0.0663081,2,,4.0,1.0,,8.0,,,4.0,4.0,3.0,2.0,Cristian Olivera,,,,0.0313,,1.0,10.0,2.0,1.0,4.0,,,,,,,,,,,
