match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_sofascoreId,stat_challengeLost,stat_interceptionWon,stat_penaltyConceded,captain,stat_dispossessed,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_bigChanceCreated,stat_totalOffside,stat_hitWoodwork,stat_bigChanceMissed,stat_ownGoals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_penaltyWon
11406750,home,Milan,Marco Sportiello,marco-sportiello,M. Sportiello,G,57,192.0,1322,M,176301,EUR,705456000,G,57,57,False,18.0,15.0,4.0,1.0,13.0,14.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,90.0,21.0,6.0,3.0,0.00029551,0,-1.9337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406750,home,Milan,Alessandro Florenzi,alessandro-florenzi,A. Florenzi,D,,173.0,2203,M,152420,EUR,668649600,D,42,42,False,50.0,47.0,3.0,2.0,20.0,21.0,30.0,39.0,5.0,,,,,80.0,70.0,8.5,10.0,0.15904,3,,1.0,10.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.7574,0.897,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11406750,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,46,185.0,3401,M,826195,EUR,940464000,D,46,46,False,72.0,63.0,5.0,4.0,30.0,35.0,33.0,37.0,6.0,,,,,90.0,86.0,7.4,11.0,0.0197672,2,,,,,6.0,,,1.0,1.0,1.0,4.0,,0.0809,0.3258,,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11406750,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,23,185.0,7146,M,788255,EUR,882489600,D,23,23,False,80.0,71.0,6.0,2.0,50.0,55.0,21.0,25.0,5.0,,,,,90.0,93.0,6.4,9.0,0.0135992,0,,,,,6.0,,,,,,3.0,,,,1.0,1.0,3.0,3.0,3.0,2.0,,,1.0,fikayotomori,1.0,1.0,1.0,,,,,,,,,,,,,,
11406750,home,Milan,Theo Hernández,theo-hernandez,T. Hernández,D,19,184.0,26616,M,788027,EUR,876096000,D,19,19,False,67.0,58.0,5.0,2.0,26.0,28.0,33.0,41.0,6.0,,,,,90.0,88.0,6.9,15.0,0.141049,5,,,2.0,1.0,5.0,4.0,2.0,2.0,2.0,,1.0,,0.4793,0.2145,,2.0,1.0,7.0,2.0,2.0,1.0,,1.0,TheoHdez,1.0,1.0,,True,1.0,1.0,,,,,,,,,,,
11406750,home,Milan,Ismaël Bennacer,ismael-bennacer,I. Bennacer,M,4,175.0,31837,M,823733,EUR,880934400,M,4,4,False,61.0,59.0,1.0,1.0,21.0,21.0,38.0,40.0,6.0,,,,,80.0,71.0,7.2,5.0,0.0655584,1,,,,,6.0,1.0,1.0,1.0,,,,,0.0692,,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,IsmaëlBennacer,,,,,1.0,,,,,,,,,,,,
11406750,home,Milan,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185.0,38485,M,893549,EUR,901670400,M,14,14,False,63.0,54.0,2.0,2.0,16.0,19.0,38.0,45.0,7.0,,,,,90.0,74.0,6.8,12.0,0.0394509,2,,,1.0,,2.0,1.0,1.0,1.0,,,1.0,,0.0702,,2.0,,,3.0,1.0,,,,2.0,tijjanireijnders,,2.0,,,2.0,1.0,,,,,,,,,,,
11406750,home,Milan,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,19,172.0,21963,M,822470,EUR,927331200,M,21,21,False,19.0,15.0,1.0,1.0,4.0,5.0,13.0,20.0,3.0,,,,,81.0,42.0,7.9,15.0,0.593818,1,,1.0,6.0,2.0,6.0,4.0,3.0,1.0,,,,,0.0423,,5.0,,,2.0,1.0,,5.0,2.0,,chukwuezesamuel8,,,,,1.0,,,,1.0,1.0,,,,,,,
11406750,home,Milan,Christian Pulišić,christian-pulisic,C. Pulišić,M,11,177.0,37774,M,817957,EUR,906076800,M,11,11,False,32.0,26.0,1.0,1.0,5.0,6.0,22.0,27.0,4.0,,,,,90.0,48.0,7.6,10.0,0.243868,3,,1.0,1.0,1.0,4.0,4.0,2.0,,1.0,,2.0,,0.087,0.0887,3.0,1.0,,3.0,,,2.0,2.0,,CMPulisic,,,,,,2.0,,,1.0,,1.0,,,,,,
11406750,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,10,188.0,75751,M,851284,EUR,928972800,M,10,10,False,25.0,24.0,1.0,1.0,8.0,8.0,16.0,21.0,1.0,,,,,67.0,44.0,7.0,8.0,0.216098,4,,,4.0,,2.0,2.0,1.0,1.0,1.0,,1.0,,0.2568,0.0254,1.0,,,4.0,,,1.0,1.0,2.0,RLeão,,,,,1.0,2.0,,,,1.0,,,,,,,
11406750,home,Milan,Olivier Giroud,olivier-giroud,O. Giroud,F,9,192.0,23426,M,39070,EUR,528422400,F,9,9,False,12.0,8.0,,,5.0,7.0,3.0,5.0,,,,,,90.0,22.0,7.1,6.0,0.0274216,5,,,,,3.0,,,3.0,1.0,1.0,,,0.9606,0.466,,3.0,2.0,4.0,1.0,1.0,2.0,,,OGiroud,1.0,,,,,1.0,,,,,,1.0,,,,,
