match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_errorLeadToAGoal,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceMissed,stat_goals,stat_interceptionWon,stat_keyPass,captain,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_penaltyConceded,stat_penaltyMiss,stat_blockedScoringAttempt,player_sofascoreId,stat_penaltySave
13981530,home,Genoa,Nicola Leali,nicola-leali,N. Leali,G,1,193,635,M,98059,EUR,729907200,G,1,1,False,15.0,8.0,10.0,3.0,0.0,6.0,7.0,2.0,8.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,24.0,6.5,7.0,0.00035089,0.0443,0,-0.3568,0.01,-0.02,-0.24,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981530,home,Genoa,Alessandro Marcandalli,alessandro-marcandalli,A. Marcandalli,D,27,190,311,M,1068885,EUR,1035504000,D,27,27,False,33.0,25.0,7.0,3.0,0.0,11.0,14.0,14.0,19.0,3.0,4.0,1.0,3.0,,,,,,,,90.0,45.0,5.6,11.0,0.00372833,,1,,0.14,0.0,-0.72,,,,4.0,6.0,1.0,2.0,1.0,1.0,1.0,0.0758,0.0333,-0.23,,,,,,,,,,,,,,,,,,,,,
13981530,home,Genoa,Leo Østigård,leo-ostigard,L. Østigård,D,5,182,1809,M,879746,EUR,943747200,D,5,5,False,52.0,43.0,9.0,3.0,1.0,38.0,40.0,5.0,12.0,4.0,4.0,10.0,1.0,,,,,,,,90.0,66.0,7.9,9.0,0.00357804,,2,,0.02,0.03,-0.21,,,,1.0,1.0,,,,2.0,,0.4101,1.3917,0.54,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
13981530,home,Genoa,Johan Vásquez,johan-vasquez,J. Vásquez,D,22,185,4788,M,889785,EUR,909014400,D,22,22,False,51.0,43.0,9.0,5.0,0.0,31.0,32.0,12.0,19.0,,1.0,8.0,2.0,,,,,,,,90.0,70.0,6.0,10.0,0.0222114,,1,,0.21,0.06,-0.36,,,,2.0,9.0,1.0,1.0,,,,0.0775,,-0.2,,,4.0,,True,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,
13981530,home,Genoa,Brooke Norton-Cuffy,brooke-norton-cuffy,B. Norton-Cuffy,D,15,181,1189,M,1087514,EUR,1073865600,M,15,15,False,21.0,15.0,3.0,2.0,0.0,3.0,5.0,12.0,16.0,1.0,2.0,1.0,4.0,,,,,,,,90.0,48.0,6.9,19.0,0.0999481,,0,,0.39,0.2,-0.12,,,,,5.0,,3.0,,,,,,,,,,1.0,,6.0,2.0,1.0,,1.0,1.0,,,,,,,,,,
13981530,home,Genoa,Mikael Ellertsson,mikael-ellertsson,M. Ellertsson,M,77,182,433,M,933203,EUR,1015804800,M,77,77,False,21.0,12.0,1.0,,0.0,4.0,4.0,8.0,17.0,1.0,2.0,,3.0,,,,,,,,90.0,34.0,6.0,12.0,0.0207144,,0,,-0.03,0.06,-0.18,,,,2.0,7.0,,,,,,,,,,,,,,2.0,1.0,2.0,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,
13981530,home,Genoa,Morten Frendrup,morten-frendrup,M. Frendrup,M,32,178,1679,M,918440,EUR,986601600,M,32,32,False,25.0,23.0,3.0,1.0,0.0,12.0,12.0,11.0,13.0,2.0,5.0,2.0,2.0,,,,,,,,90.0,36.0,6.8,2.0,0.0301305,,0,,0.21,0.1,-0.09,,,,,3.0,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,3.0,,1.0,,,,,,,,
13981530,home,Genoa,Morten Thorsby,morten-thorsby,M. Thorsby,M,2,189,697,M,280991,EUR,831254400,M,2,2,False,18.0,9.0,1.0,,0.0,2.0,5.0,7.0,13.0,5.0,5.0,,2.0,,,,,,,,90.0,21.0,5.9,9.0,0.0435232,,1,,-0.11,0.05,-0.19,,,,3.0,8.0,,,,,,0.0144,,-0.09,,,,1.0,,,,,1.0,,5.0,,,,,1.0,,,,,
13981530,home,Genoa,Aarón Martín,aaron-martin,A. Martín,D,3,180,1144,M,797286,EUR,861667200,M,3,3,False,17.0,12.0,3.0,1.0,1.0,5.0,6.0,7.0,11.0,1.0,5.0,1.0,3.0,,,,,,,,76.0,42.0,7.3,16.0,0.362469,,0,,0.47,0.03,-0.11,,,,,4.0,,4.0,1.0,,,,,,,,1.0,4.0,,10.0,4.0,,,1.0,1.0,,2.0,2.0,2.0,1.0,,,,,
13981530,home,Genoa,Lorenzo Colombo,lorenzo-colombo,L. Colombo,F,29,183,2440,M,930191,EUR,1015545600,F,29,29,False,11.0,10.0,,,0.0,4.0,4.0,6.0,7.0,2.0,7.0,1.0,1.0,,,,,,,,67.0,25.0,6.9,6.0,0.00407079,,3,,-0.07,0.25,-0.19,,,,2.0,4.0,1.0,,,2.0,,0.9313,0.9682,0.27,1.0,1.0,,,,2.0,,,1.0,4.0,2.0,,1.0,1.0,2.0,,1.0,1.0,,,
13981530,home,Genoa,Vitinha,vitinha,Vitinha,F,9,183,2248,M,1093695,EUR,953078400,F,9,9,False,7.0,7.0,,,0.0,,,7.0,7.0,,2.0,1.0,1.0,,,,,,,,76.0,19.0,6.1,5.0,0.00900325,,1,,0.02,-0.53,0.22,,,,6.0,11.0,,3.0,,,,0.0138,,0.01,,,,,,,,1.0,,2.0,1.0,1.0,,,2.0,,,,1.0,,
13981530,home,Genoa,Jeff Ekhator,jeff-ekhator,J. Ekhator,F,21,188,605,M,1613917,EUR,1163203200,F,21,21,True,4.0,2.0,,,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,23.0,8.0,6.5,4.0,0.00077681,,0,,-0.04,,0.13,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,
13981530,home,Genoa,Patrizio Masini,patrizio-masini,P. Masini,M,73,182,291,M,970998,EUR,980553600,M,73,73,True,4.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,,4.0,,2.0,,,,,,,,14.0,15.0,6.8,5.0,0.00058323,,1,,0.0,-0.21,0.16,,,,1.0,3.0,2.0,,,1.0,,0.0618,0.2474,0.01,,,1.0,,,,,,,,,,4.0,2.0,1.0,,,,,,
13981530,home,Genoa,Valentín Carboni,valentin-carboni,V. Carboni,M,21,185,7112,M,1153083,EUR,1109980800,M,23,23,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,14.0,7.0,6.3,2.0,0.0012441,,0,,-0.02,0.03,0.14,,,,3.0,4.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,valencarboni,
13981530,home,Genoa,Benjamin Siegrist,benjamin-siegrist,B. Siegrist,G,31,194,176,M,137773,EUR,696816000,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
