match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_accurateCross,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,stat_wonTackle,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceMissed
12437526,home,Real Betis,Adrián,adrian,Adrián,G,13,190,2131,M,50539,EUR,536630400,G,13,13,False,17.0,12.0,7.0,2.0,0.0,10.0,14.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,5.0,3.0,90.0,31.0,6.8,5.0,0.00034615,0,0.0838,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437526,home,Real Betis,Youssouf Sabaly,youssouf-sabaly,Y. Sabaly,D,17,174,5678,M,111803,EUR,731289600,D,23,23,False,49.0,47.0,1.0,,0.0,18.0,19.0,29.0,32.0,,3.0,2.0,,,4.0,,,,,,61.0,73.0,6.8,10.0,0.021221,0,,,,youssouf_sabaly23,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12437526,home,Real Betis,Marc Bartra,marc-bartra,M. Bartra,D,5,183,1917,M,99519,EUR,663897600,D,5,5,False,83.0,74.0,6.0,2.0,1.0,54.0,56.0,21.0,28.0,4.0,1.0,5.0,,4.0,7.0,,,,,,90.0,91.0,7.3,9.0,0.0484293,0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
12437526,home,Real Betis,Natan,natan,Natan,D,4,188,3251,M,1015287,EUR,981417600,D,6,6,False,46.0,45.0,3.0,2.0,0.0,34.0,34.0,11.0,12.0,1.0,1.0,2.0,,4.0,1.0,,,,,,90.0,54.0,6.8,1.0,0.0046202,0,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,
12437526,home,Real Betis,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182,1729,M,67769,EUR,714700800,D,12,12,False,23.0,18.0,3.0,2.0,0.0,8.0,9.0,10.0,14.0,3.0,1.0,3.0,,2.0,4.0,,,,,,61.0,31.0,6.5,6.0,0.00961648,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12437526,home,Real Betis,Johnny Cardoso,johnny,J. Cardoso,M,5,186,5097,M,990169,EUR,1000944000,M,4,4,False,74.0,65.0,3.0,1.0,0.0,25.0,27.0,40.0,47.0,1.0,4.0,6.0,,5.0,6.0,,,,,,90.0,95.0,7.3,14.0,0.0895109,0,,,,,,,1.0,1.0,5.0,1.0,,1.0,,1.0,1.0,3.0,2.0,,,,,,,,,,,
12437526,home,Real Betis,Pablo Fornals,pablo-fornals,P. Fornals,M,8,178,2735,M,816763,EUR,824947200,M,18,18,False,42.0,36.0,,,0.0,16.0,16.0,20.0,27.0,,4.0,,1.0,,2.0,,,,,,45.0,46.0,6.3,10.0,0.0211765,0,,,,,1.0,1.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,
12437526,home,Real Betis,Antony,antony,Antony,M,7,172,219783,M,958380,EUR,951350400,M,7,7,False,65.0,56.0,,,0.0,6.0,7.0,50.0,59.0,1.0,7.0,8.0,2.0,,6.0,,,,,,90.0,85.0,7.5,15.0,0.137821,4,,,,Antony,1.0,1.0,,,2.0,3.0,,,2.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,0.3725,,,,,,
12437526,home,Real Betis,Isco,isco,Isco,M,22,176,26276,M,103417,EUR,703814400,M,22,22,False,72.0,63.0,4.0,4.0,0.0,17.0,19.0,46.0,56.0,,5.0,2.0,2.0,,3.0,,,,,,80.0,85.0,7.6,15.0,0.0975095,2,,,,iscoalarcon,3.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,2.0,,,1.0,,0.6306,True,1.0,1.0,1.0,0.9875,
12437526,home,Real Betis,Jesús Rodriguez,jesus-rodriguez,J. Rodriguez,M,17,185,4146,M,1800245,EUR,1132531200,M,36,36,False,23.0,21.0,2.0,1.0,0.0,3.0,3.0,19.0,21.0,,,1.0,,,1.0,,,,,,61.0,27.0,7.4,3.0,0.112464,1,,,,,1.0,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,,0.377,,1.0,1.0,,0.5757,
